Wavenumber, 11301_2-16.SPA, 11302_2-16.SPA, 11303_2-16.SPA, 113121_2-22.SPA, 113122_2-22.SPA, 113123_2-22.SPA, 113151_2-22.SPA, 113152_2-22.SPA, 113153_2-22.SPA, 113181_2-22.SPA, 113182_2-22.SPA, 113183_2-22.SPA, 113241_2-22.SPA, 113242_2-22.SPA, 113243_2-22.SPA, 113301_2-22.SPA, 113302_2-22.SPA, 113303_2-22.SPA, 11331_2-16.SPA, 11332_2-16.SPA, 11333_2-16.SPA, 113361_2-22.SPA, 113362_2-22.SPA, 113363_2-22.SPA, 11361_2-16.SPA, 11362_2-16.SPA, 11363_2-16.SPA, 11391_2-22.SPA, 11392_2-22.SPA, 11393_2-22.SPA
1797.53, 97.0396, 97.1668, 96.8798, 97.8123, 98.3825, 98.2128, 98.3881, 98.2515, 98.326, 98.4161, 98.2755, 98.2366, 98.4773, 98.7305, 98.611, 98.4165, 98.4862, 98.4165, 97.2099, 97.0678, 97.5698, 98.2467, 98.429, 98.5454, 98.3947, 97.6859, 97.7071, 98.2409, 99.1899, 97.7509
1797.47, 97.0044, 97.1516, 96.8846, 97.8014, 98.3802, 98.1866, 98.3707, 98.247, 98.3158, 98.4216, 98.2551, 98.2146, 98.5076, 98.7171, 98.6185, 98.4077, 98.4768, 98.4297, 97.2045, 97.0399, 97.5643, 98.2414, 98.4308, 98.556, 98.3873, 97.6715, 97.6871, 98.2288, 99.191, 97.7459
1797.41, 96.9767, 97.1259, 96.8857, 97.7927, 98.3711, 98.152, 98.3499, 98.2497, 98.3151, 98.428, 98.2283, 98.1957, 98.5368, 98.7031, 98.6215, 98.3973, 98.4632, 98.4478, 97.2015, 97.0134, 97.5587, 98.2294, 98.431, 98.5711, 98.3805, 97.6611, 97.6588, 98.2215, 99.191, 97.734
1797.35, 96.9576, 97.0916, 96.8823, 97.7865, 98.3554, 98.1105, 98.3259, 98.2598, 98.325, 98.4335, 98.1963, 98.1808, 98.5627, 98.691, 98.6207, 98.3863, 98.4462, 98.4711, 97.199, 96.9907, 97.5518, 98.2113, 98.4284, 98.5899, 98.3716, 97.6539, 97.623, 98.2182, 99.1911, 97.7167
1797.29, 96.9461, 97.0516, 96.8739, 97.7824, 98.3345, 98.065, 98.2997, 98.2762, 98.3451, 98.4361, 98.1609, 98.1705, 98.5838, 98.6826, 98.618, 98.3749, 98.426, 98.4982, 97.1953, 96.9736, 97.542, 98.1886, 98.4229, 98.6113, 98.3594, 97.6496, 97.5825, 98.2171, 99.1922, 97.696
1797.23, 96.9395, 97.0096, 96.8603, 97.7805, 98.3106, 98.0198, 98.2723, 98.2964, 98.373, 98.434, 98.1242, 98.1654, 98.5987, 98.6786, 98.6161, 98.363, 98.4032, 98.5262, 97.1894, 96.9629, 97.5284, 98.1629, 98.4151, 98.634, 98.3443, 97.6474, 97.5417, 98.2156, 99.1946, 97.6737
1797.17, 96.9337, 96.9691, 96.8416, 97.7808, 98.2863, 97.9796, 98.2455, 98.3179, 98.405, 98.4261, 98.0886, 98.1666, 98.6062, 98.6782, 98.6173, 98.35, 98.3791, 98.5508, 97.1805, 96.958, 97.5108, 98.1365, 98.4064, 98.6568, 98.3277, 97.646, 97.5048, 98.2109, 99.1984, 97.6503
1797.11, 96.9248, 96.9328, 96.8186, 97.7831, 98.2645, 97.9484, 98.2209, 98.338, 98.4367, 98.4125, 98.057, 98.1748, 98.6051, 98.6799, 98.6232, 98.3359, 98.3557, 98.5683, 97.168, 96.9573, 97.4896, 98.1121, 98.3985, 98.6783, 98.3113, 97.6438, 97.4756, 98.2009, 99.2031, 97.6254
1797.05, 96.9102, 96.9022, 96.7922, 97.787, 98.2481, 97.9285, 98.2001, 98.3553, 98.4635, 98.3948, 98.0319, 98.1897, 98.5943, 98.6817, 98.6338, 98.3212, 98.3359, 98.576, 97.151, 96.9585, 97.4662, 98.0927, 98.3929, 98.697, 98.2958, 97.6391, 97.4565, 98.1847, 99.2078, 97.5985
1796.99, 96.8889, 96.8775, 96.7636, 97.7918, 98.2396, 97.9204, 98.1845, 98.3695, 98.4818, 98.3757, 98.0158, 98.2099, 98.5735, 98.6817, 98.6479, 98.3073, 98.3229, 98.5735, 97.1285, 96.9592, 97.4423, 98.0814, 98.3905, 98.7113, 98.2811, 97.6309, 97.4482, 98.1623, 99.2114, 97.5697
1796.93, 96.8617, 96.858, 96.7336, 97.7965, 98.2405, 97.9224, 98.1747, 98.3812, 98.4893, 98.3584, 98.0108, 98.2328, 98.5439, 98.6784, 98.6631, 98.2964, 98.3191, 98.5626, 97.0997, 96.9578, 97.4194, 98.0803, 98.3913, 98.7197, 98.2655, 97.6197, 97.45, 98.1347, 99.2123, 97.5403
1796.86, 96.8305, 96.842, 96.7019, 97.8001, 98.2514, 97.9311, 98.171, 98.3917, 98.4851, 98.3467, 98.0177, 98.2547, 98.5079, 98.671, 98.6766, 98.2909, 98.3253, 98.5464, 97.0644, 96.9532, 97.3987, 98.0904, 98.3946, 98.7211, 98.2473, 97.6072, 97.4604, 98.1034, 99.2091, 97.5129
1796.8, 96.7973, 96.8271, 96.6674, 97.802, 98.2711, 97.9421, 98.1728, 98.402, 98.4699, 98.343, 98.0366, 98.2725, 98.469, 98.6599, 98.6855, 98.2928, 98.3402, 98.5282, 97.024, 96.9452, 97.381, 98.1103, 98.3987, 98.7149, 98.2248, 97.5963, 97.477, 98.0698, 99.2002, 97.4908
1796.74, 96.7633, 96.8112, 96.6287, 97.8019, 98.2971, 97.9507, 98.1789, 98.4123, 98.4456, 98.3487, 98.066, 98.284, 98.4312, 98.6461, 98.688, 98.3025, 98.3605, 98.5105, 96.9811, 96.9343, 97.3668, 98.1368, 98.4013, 98.7022, 98.1978, 97.5893, 97.4975, 98.0355, 99.1844, 97.4763
1796.68, 96.7282, 96.792, 96.5846, 97.8002, 98.3257, 97.9536, 98.1878, 98.422, 98.4154, 98.3633, 98.103, 98.2887, 98.3978, 98.6317, 98.6829, 98.3188, 98.3817, 98.4945, 96.9395, 96.9214, 97.3564, 98.1652, 98.4002, 98.6848, 98.1672, 97.5876, 97.5192, 98.0018, 99.1613, 97.4703
1796.62, 96.6905, 96.7677, 96.5351, 97.7975, 98.3526, 97.9494, 98.1976, 98.4297, 98.3827, 98.3847, 98.1437, 98.2883, 98.3708, 98.619, 98.6705, 98.3393, 98.3989, 98.4799, 96.9031, 96.9072, 97.3498, 98.1903, 98.3939, 98.6657, 98.135, 97.591, 97.5394, 97.9705, 99.1316, 97.4713
1796.56, 96.6486, 96.7379, 96.4822, 97.7947, 98.3743, 97.9393, 98.207, 98.4335, 98.3515, 98.4096, 98.1837, 98.2848, 98.3504, 98.6101, 98.6516, 98.36, 98.4085, 98.4655, 96.8748, 96.8923, 97.3466, 98.2077, 98.3822, 98.6477, 98.1033, 97.5975, 97.5558, 97.9433, 99.0971, 97.4759
1796.5, 96.6015, 96.7026, 96.4293, 97.7928, 98.3881, 97.9269, 98.2149, 98.4319, 98.3249, 98.4342, 98.2183, 98.2806, 98.3357, 98.6065, 98.6281, 98.3775, 98.409, 98.4501, 96.8553, 96.8765, 97.3458, 98.2152, 98.3668, 98.6334, 98.074, 97.6042, 97.5661, 97.9221, 99.0606, 97.4802
1796.44, 96.5496, 96.6636, 96.3807, 97.7921, 98.3936, 97.9171, 98.2211, 98.4241, 98.3053, 98.4551, 98.244, 98.2765, 98.3248, 98.6087, 98.6018, 98.3888, 98.4012, 98.433, 96.8427, 96.8594, 97.3455, 98.213, 98.3511, 98.6238, 98.048, 97.6084, 97.5692, 97.9088, 99.025, 97.4811
1796.38, 96.4954, 96.6232, 96.3404, 97.7931, 98.3918, 97.9153, 98.2259, 98.4103, 98.2938, 98.4693, 98.2583, 98.2718, 98.3164, 98.616, 98.5746, 98.3927, 98.3879, 98.4141, 96.8331, 96.8403, 97.3433, 98.2037, 98.3399, 98.619, 98.0257, 97.6082, 97.5649, 97.904, 98.9932, 97.4772
1796.32, 96.4425, 96.5841, 96.3105, 97.7955, 98.3855, 97.9253, 98.2301, 98.392, 98.2901, 98.4751, 98.2612, 98.264, 98.3098, 98.6273, 98.5483, 98.3896, 98.373, 98.3943, 96.8216, 96.8186, 97.3367, 98.1913, 98.3375, 98.6174, 98.0067, 97.6029, 97.5539, 97.9079, 98.967, 97.4695
1796.26, 96.3951, 96.5494, 96.2912, 97.7991, 98.3775, 97.9482, 98.2344, 98.371, 98.293, 98.472, 98.2539, 98.25, 98.3055, 98.6407, 98.5241, 98.3815, 98.3601, 98.3746, 96.8041, 96.7945, 97.3234, 98.1799, 98.3473, 98.617, 97.991, 97.593, 97.5377, 97.9192, 98.9472, 97.4606
1796.2, 96.3562, 96.5212, 96.2802, 97.8034, 98.3705, 97.9824, 98.2392, 98.3494, 98.3009, 98.4603, 98.2397, 98.2275, 98.3048, 98.655, 98.5029, 98.3705, 98.3517, 98.3567, 96.7785, 96.7687, 97.3018, 98.172, 98.3698, 98.6157, 97.9784, 97.5795, 97.518, 97.9359, 98.9333, 97.4538
1796.14, 96.3271, 96.5008, 96.274, 97.8076, 98.3659, 98.0239, 98.2444, 98.3292, 98.3123, 98.4415, 98.2221, 98.1962, 98.3088, 98.6694, 98.4854, 98.359, 98.3485, 98.3419, 96.7454, 96.743, 97.2714, 98.1683, 98.4029, 98.6124, 97.9688, 97.5642, 97.4961, 97.9555, 98.9243, 97.4518
1796.08, 96.3069, 96.4882, 96.269, 97.811, 98.3636, 98.0673, 98.2495, 98.3114, 98.3259, 98.4176, 98.2044, 98.1582, 98.3181, 98.6838, 98.472, 98.3483, 98.35, 98.3321, 96.7076, 96.7192, 97.2329, 98.1674, 98.4419, 98.6067, 97.9615, 97.5486, 97.473, 97.9757, 98.9188, 97.456
1796.02, 96.2927, 96.4825, 96.262, 97.8124, 98.3625, 98.1073, 98.2536, 98.2965, 98.3411, 98.3911, 98.1886, 98.1182, 98.3323, 98.6985, 98.4633, 98.339, 98.3546, 98.3291, 96.6693, 96.6993, 97.1876, 98.1666, 98.4806, 98.5992, 97.9551, 97.5343, 97.449, 97.9943, 98.9159, 97.4662
1795.96, 96.2808, 96.4816, 96.2514, 97.8108, 98.3605, 98.1398, 98.2558, 98.2845, 98.3572, 98.3643, 98.1751, 98.0816, 98.3498, 98.7135, 98.4598, 98.3308, 98.3606, 98.3345, 96.6344, 96.6839, 97.1376, 98.1629, 98.5134, 98.5913, 97.9475, 97.5229, 97.4243, 98.0097, 98.915, 97.4808
1795.9, 96.2674, 96.4829, 96.236, 97.8053, 98.3558, 98.1625, 98.2558, 98.2751, 98.3732, 98.3392, 98.1631, 98.0537, 98.3682, 98.7283, 98.462, 98.3233, 98.3672, 98.3494, 96.6052, 96.6726, 97.0853, 98.1543, 98.5358, 98.5841, 97.9366, 97.5158, 97.3995, 98.0207, 98.9165, 97.4976
1795.84, 96.25, 96.4832, 96.2152, 97.7954, 98.3472, 98.1747, 98.2533, 98.2681, 98.3872, 98.3173, 98.1508, 98.0375, 98.3849, 98.7416, 98.4698, 98.3163, 98.3742, 98.3737, 96.582, 96.6634, 97.0329, 98.1404, 98.5459, 98.5788, 97.9209, 97.5133, 97.3756, 98.0266, 98.9206, 97.5144
1795.78, 96.2273, 96.4791, 96.1878, 97.7815, 98.3347, 98.1764, 98.2487, 98.2635, 98.3968, 98.2991, 98.1367, 98.0332, 98.3971, 98.7516, 98.4823, 98.31, 98.3823, 98.4055, 96.5634, 96.6532, 96.9829, 98.1224, 98.5443, 98.5757, 97.9005, 97.5148, 97.3542, 98.0267, 98.9276, 97.5293
1795.72, 96.1998, 96.4676, 96.152, 97.7647, 98.3189, 98.168, 98.2421, 98.2613, 98.3999, 98.2845, 98.1202, 98.0385, 98.4028, 98.7568, 98.4979, 98.3052, 98.3926, 98.4413, 96.5465, 96.6387, 96.9376, 98.1023, 98.533, 98.5748, 97.877, 97.518, 97.3368, 98.0212, 98.9371, 97.5407
1795.66, 96.1692, 96.446, 96.1064, 97.7468, 98.3013, 98.1497, 98.2336, 98.2618, 98.3952, 98.2727, 98.1021, 98.0491, 98.4006, 98.7562, 98.5138, 98.3031, 98.4059, 98.4769, 96.5288, 96.6172, 96.8985, 98.0825, 98.5149, 98.5753, 97.8537, 97.5193, 97.3241, 98.0102, 98.9483, 97.5475
1795.6, 96.1376, 96.4128, 96.0502, 97.7302, 98.2831, 98.1218, 98.2227, 98.2652, 98.3836, 98.2628, 98.0843, 98.0606, 98.3903, 98.75, 98.5265, 98.3045, 98.4226, 98.5081, 96.5081, 96.5872, 96.8664, 98.0648, 98.4923, 98.5767, 97.8343, 97.5151, 97.3161, 97.9948, 98.9598, 97.5485
1795.54, 96.1073, 96.368, 95.9849, 97.7169, 98.2648, 98.0849, 98.209, 98.2713, 98.3677, 98.2538, 98.0694, 98.0696, 98.3726, 98.7396, 98.5329, 98.3104, 98.4421, 98.5316, 96.4833, 96.5487, 96.8411, 98.05, 98.4668, 98.5784, 97.8215, 97.5022, 97.3113, 97.9761, 98.97, 97.543
1795.48, 96.0797, 96.3132, 95.9142, 97.7086, 98.2461, 98.0412, 98.1923, 98.28, 98.3521, 98.2447, 98.0594, 98.0748, 98.3497, 98.7269, 98.5302, 98.3209, 98.4628, 98.5462, 96.4538, 96.5033, 96.8211, 98.0382, 98.4387, 98.5799, 97.8167, 97.4798, 97.3077, 97.9556, 98.9775, 97.5306
1795.42, 96.055, 96.252, 95.8435, 97.7058, 98.226, 97.9936, 98.1728, 98.2903, 98.3414, 98.2353, 98.0553, 98.0765, 98.3245, 98.7134, 98.5174, 98.3357, 98.4827, 98.5527, 96.42, 96.454, 96.8041, 98.0293, 98.4078, 98.5813, 97.8191, 97.4491, 97.3031, 97.9343, 98.9813, 97.5117
1795.36, 96.0322, 96.1888, 95.7788, 97.7082, 98.2035, 97.9467, 98.1515, 98.3013, 98.339, 98.2251, 98.0562, 98.0768, 98.3006, 98.6999, 98.4955, 98.3542, 98.4993, 98.5533, 96.3821, 96.4039, 96.7879, 98.0232, 98.3743, 98.5825, 97.8259, 97.4136, 97.2958, 97.9132, 98.9808, 97.4875
1795.3, 96.009, 96.1285, 95.7248, 97.7145, 98.1778, 97.9049, 98.1297, 98.3116, 98.3459, 98.2146, 98.0604, 98.0777, 98.2817, 98.6861, 98.4672, 98.3751, 98.5096, 98.5508, 96.3407, 96.3566, 96.7707, 98.0199, 98.3385, 98.5839, 97.8335, 97.3774, 97.2852, 97.8926, 98.9758, 97.46
1795.24, 95.9825, 96.0759, 95.684, 97.7231, 98.1492, 97.8724, 98.1093, 98.3196, 98.3602, 98.2042, 98.0653, 98.0804, 98.2701, 98.6705, 98.4368, 98.3967, 98.5112, 98.5477, 96.2967, 96.3152, 96.7517, 98.0199, 98.3021, 98.5857, 97.8381, 97.3439, 97.2715, 97.8729, 98.966, 97.4312
1795.18, 95.9498, 96.0339, 95.6559, 97.7319, 98.1188, 97.8517, 98.0918, 98.3239, 98.3775, 98.1948, 98.0689, 98.0851, 98.2669, 98.6518, 98.4094, 98.417, 98.5022, 98.5454, 96.2519, 96.2823, 96.7318, 98.0234, 98.2672, 98.5881, 97.8365, 97.3143, 97.2553, 97.8544, 98.9514, 97.4034
1795.12, 95.9091, 96.0039, 95.6375, 97.7396, 98.0891, 97.8432, 98.0776, 98.3236, 98.3927, 98.1874, 98.0703, 98.0906, 98.2711, 98.629, 98.3894, 98.4336, 98.4817, 98.5447, 96.2085, 96.2597, 96.7122, 98.03, 98.2368, 98.5909, 97.8265, 97.2879, 97.237, 97.8376, 98.932, 97.3781
1795.06, 95.8603, 95.9848, 95.6243, 97.7449, 98.0625, 97.8454, 98.0669, 98.3182, 98.4016, 98.1832, 98.0699, 98.0953, 98.2799, 98.6025, 98.3802, 98.4443, 98.4508, 98.5451, 96.1691, 96.2478, 96.6945, 98.0389, 98.2134, 98.594, 97.8069, 97.2622, 97.2162, 97.823, 98.9081, 97.3567
1795, 95.8051, 95.9739, 95.612, 97.7475, 98.0414, 97.855, 98.0585, 98.3084, 98.402, 98.1831, 98.0696, 98.0976, 98.2895, 98.574, 98.3827, 98.4472, 98.4127, 98.5461, 96.1357, 96.246, 96.6797, 98.0487, 98.1989, 98.5971, 97.7772, 97.2343, 97.1916, 97.811, 98.8804, 97.3395
1794.94, 95.7471, 95.9667, 95.5972, 97.7471, 98.0268, 97.8678, 98.0515, 98.2957, 98.3946, 98.1871, 98.0715, 98.0967, 98.2959, 98.5463, 98.3957, 98.4412, 98.3724, 98.5469, 96.1093, 96.2519, 96.6677, 98.0576, 98.1943, 98.6001, 97.7379, 97.2029, 97.1616, 97.801, 98.8502, 97.3266
1794.88, 95.6907, 95.9582, 95.578, 97.7437, 98.0187, 97.8793, 98.0451, 98.2819, 98.3818, 98.1948, 98.0778, 98.0924, 98.2962, 98.5224, 98.4158, 98.4265, 98.3365, 98.5469, 96.0887, 96.2619, 96.6575, 98.0644, 98.1992, 98.6027, 97.6904, 97.1684, 97.1249, 97.7917, 98.8194, 97.3176
1794.82, 95.6404, 95.9435, 95.5539, 97.7374, 98.0156, 97.8858, 98.0392, 98.2689, 98.3673, 98.205, 98.0899, 98.0855, 98.2887, 98.505, 98.4383, 98.4041, 98.311, 98.5456, 96.0713, 96.2714, 96.6477, 98.068, 98.2122, 98.605, 97.6372, 97.1338, 97.0816, 97.7814, 98.7904, 97.3113
1794.76, 95.5992, 95.9189, 95.525, 97.7278, 98.0153, 97.8847, 98.0343, 98.2579, 98.3541, 98.2161, 98.108, 98.0766, 98.2736, 98.4957, 98.4585, 98.3761, 98.3006, 98.5427, 96.0533, 96.2761, 96.637, 98.0682, 98.231, 98.6069, 97.5817, 97.103, 97.0335, 97.768, 98.7655, 97.3062
1794.7, 95.5684, 95.882, 95.4918, 97.7149, 98.0153, 97.8749, 98.0313, 98.2492, 98.3435, 98.2265, 98.1318, 98.0663, 98.2529, 98.4951, 98.473, 98.3448, 98.3069, 98.5377, 96.0308, 96.2725, 96.6247, 98.0649, 98.2526, 98.608, 97.5285, 97.0797, 96.9842, 97.7504, 98.7468, 97.3002
1794.64, 95.5472, 95.8331, 95.4551, 97.6985, 98.0133, 97.8575, 98.0311, 98.2419, 98.3349, 98.2354, 98.1599, 98.0549, 98.2293, 98.5022, 98.4797, 98.3128, 98.3279, 98.5305, 96.0009, 96.2586, 96.6108, 98.0584, 98.2743, 98.6073, 97.4821, 97.066, 96.9381, 97.7287, 98.736, 97.2913
1794.57, 95.5332, 95.7741, 95.4154, 97.6787, 98.0083, 97.8352, 98.034, 98.2349, 98.3267, 98.2423, 98.1908, 98.0428, 98.2062, 98.5156, 98.4791, 98.2826, 98.3581, 98.5216, 95.963, 96.2348, 96.5959, 98.0487, 98.2941, 98.603, 97.4461, 97.0619, 96.8996, 97.7047, 98.7339, 97.2775
1794.51, 95.5233, 95.7092, 95.3738, 97.6564, 98.0002, 97.8115, 98.0401, 98.2267, 98.3164, 98.2475, 98.2224, 98.0307, 98.1867, 98.5333, 98.4734, 98.2561, 98.39, 98.5122, 95.9184, 96.203, 96.58, 98.0363, 98.3107, 98.5929, 97.4221, 97.065, 96.8719, 97.6812, 98.7406, 97.258
1794.45, 95.5146, 95.643, 95.3316, 97.6332, 97.9898, 97.7905, 98.0488, 98.2164, 98.3026, 98.2511, 98.2523, 98.0203, 98.1732, 98.5529, 98.4657, 98.2354, 98.4157, 98.5041, 95.8707, 96.1659, 96.5627, 98.0214, 98.324, 98.5749, 97.4095, 97.0718, 96.8558, 97.6608, 98.756, 97.233
1794.39, 95.5052, 95.5804, 95.2903, 97.6113, 97.9791, 97.7755, 98.0592, 98.2042, 98.285, 98.2532, 98.2772, 98.0137, 98.1673, 98.5723, 98.4589, 98.2221, 98.4293, 98.4992, 95.8239, 96.1262, 96.5427, 98.0051, 98.3349, 98.5482, 97.4057, 97.0785, 96.8496, 97.6457, 98.7791, 97.2038
1794.33, 95.4938, 95.5248, 95.2514, 97.5934, 97.97, 97.7682, 98.0708, 98.1914, 98.2647, 98.2533, 98.2938, 98.0135, 98.1696, 98.5895, 98.4555, 98.2176, 98.4281, 98.4991, 95.782, 96.086, 96.518, 97.9888, 98.3448, 98.5135, 97.4066, 97.0822, 96.8501, 97.6359, 98.8084, 97.1728
1794.27, 95.4801, 95.4771, 95.2155, 97.5822, 97.9645, 97.7683, 98.0828, 98.1796, 98.2437, 98.2505, 98.2986, 98.0212, 98.1794, 98.6029, 98.4564, 98.2225, 98.413, 98.5042, 95.7477, 96.0459, 96.4867, 97.9743, 98.3549, 98.4742, 97.4081, 97.0816, 96.8525, 97.6299, 98.842, 97.1427
1794.21, 95.4639, 95.4364, 95.1826, 97.5798, 97.964, 97.7739, 98.0946, 98.1712, 98.2239, 98.244, 98.2892, 98.0368, 98.1952, 98.6113, 98.4612, 98.2363, 98.3883, 98.5137, 95.7216, 96.0055, 96.4475, 97.9636, 98.3658, 98.4354, 97.4071, 97.0769, 96.8527, 97.6249, 98.8774, 97.1161
1794.15, 95.4451, 95.3993, 95.1521, 97.587, 97.9691, 97.7818, 98.105, 98.1676, 98.2071, 98.2337, 98.265, 98.0582, 98.215, 98.6141, 98.4689, 98.2571, 98.3598, 98.5257, 95.7026, 95.9641, 96.4002, 97.9576, 98.3773, 98.4035, 97.4018, 97.0694, 96.8478, 97.6176, 98.9117, 97.0953
1794.09, 95.4233, 95.3618, 95.1233, 97.603, 97.9794, 97.789, 98.1121, 98.1699, 98.1937, 98.2201, 98.2278, 98.0814, 98.2366, 98.6116, 98.4783, 98.282, 98.3338, 98.5374, 95.6879, 95.9211, 96.3455, 97.9568, 98.3884, 98.3839, 97.392, 97.0613, 96.8369, 97.6056, 98.9419, 97.0816
1794.03, 95.3982, 95.3202, 95.0961, 97.6256, 97.9933, 97.7931, 98.1138, 98.1777, 98.1835, 98.2045, 98.1819, 98.1011, 98.2587, 98.6044, 98.4883, 98.307, 98.3149, 98.5461, 95.6741, 95.8766, 96.2851, 97.9605, 98.3978, 98.3802, 97.3789, 97.0541, 96.821, 97.5883, 98.9659, 97.0759
1793.97, 95.37, 95.2724, 95.0707, 97.6516, 98.0083, 97.793, 98.1079, 98.1901, 98.1753, 98.1885, 98.1331, 98.1128, 98.2808, 98.5937, 98.4979, 98.3288, 98.3056, 98.5497, 95.6582, 95.8317, 96.2213, 97.9673, 98.4042, 98.3927, 97.3639, 97.049, 96.8023, 97.5663, 98.9819, 97.0783
1793.91, 95.3397, 95.2186, 95.0479, 97.677, 98.0217, 97.7888, 98.0932, 98.2046, 98.1678, 98.1732, 98.0878, 98.1133, 98.3035, 98.5806, 98.5066, 98.3446, 98.3058, 98.5469, 95.6381, 95.7883, 96.1566, 97.9756, 98.4066, 98.4179, 97.3487, 97.0461, 96.7836, 97.5419, 98.9899, 97.0883
1793.85, 95.3087, 95.1609, 95.0283, 97.6979, 98.0305, 97.781, 98.0698, 98.2185, 98.16, 98.1589, 98.0513, 98.1021, 98.328, 98.5663, 98.5133, 98.3537, 98.3136, 98.5376, 95.6128, 95.7483, 96.0936, 97.9842, 98.4049, 98.4502, 97.3348, 97.0447, 96.7668, 97.5177, 98.9907, 97.1043
1793.79, 95.279, 95.1034, 95.0119, 97.7111, 98.0325, 97.7703, 98.0402, 98.2285, 98.1511, 98.145, 98.0269, 98.0814, 98.3552, 98.5522, 98.5168, 98.3569, 98.3261, 98.5221, 95.5828, 95.7135, 96.0351, 97.9928, 98.3996, 98.4828, 97.3236, 97.0431, 96.7527, 97.4959, 98.9862, 97.1238
1793.73, 95.2519, 95.0501, 94.9974, 97.7142, 98.0265, 97.7569, 98.0078, 98.2318, 98.1409, 98.1303, 98.015, 98.0553, 98.3854, 98.5393, 98.5161, 98.3564, 98.3404, 98.5017, 95.5494, 95.6847, 95.9839, 98.0013, 98.3912, 98.5099, 97.3165, 97.0395, 96.7404, 97.4783, 98.9784, 97.1431
1793.67, 95.2277, 95.0047, 94.9826, 97.7059, 98.0132, 97.7404, 97.977, 98.2262, 98.1296, 98.1138, 98.0141, 98.0291, 98.4168, 98.5287, 98.5105, 98.3549, 98.3545, 98.4779, 95.5141, 95.662, 95.9423, 98.0106, 98.3807, 98.5281, 97.3146, 97.0321, 96.7283, 97.4655, 98.9694, 97.1582
1793.61, 95.2055, 94.9692, 94.9649, 97.6857, 97.9944, 97.7205, 97.9514, 98.2114, 98.1181, 98.0953, 98.0209, 98.0075, 98.4462, 98.5218, 98.5005, 98.3544, 98.3669, 98.4523, 95.4785, 95.6445, 95.9125, 98.0212, 98.3687, 98.5373, 97.3187, 97.0199, 96.7145, 97.4578, 98.9604, 97.1653
1793.55, 95.1828, 94.944, 94.9423, 97.6542, 97.9734, 97.6971, 97.9328, 98.1891, 98.1072, 98.0759, 98.0318, 97.9936, 98.4691, 98.5195, 98.4882, 98.3559, 98.3773, 98.4269, 95.4435, 95.6312, 95.8949, 98.0335, 98.3558, 98.5396, 97.3283, 97.0023, 96.6978, 97.455, 98.952, 97.162
1793.49, 95.1567, 94.9282, 94.914, 97.6128, 97.9536, 97.6709, 97.9213, 98.1629, 98.0979, 98.0575, 98.0435, 97.9888, 98.4809, 98.522, 98.4761, 98.3593, 98.3856, 98.4033, 95.4097, 95.6205, 95.8887, 98.0473, 98.3425, 98.5383, 97.3419, 96.9802, 96.6783, 97.4563, 98.9444, 97.1477
1793.43, 95.1245, 94.9197, 94.8808, 97.564, 97.9383, 97.6431, 97.9151, 98.1375, 98.0908, 98.0428, 98.0539, 97.9923, 98.478, 98.5291, 98.4674, 98.3636, 98.3917, 98.3832, 95.3777, 95.6111, 95.8916, 98.062, 98.3294, 98.5364, 97.3569, 96.9545, 96.6574, 97.4607, 98.9374, 97.1245
1793.37, 95.0845, 94.9158, 94.8446, 97.5115, 97.9293, 97.6156, 97.9117, 98.1176, 98.0862, 98.0339, 98.0616, 98.0022, 98.4592, 98.5394, 98.4641, 98.3673, 98.3953, 98.3677, 95.3478, 95.6016, 95.9004, 98.0765, 98.3171, 98.5354, 97.3699, 96.9269, 96.6371, 97.4669, 98.9312, 97.0963
1793.31, 95.0364, 94.914, 94.8076, 97.4595, 97.9272, 97.59, 97.9091, 98.1067, 98.0838, 98.0325, 98.0656, 98.0154, 98.4257, 98.5506, 98.4663, 98.3695, 98.3958, 98.3572, 95.321, 95.5911, 95.9114, 98.0896, 98.3063, 98.5345, 97.3777, 96.8985, 96.6199, 97.4727, 98.9258, 97.0682
1793.25, 94.9819, 94.9117, 94.7714, 97.4128, 97.9305, 97.5673, 97.9066, 98.1054, 98.0831, 98.0391, 98.0651, 98.0293, 98.3814, 98.5605, 98.4724, 98.3699, 98.3925, 98.3517, 95.2981, 95.5785, 95.9217, 98.1002, 98.2975, 98.5317, 97.3784, 96.8703, 96.6073, 97.4757, 98.9215, 97.045
1793.19, 94.9234, 94.9068, 94.7368, 97.3754, 97.9371, 97.5478, 97.9046, 98.1115, 98.0835, 98.0535, 98.0591, 98.0415, 98.3319, 98.5668, 98.4787, 98.3686, 98.385, 98.3506, 95.2799, 95.5632, 95.9297, 98.1075, 98.2912, 98.5243, 97.3714, 96.8429, 96.5999, 97.4738, 98.9182, 97.0302
1793.13, 94.8641, 94.8972, 94.7035, 97.3503, 97.9438, 97.5313, 97.9048, 98.1207, 98.0852, 98.0749, 98.0465, 98.0504, 98.2831, 98.5685, 98.4819, 98.3658, 98.3733, 98.3535, 95.2663, 95.5444, 95.9348, 98.1105, 98.2871, 98.5109, 97.3577, 96.8172, 96.5971, 97.4658, 98.9154, 97.0246
