Wavenumber, 13001_2-22.SPA, 13011_2-22.SPA, 13021_2-22.SPA, 13031_2-22.SPA, 13051_2-22.SPA, 13071_2-22.SPA, 13091_2-22.SPA
1774.02, 94.4848, 94.6088, 96.5841, 97.4127, 98.2614, 98.3944, 98.5171
1773.96, 94.4127, 94.5291, 96.5353, 97.4022, 98.2666, 98.4054, 98.5185
1773.9, 94.3395, 94.4493, 96.4824, 97.3932, 98.2703, 98.415, 98.516
1773.84, 94.2653, 94.3706, 96.4283, 97.3862, 98.2721, 98.4217, 98.5098
1773.78, 94.1901, 94.2942, 96.3754, 97.3812, 98.2714, 98.4246, 98.5011
1773.72, 94.1143, 94.2208, 96.3261, 97.3775, 98.2677, 98.4241, 98.4911
1773.66, 94.0383, 94.1505, 96.2819, 97.374, 98.2607, 98.4209, 98.4812
1773.6, 93.9621, 94.0825, 96.2431, 97.3696, 98.2501, 98.4162, 98.4725
1773.54, 93.8855, 94.0157, 96.2094, 97.363, 98.2362, 98.411, 98.4653
1773.48, 93.8081, 93.9485, 96.1794, 97.3534, 98.2192, 98.4063, 98.4593
1773.42, 93.7292, 93.8795, 96.1516, 97.3403, 98.1997, 98.4025, 98.4539
1773.36, 93.6483, 93.8075, 96.1242, 97.3241, 98.1782, 98.3994, 98.4483
1773.3, 93.5649, 93.7318, 96.0957, 97.3053, 98.1555, 98.3965, 98.4421
1773.24, 93.4792, 93.6523, 96.0655, 97.2849, 98.1325, 98.3934, 98.4356
1773.18, 93.3916, 93.5693, 96.0333, 97.2639, 98.1101, 98.3894, 98.4298
1773.12, 93.3027, 93.4833, 95.9995, 97.2427, 98.0893, 98.3842, 98.4259
1773.06, 93.2127, 93.3946, 95.9647, 97.2213, 98.0714, 98.3781, 98.4247
1773, 93.1217, 93.3038, 95.9291, 97.1985, 98.0574, 98.3719, 98.4267
1772.94, 93.0291, 93.2114, 95.8925, 97.1728, 98.0479, 98.367, 98.4316
1772.88, 92.9338, 93.1178, 95.854, 97.1422, 98.0436, 98.3648, 98.4384
1772.82, 92.835, 93.0233, 95.8125, 97.1055, 98.0439, 98.3664, 98.4462
1772.76, 92.7319, 92.9284, 95.7666, 97.0622, 98.048, 98.3723, 98.4543
1772.7, 92.6247, 92.8331, 95.7154, 97.0135, 98.0538, 98.3819, 98.4625
1772.64, 92.5141, 92.7372, 95.6586, 96.9615, 98.0588, 98.3933, 98.4712
1772.58, 92.4018, 92.6406, 95.5965, 96.9093, 98.0603, 98.4042, 98.4806
1772.52, 92.2895, 92.543, 95.5304, 96.8593, 98.056, 98.4125, 98.4909
1772.46, 92.1786, 92.4445, 95.4617, 96.813, 98.0445, 98.4164, 98.5017
1772.4, 92.0703, 92.3455, 95.3921, 96.7703, 98.0258, 98.4154, 98.5122
1772.34, 91.9643, 92.2468, 95.3232, 96.73, 98.001, 98.4103, 98.521
1772.28, 91.8599, 92.1493, 95.2563, 96.6901, 97.9723, 98.4025, 98.5267
1772.22, 91.7557, 92.0537, 95.1924, 96.6492, 97.9423, 98.394, 98.5285
1772.16, 91.6502, 91.9603, 95.132, 96.6067, 97.9135, 98.3862, 98.5255
1772.1, 91.5422, 91.8687, 95.0756, 96.5633, 97.8878, 98.3802, 98.5176
1772.03, 91.4317, 91.7784, 95.023, 96.521, 97.8661, 98.3761, 98.5054
1771.97, 91.3195, 91.6886, 94.974, 96.482, 97.8485, 98.3734, 98.4897
1771.91, 91.2074, 91.5992, 94.9283, 96.4481, 97.8345, 98.3711, 98.472
1771.85, 91.0973, 91.5106, 94.8852, 96.4202, 97.824, 98.3687, 98.4542
1771.79, 90.9912, 91.4235, 94.8444, 96.3976, 97.8172, 98.3655, 98.4382
1771.73, 90.8901, 91.339, 94.8051, 96.3786, 97.8148, 98.3618, 98.4261
1771.67, 90.7939, 91.258, 94.7667, 96.3614, 97.8179, 98.3581, 98.4191
1771.61, 90.7016, 91.1802, 94.7283, 96.3441, 97.8272, 98.3549, 98.4177
1771.55, 90.6117, 91.1048, 94.6889, 96.3263, 97.8426, 98.3532, 98.4215
1771.49, 90.5225, 91.03, 94.6477, 96.308, 97.8626, 98.3531, 98.429
1771.43, 90.4331, 90.9538, 94.604, 96.2903, 97.8845, 98.3549, 98.4382
1771.37, 90.3432, 90.8742, 94.5579, 96.2743, 97.9047, 98.3582, 98.4473
1771.31, 90.2533, 90.7899, 94.5098, 96.2604, 97.9197, 98.3624, 98.4547
1771.25, 90.1643, 90.7007, 94.4607, 96.2483, 97.9269, 98.3668, 98.4597
1771.19, 90.077, 90.607, 94.4117, 96.2369, 97.9254, 98.3707, 98.4623
1771.13, 89.992, 90.5099, 94.3637, 96.2249, 97.9164, 98.3738, 98.463
1771.07, 89.9092, 90.4108, 94.3166, 96.2112, 97.9029, 98.3758, 98.4623
1771.01, 89.8282, 90.3109, 94.2701, 96.1952, 97.8887, 98.3768, 98.4611
1770.95, 89.7487, 90.2119, 94.2236, 96.1772, 97.8776, 98.3769, 98.4601
1770.89, 89.67, 90.115, 94.1765, 96.1577, 97.8722, 98.376, 98.46
1770.83, 89.5917, 90.0218, 94.129, 96.1374, 97.8735, 98.374, 98.4615
1770.77, 89.5134, 89.9337, 94.0822, 96.1165, 97.8803, 98.3706, 98.4655
1770.71, 89.4346, 89.8517, 94.0377, 96.0947, 97.8899, 98.3655, 98.4719
1770.65, 89.3548, 89.7764, 93.9976, 96.0713, 97.8985, 98.3587, 98.4801
1770.59, 89.2739, 89.7076, 93.9633, 96.046, 97.9027, 98.351, 98.4887
1770.53, 89.1922, 89.6445, 93.9351, 96.0188, 97.9001, 98.344, 98.4956
1770.47, 89.1108, 89.5858, 93.9119, 95.9907, 97.8901, 98.34, 98.4982
1770.41, 89.0318, 89.5305, 93.8919, 95.9639, 97.8742, 98.3414, 98.4952
1770.35, 88.9575, 89.4779, 93.8724, 95.9408, 97.8552, 98.3498, 98.4862
1770.29, 88.89, 89.4278, 93.8517, 95.9238, 97.8368, 98.3659, 98.4723
1770.23, 88.8304, 89.3807, 93.8287, 95.9142, 97.8222, 98.3883, 98.456
1770.17, 88.7782, 89.3373, 93.8034, 95.9125, 97.8136, 98.4142, 98.4402
1770.11, 88.7316, 89.2982, 93.7768, 95.9176, 97.8112, 98.4395, 98.4273
1770.05, 88.6877, 89.2632, 93.7501, 95.9275, 97.8135, 98.4602, 98.4187
1769.99, 88.6435, 89.2319, 93.7243, 95.9397, 97.818, 98.473, 98.4146
1769.93, 88.5971, 89.2032, 93.6999, 95.9519, 97.8218, 98.4765, 98.4143
1769.87, 88.5481, 89.1759, 93.6768, 95.9622, 97.823, 98.471, 98.4166
1769.8, 88.4979, 89.1495, 93.6544, 95.9697, 97.8209, 98.4586, 98.4202
1769.74, 88.4492, 89.1238, 93.6327, 95.9738, 97.8162, 98.4419, 98.4247
1769.68, 88.405, 89.0996, 93.6119, 95.9747, 97.8111, 98.424, 98.4297
1769.62, 88.3683, 89.0782, 93.5931, 95.973, 97.8076, 98.4068, 98.4351
1769.56, 88.3406, 89.0615, 93.5775, 95.9695, 97.8078, 98.3915, 98.4405
1769.5, 88.3225, 89.0508, 93.5663, 95.965, 97.8123, 98.3784, 98.4453
1769.44, 88.3133, 89.0472, 93.5603, 95.9608, 97.8207, 98.3671, 98.4488
1769.38, 88.3114, 89.0511, 93.5599, 95.9581, 97.8314, 98.3575, 98.4506
1769.32, 88.3151, 89.0617, 93.5645, 95.958, 97.8426, 98.3496, 98.4509
1769.26, 88.3227, 89.0778, 93.5734, 95.9613, 97.8527, 98.3441, 98.4504
1769.2, 88.3328, 89.0974, 93.5858, 95.9682, 97.8605, 98.3416, 98.4503
1769.14, 88.3443, 89.1185, 93.601, 95.9783, 97.8658, 98.3431, 98.4516
1769.08, 88.3562, 89.1393, 93.6183, 95.9904, 97.8688, 98.3488, 98.4544
1769.02, 88.3683, 89.1587, 93.6374, 96.0033, 97.8699, 98.3584, 98.458
1768.96, 88.3805, 89.1762, 93.658, 96.0156, 97.8692, 98.3709, 98.4609
1768.9, 88.3932, 89.1924, 93.6796, 96.0265, 97.8667, 98.3847, 98.4617
1768.84, 88.4072, 89.2085, 93.7018, 96.0359, 97.8621, 98.3982, 98.4594
1768.78, 88.424, 89.2263, 93.7242, 96.0443, 97.8553, 98.4096, 98.4544
1768.72, 88.4448, 89.2476, 93.7465, 96.0527, 97.8468, 98.4179, 98.4481
1768.66, 88.471, 89.2738, 93.7685, 96.0622, 97.8376, 98.4229, 98.4427
1768.6, 88.5038, 89.3056, 93.7902, 96.0735, 97.8296, 98.4248, 98.4405
1768.54, 88.5437, 89.3429, 93.8118, 96.087, 97.8249, 98.4249, 98.4431
1768.48, 88.591, 89.3847, 93.8336, 96.1024, 97.8254, 98.4244, 98.451
1768.42, 88.6451, 89.4297, 93.8561, 96.1191, 97.8324, 98.4249, 98.4637
1768.36, 88.7051, 89.4759, 93.8797, 96.1365, 97.8462, 98.4269, 98.4799
1768.3, 88.7693, 89.5221, 93.9048, 96.1538, 97.8662, 98.4305, 98.498
1768.24, 88.836, 89.567, 93.9318, 96.1706, 97.8905, 98.435, 98.5167
1768.18, 88.9032, 89.6102, 93.9613, 96.1869, 97.9169, 98.4387, 98.535
1768.12, 88.9696, 89.6522, 93.9937, 96.2026, 97.943, 98.4401, 98.5518
1768.06, 89.0344, 89.6938, 94.029, 96.2182, 97.9662, 98.4379, 98.5662
1768, 89.0974, 89.7363, 94.0672, 96.234, 97.9849, 98.4315, 98.5771
1767.94, 89.1594, 89.7814, 94.1079, 96.2508, 97.9977, 98.421, 98.5835
1767.88, 89.2213, 89.8306, 94.1503, 96.2692, 98.0039, 98.4073, 98.5842
1767.82, 89.2841, 89.8852, 94.1935, 96.2901, 98.0038, 98.3917, 98.5787
1767.76, 89.3483, 89.9456, 94.2364, 96.3141, 97.9979, 98.3753, 98.5675
1767.7, 89.4139, 90.0118, 94.2779, 96.3415, 97.9875, 98.359, 98.5517
1767.64, 89.4805, 90.0825, 94.3173, 96.3722, 97.9742, 98.3436, 98.5331
1767.58, 89.5477, 90.156, 94.3539, 96.4051, 97.96, 98.3294, 98.5138
1767.51, 89.6154, 90.2301, 94.3877, 96.4388, 97.9468, 98.317, 98.4959
1767.45, 89.6837, 90.3029, 94.4195, 96.4718, 97.9366, 98.3069, 98.4809
1767.39, 89.7533, 90.3729, 94.4503, 96.5026, 97.9306, 98.2999, 98.4698
1767.33, 89.8247, 90.4402, 94.4818, 96.5303, 97.9299, 98.2964, 98.4632
1767.27, 89.8984, 90.5058, 94.5154, 96.5546, 97.9346, 98.2967, 98.4611
1767.21, 89.9743, 90.5717, 94.5527, 96.5758, 97.9441, 98.3002, 98.4634
1767.15, 90.052, 90.64, 94.5942, 96.5947, 97.9571, 98.3063, 98.4693
1767.09, 90.1308, 90.7128, 94.64, 96.6121, 97.9719, 98.314, 98.4778
1767.03, 90.2101, 90.791, 94.6895, 96.6285, 97.9866, 98.3224, 98.4876
1766.97, 90.2899, 90.8747, 94.7417, 96.6441, 97.9993, 98.3312, 98.4966
1766.91, 90.3708, 90.9627, 94.7956, 96.6592, 98.0087, 98.3403, 98.5032
1766.85, 90.4537, 91.0532, 94.8506, 96.6737, 98.0146, 98.35, 98.5057
1766.79, 90.5394, 91.1444, 94.9066, 96.6877, 98.0175, 98.3602, 98.5035
1766.73, 90.6284, 91.2344, 94.9638, 96.7015, 98.019, 98.3707, 98.4971
1766.67, 90.7206, 91.3223, 95.0224, 96.7156, 98.0209, 98.3805, 98.488
1766.61, 90.8151, 91.4074, 95.0823, 96.7302, 98.0253, 98.3883, 98.4789
1766.55, 90.9109, 91.4898, 95.1432, 96.7456, 98.0338, 98.3927, 98.4727
1766.49, 91.0069, 91.5697, 95.204, 96.7617, 98.0471, 98.3929, 98.4719
1766.43, 91.1026, 91.6481, 95.2633, 96.778, 98.0649, 98.389, 98.4784
1766.37, 91.1976, 91.726, 95.3202, 96.7944, 98.0861, 98.3819, 98.4922
1766.31, 91.2923, 91.8046, 95.3739, 96.8108, 98.1093, 98.3737, 98.5123
1766.25, 91.3872, 91.8856, 95.4244, 96.8277, 98.1326, 98.3666, 98.5361
1766.19, 91.4825, 91.9698, 95.4722, 96.846, 98.1548, 98.3623, 98.5605
1766.13, 91.5779, 92.0579, 95.5183, 96.8669, 98.1746, 98.3623, 98.5823
1766.07, 91.6727, 92.1492, 95.5639, 96.8915, 98.1914, 98.3667, 98.5988
1766.01, 91.7658, 92.2424, 95.6101, 96.9205, 98.205, 98.3751, 98.6087
1765.95, 91.856, 92.3355, 95.6574, 96.9539, 98.2155, 98.3862, 98.6116
1765.89, 91.9424, 92.4263, 95.7058, 96.991, 98.2232, 98.3988, 98.6084
1765.83, 92.0244, 92.5133, 95.7548, 97.0303, 98.2287, 98.4115, 98.6005
1765.77, 92.1019, 92.596, 95.803, 97.0698, 98.2327, 98.4233, 98.5894
1765.71, 92.1755, 92.675, 95.8489, 97.1076, 98.236, 98.4336, 98.5768
1765.65, 92.2462, 92.7519, 95.8906, 97.142, 98.2393, 98.442, 98.5637
1765.59, 92.315, 92.8283, 95.9266, 97.1721, 98.2427, 98.4486, 98.5507
1765.53, 92.3834, 92.9056, 95.9562, 97.1978, 98.2462, 98.4537, 98.5384
1765.47, 92.4524, 92.984, 95.9797, 97.2201, 98.2494, 98.4578, 98.5267
1765.41, 92.523, 93.063, 95.999, 97.2406, 98.2518, 98.4615, 98.5157
1765.35, 92.5959, 93.1413, 96.017, 97.2614, 98.2531, 98.4654, 98.5049
1765.28, 92.6715, 93.2173, 96.0371, 97.2845, 98.2535, 98.4701, 98.4937
1765.22, 92.7501, 93.2902, 96.0623, 97.3116, 98.2536, 98.476, 98.4815
1765.16, 92.832, 93.3598, 96.0946, 97.3432, 98.2547, 98.4829, 98.4674
1765.1, 92.9178, 93.4269, 96.1341, 97.3789, 98.2577, 98.4908, 98.4511
1765.04, 93.0081, 93.4925, 96.1792, 97.4177, 98.2633, 98.4993, 98.4329
1764.98, 93.1034, 93.558, 96.2272, 97.4576, 98.2712, 98.5079, 98.4142
1764.92, 93.2039, 93.6243, 96.2747, 97.4964, 98.2802, 98.5162, 98.3973
1764.86, 93.3088, 93.6918, 96.3189, 97.5322, 98.2888, 98.5239, 98.385
1764.8, 93.4167, 93.7605, 96.3583, 97.5631, 98.2952, 98.5309, 98.3802
1764.74, 93.5252, 93.8302, 96.3927, 97.588, 98.2983, 98.5368, 98.3851
1764.68, 93.6312, 93.9008, 96.4233, 97.6064, 98.2981, 98.5417, 98.4006
1764.62, 93.7319, 93.9723, 96.4518, 97.6183, 98.2957, 98.5454, 98.4258
1764.56, 93.8252, 94.0447, 96.4802, 97.6245, 98.293, 98.5482, 98.4585
1764.5, 93.9101, 94.1182, 96.5097, 97.6262, 98.292, 98.5502, 98.4952
1764.44, 93.9867, 94.1926, 96.541, 97.6247, 98.2944, 98.5516, 98.5319
1764.38, 94.0564, 94.2674, 96.5742, 97.6214, 98.3007, 98.5527, 98.5649
1764.32, 94.1213, 94.3419, 96.609, 97.6177, 98.3101, 98.5535, 98.5914
1764.26, 94.1835, 94.4155, 96.6451, 97.6141, 98.3211, 98.5534, 98.6093
1764.2, 94.2448, 94.4877, 96.6822, 97.6107, 98.3316, 98.5519, 98.6183
1764.14, 94.3065, 94.5586, 96.7204, 97.6074, 98.3397, 98.5482, 98.619
1764.08, 94.3697, 94.6285, 96.7596, 97.6038, 98.3444, 98.5417, 98.6131
1764.02, 94.4345, 94.698, 96.7997, 97.6004, 98.3456, 98.5321, 98.6029
1763.96, 94.5013, 94.7672, 96.8401, 97.5984, 98.344, 98.5201, 98.591
1763.9, 94.5699, 94.8364, 96.8802, 97.5998, 98.3407, 98.5064, 98.58
1763.84, 94.64, 94.905, 96.9189, 97.6071, 98.3369, 98.4926, 98.572
1763.78, 94.7108, 94.972, 96.9552, 97.6227, 98.333, 98.4803, 98.5681
1763.72, 94.7811, 95.0363, 96.9882, 97.6475, 98.3292, 98.4709, 98.5688
1763.66, 94.8494, 95.0969, 97.0174, 97.6811, 98.325, 98.4651, 98.5734
1763.6, 94.9144, 95.1531, 97.0425, 97.721, 98.3199, 98.4633, 98.5805
1763.54, 94.9747, 95.2049, 97.0638, 97.7635, 98.3137, 98.4652, 98.5882
1763.48, 95.03, 95.2527, 97.0817, 97.8042, 98.3066, 98.4699, 98.5948
1763.42, 95.0807, 95.297, 97.0968, 97.8395, 98.2996, 98.4764, 98.5987
1763.36, 95.128, 95.3388, 97.1098, 97.8673, 98.2942, 98.4835, 98.599
1763.3, 95.1737, 95.3788, 97.1215, 97.8874, 98.2916, 98.4901, 98.5955
1763.24, 95.2198, 95.4179, 97.1327, 97.9011, 98.2929, 98.4952, 98.5887
1763.18, 95.2679, 95.4567, 97.1441, 97.9111, 98.2981, 98.4986, 98.5794
1763.12, 95.3194, 95.4962, 97.1565, 97.9201, 98.3064, 98.4999, 98.5689
1763.05, 95.3747, 95.5376, 97.1708, 97.9304, 98.3164, 98.4997, 98.5585
1762.99, 95.4338, 95.5819, 97.1878, 97.9431, 98.3264, 98.4986, 98.5492
1762.93, 95.4961, 95.6301, 97.2078, 97.958, 98.3348, 98.4974, 98.5417
1762.87, 95.5608, 95.6827, 97.231, 97.9745, 98.341, 98.4969, 98.5364
1762.81, 95.6267, 95.7388, 97.257, 97.9908, 98.3451, 98.4978, 98.5329
1762.75, 95.6927, 95.7965, 97.2845, 98.0055, 98.3479, 98.5005, 98.5302
1762.69, 95.7577, 95.8529, 97.3121, 98.0172, 98.3508, 98.5053, 98.5272
1762.63, 95.8204, 95.9044, 97.3379, 98.0246, 98.3551, 98.5123, 98.5226
1762.57, 95.8798, 95.9477, 97.3602, 98.0273, 98.3617, 98.5217, 98.5154
1762.51, 95.9351, 95.9809, 97.3783, 98.025, 98.3711, 98.5336, 98.5052
1762.45, 95.9858, 96.0036, 97.3921, 98.0181, 98.383, 98.5483, 98.4922
1762.39, 96.0318, 96.0175, 97.4032, 98.0072, 98.3968, 98.5654, 98.4777
1762.33, 96.0733, 96.0256, 97.4138, 97.9934, 98.4118, 98.5844, 98.4634
1762.27, 96.1106, 96.0318, 97.4268, 97.9783, 98.4271, 98.604, 98.4515
1762.21, 96.1445, 96.0396, 97.4446, 97.9634, 98.4417, 98.6222, 98.4442
1762.15, 96.1757, 96.0516, 97.4692, 97.9506, 98.4546, 98.6372, 98.4431
1762.09, 96.2049, 96.0687, 97.5008, 97.9416, 98.4646, 98.6471, 98.449
1762.03, 96.233, 96.0911, 97.5382, 97.9379, 98.4708, 98.6512, 98.4616
1761.97, 96.2608, 96.1175, 97.5789, 97.9408, 98.4723, 98.6494, 98.4794
1761.91, 96.2891, 96.1468, 97.6193, 97.9509, 98.4687, 98.6431, 98.4998
1761.85, 96.3185, 96.1779, 97.6559, 97.9676, 98.4608, 98.6344, 98.52
1761.79, 96.3495, 96.2102, 97.6858, 97.9896, 98.45, 98.6256, 98.5372
1761.73, 96.3822, 96.2436, 97.7075, 98.0144, 98.4386, 98.6189, 98.5492
1761.67, 96.416, 96.2781, 97.721, 98.0384, 98.4289, 98.6154, 98.5553
1761.61, 96.4503, 96.3137, 97.7279, 98.058, 98.4228, 98.6155, 98.556
1761.55, 96.484, 96.3503, 97.7304, 98.07, 98.4211, 98.6185, 98.5527
1761.49, 96.5164, 96.3875, 97.7312, 98.072, 98.4232, 98.6234, 98.5474
1761.43, 96.547, 96.4249, 97.7322, 98.0637, 98.4275, 98.6286, 98.5416
1761.37, 96.576, 96.4622, 97.7346, 98.046, 98.4316, 98.6329, 98.5365
1761.31, 96.6039, 96.4989, 97.7386, 98.0216, 98.4334, 98.635, 98.5323
1761.25, 96.6321, 96.5349, 97.7437, 97.9943, 98.4314, 98.6338, 98.5285
1761.19, 96.6615, 96.57, 97.749, 97.9678, 98.4255, 98.6287, 98.5245
1761.13, 96.6931, 96.604, 97.7538, 97.946, 98.4167, 98.6191, 98.5196
1761.07, 96.7275, 96.6368, 97.7579, 97.9318, 98.4069, 98.6049, 98.5139
1761.01, 96.7645, 96.6686, 97.7615, 97.9272, 98.398, 98.587, 98.5079
1760.95, 96.8036, 96.6997, 97.7654, 97.933, 98.3913, 98.5665, 98.5027
1760.89, 96.8438, 96.7307, 97.7703, 97.9492, 98.387, 98.5455, 98.4993
1760.83, 96.8842, 96.7624, 97.7771, 97.9744, 98.3845, 98.5263, 98.4982
1760.76, 96.9241, 96.7953, 97.7864, 98.0068, 98.3823, 98.511, 98.4996
1760.7, 96.9628, 96.8295, 97.7985, 98.043, 98.3792, 98.5012, 98.5028
1760.64, 97, 96.8643, 97.8137, 98.0797, 98.3742, 98.4975, 98.5069
1760.58, 97.0353, 96.8986, 97.832, 98.113, 98.3678, 98.4993, 98.511
1760.52, 97.0683, 96.9309, 97.8528, 98.1399, 98.3615, 98.5054, 98.5147
1760.46, 97.0984, 96.9596, 97.8753, 98.1583, 98.3571, 98.5139, 98.518
1760.4, 97.1253, 96.9837, 97.8981, 98.1677, 98.357, 98.5231, 98.5215
1760.34, 97.1484, 97.0028, 97.9193, 98.1693, 98.3625, 98.5315, 98.5259
1760.28, 97.1675, 97.0172, 97.937, 98.1653, 98.3742, 98.5383, 98.532
1760.22, 97.1826, 97.0278, 97.9497, 98.1588, 98.3911, 98.5429, 98.5401
1760.16, 97.194, 97.0359, 97.9569, 98.1524, 98.4114, 98.545, 98.5501
1760.1, 97.2023, 97.0428, 97.959, 98.1483, 98.4325, 98.5448, 98.561
1760.04, 97.2083, 97.0496, 97.9579, 98.1475, 98.4518, 98.542, 98.5716
1759.98, 97.2129, 97.0571, 97.9559, 98.1503, 98.4669, 98.5371, 98.58
1759.92, 97.2171, 97.0655, 97.9553, 98.1562, 98.4762, 98.5302, 98.5846
1759.86, 97.2222, 97.0746, 97.9579, 98.1646, 98.479, 98.5224, 98.5842
1759.8, 97.2293, 97.0836, 97.9645, 98.175, 98.4752, 98.5146, 98.5782
1759.74, 97.2397, 97.0914, 97.9749, 98.1867, 98.4658, 98.5082, 98.5669
1759.68, 97.2542, 97.0972, 97.9882, 98.1995, 98.4526, 98.5042, 98.5519
1759.62, 97.2733, 97.1004, 98.0036, 98.2129, 98.4379, 98.5034, 98.5355
1759.56, 97.2967, 97.1014, 98.02, 98.226, 98.4242, 98.5058, 98.5204
1759.5, 97.3238, 97.1016, 98.037, 98.2382, 98.4139, 98.5109, 98.5091
1759.44, 97.3531, 97.1031, 98.0541, 98.2486, 98.4088, 98.5182, 98.5032
1759.38, 97.3834, 97.1084, 98.0706, 98.2564, 98.4094, 98.5269, 98.503
1759.32, 97.4133, 97.1195, 98.0856, 98.2613, 98.415, 98.5366, 98.5074
1759.26, 97.442, 97.1375, 98.0977, 98.2635, 98.4235, 98.5472, 98.5139
1759.2, 97.4689, 97.162, 98.1057, 98.2633, 98.4322, 98.5588, 98.52
1759.14, 97.4937, 97.1914, 98.1086, 98.2614, 98.4384, 98.5716, 98.5232
1759.08, 97.5162, 97.2234, 98.1065, 98.2584, 98.4398, 98.5855, 98.5225
1759.02, 97.5361, 97.2558, 98.1001, 98.2551, 98.4358, 98.6, 98.5182
1758.96, 97.553, 97.2866, 98.0909, 98.2521, 98.4271, 98.6142, 98.5123
1758.9, 97.5668, 97.3154, 98.0807, 98.25, 98.4158, 98.6273, 98.5074
1758.84, 97.5774, 97.3421, 98.0711, 98.2497, 98.4045, 98.6385, 98.506
1758.78, 97.5854, 97.3674, 98.063, 98.2519, 98.3959, 98.6479, 98.5097
1758.72, 97.5917, 97.3916, 98.057, 98.2572, 98.3922, 98.6557, 98.5183
1758.66, 97.5976, 97.4146, 98.0534, 98.266, 98.3943, 98.6628, 98.5305
1758.6, 97.6042, 97.4356, 98.0525, 98.2778, 98.4025, 98.6701, 98.5436
1758.53, 97.6123, 97.4533, 98.0546, 98.2914, 98.4158, 98.6784, 98.555
1758.47, 97.6219, 97.4664, 98.0602, 98.3051, 98.4331, 98.688, 98.5627
1758.41, 97.6326, 97.4742, 98.0694, 98.3168, 98.4528, 98.6983, 98.566
1758.35, 97.6435, 97.4768, 98.0819, 98.3246, 98.4731, 98.7085, 98.5657
1758.29, 97.6536, 97.4746, 98.0966, 98.3276, 98.4925, 98.7174, 98.5632
1758.23, 97.6621, 97.469, 98.1119, 98.3255, 98.509, 98.724, 98.5605
1758.17, 97.6688, 97.4612, 98.126, 98.3193, 98.5212, 98.7274, 98.559
1758.11, 97.6737, 97.4524, 98.1376, 98.3109, 98.5279, 98.7274, 98.5587
1758.05, 97.6776, 97.4437, 98.1463, 98.3025, 98.5287, 98.724, 98.559
1757.99, 97.6811, 97.4363, 98.1526, 98.2963, 98.5243, 98.7175, 98.5585
1757.93, 97.6852, 97.4311, 98.158, 98.2938, 98.5161, 98.7085, 98.556
1757.87, 97.6907, 97.4293, 98.1644, 98.2957, 98.5063, 98.6977, 98.5512
1757.81, 97.6983, 97.432, 98.1734, 98.3017, 98.4973, 98.6858, 98.5448
1757.75, 97.7087, 97.4395, 98.1861, 98.3107, 98.4907, 98.6739, 98.5387
1757.69, 97.722, 97.4517, 98.2025, 98.3211, 98.4874, 98.663, 98.5351
1757.63, 97.7376, 97.4677, 98.2217, 98.3313, 98.487, 98.6541, 98.5357
1757.57, 97.7546, 97.4859, 98.2419, 98.3397, 98.4884, 98.6479, 98.5414
1757.51, 97.7712, 97.5048, 98.261, 98.3454, 98.49, 98.6446, 98.5514
1757.45, 97.7852, 97.523, 98.2769, 98.3482, 98.4904, 98.6437, 98.564
1757.39, 97.7948, 97.5395, 98.2879, 98.3485, 98.4893, 98.6438, 98.577
1757.33, 97.7989, 97.5542, 98.2929, 98.3471, 98.487, 98.6435, 98.5888
1757.27, 97.7976, 97.5672, 98.2917, 98.3453, 98.4847, 98.6409, 98.5985
1757.21, 97.792, 97.5787, 98.2849, 98.344, 98.4837, 98.635, 98.6067
1757.15, 97.7845, 97.5888, 98.274, 98.3438, 98.4852, 98.6255, 98.6146
1757.09, 97.7775, 97.5972, 98.261, 98.3449, 98.4892, 98.6131, 98.6235
1757.03, 97.7733, 97.6034, 98.2478, 98.3467, 98.4948, 98.5992, 98.6338
1756.97, 97.7731, 97.6071, 98.2359, 98.3483, 98.5005, 98.5859, 98.645
1756.91, 97.7773, 97.6082, 98.2261, 98.3487, 98.5044, 98.5747, 98.6555
1756.85, 97.7852, 97.6068, 98.2185, 98.3472, 98.5052, 98.5668, 98.6632
1756.79, 97.7957, 97.6037, 98.2125, 98.3434, 98.5026, 98.562, 98.6663
1756.73, 97.8077, 97.5996, 98.2074, 98.3374, 98.4973, 98.5597, 98.6642
1756.67, 97.8203, 97.5952, 98.2025, 98.3298, 98.4909, 98.5582, 98.6574
1756.61, 97.833, 97.5914, 98.1973, 98.3213, 98.4856, 98.5563, 98.6477
1756.55, 97.8453, 97.5886, 98.1918, 98.3127, 98.4826, 98.553, 98.6372
1756.49, 97.8565, 97.5875, 98.186, 98.3044, 98.4829, 98.5483, 98.6278
1756.43, 97.8659, 97.5886, 98.18, 98.2971, 98.4857, 98.5425, 98.6201
1756.37, 97.8728, 97.5929, 98.1738, 98.2911, 98.4898, 98.5366, 98.6138
1756.31, 97.8767, 97.6009, 98.1677, 98.2869, 98.4933, 98.5313, 98.6073
1756.24, 97.8776, 97.613, 98.1621, 98.2853, 98.4944, 98.5268, 98.5989
1756.18, 97.8765, 97.629, 98.1581, 98.2865, 98.4922, 98.5229, 98.5871
1756.12, 97.8749, 97.6482, 98.157, 98.2904, 98.4865, 98.5192, 98.5711
1756.06, 97.8745, 97.6692, 98.1604, 98.2962, 98.4779, 98.5151, 98.5512
1756, 97.8766, 97.6904, 98.1695, 98.3025, 98.4678, 98.5106, 98.5288
