Wavenumber, 13001_2-22.SPA, 13002_2-22.SPA, 13003_2-22.SPA, 13011_2-22.SPA, 13012_2-22.SPA, 13013_2-22.SPA, 13021_2-22.SPA, 13022_2-22.SPA, 13023_2-22.SPA, 13031_2-22.SPA, 13032_2-22.SPA, 13033_2-22.SPA, 13051_2-22.SPA, 13052_2-22.SPA, 13053_2-22.SPA, 13071_2-22.SPA, 13072_2-22.SPA, 13073_2-22.SPA, 13091_2-22.SPA, 13092_2-22.SPA, 13093_2-22.SPA
1795.6, 96.3322, 96.6939, 96.0604, 96.5489, 96.5496, 95.9534, 97.6044, 97.5173, 97.3235, 97.7624, 97.7624, 97.9941, 98.505, 98.2287, 98.1153, 98.2021, 98.3871, 98.5329, 98.3626, 98.3284, 98.3603
1795.54, 96.31, 96.6995, 96.0155, 96.4967, 96.542, 95.9346, 97.5897, 97.4749, 97.3005, 97.7488, 97.7488, 97.9821, 98.488, 98.2347, 98.1561, 98.196, 98.3997, 98.5431, 98.3541, 98.3187, 98.3722
1795.48, 96.275, 96.7038, 95.9704, 96.4385, 96.5371, 95.9143, 97.5707, 97.4309, 97.2766, 97.7257, 97.7257, 97.9724, 98.4746, 98.2422, 98.1938, 98.1951, 98.4061, 98.5542, 98.3456, 98.313, 98.3907
1795.42, 96.2305, 96.7033, 95.9272, 96.3793, 96.5319, 95.8921, 97.5498, 97.3879, 97.2539, 97.6976, 97.6976, 97.9642, 98.4653, 98.2494, 98.2257, 98.2, 98.4029, 98.5651, 98.3387, 98.3133, 98.414
1795.36, 96.1808, 96.6948, 95.8888, 96.3239, 96.5231, 95.8681, 97.5292, 97.3479, 97.235, 97.671, 97.671, 97.957, 98.4604, 98.254, 98.2496, 98.2106, 98.3889, 98.5748, 98.335, 98.3212, 98.4386
1795.3, 96.1308, 96.6756, 95.858, 96.2757, 96.5074, 95.8436, 97.5103, 97.3126, 97.2225, 97.6519, 97.6519, 97.9507, 98.4595, 98.2538, 98.2638, 98.2263, 98.3656, 98.5816, 98.3353, 98.3369, 98.4609
1795.24, 96.0844, 96.6446, 95.8369, 96.2369, 96.4828, 95.8196, 97.4931, 97.2826, 97.2183, 97.6444, 97.6444, 97.9453, 98.4618, 98.2479, 98.2676, 98.2456, 98.3368, 98.584, 98.3399, 98.3596, 98.4778
1795.18, 96.0442, 96.6018, 95.8261, 96.2076, 96.4487, 95.7967, 97.4767, 97.2583, 97.2225, 97.6487, 97.6487, 97.9405, 98.466, 98.2363, 98.2619, 98.2667, 98.3077, 98.5804, 98.3481, 98.3868, 98.4881
1795.12, 96.0109, 96.5488, 95.8236, 96.1865, 96.4062, 95.7747, 97.4597, 97.2399, 97.2331, 97.6616, 97.6616, 97.9355, 98.4713, 98.2205, 98.2485, 98.2873, 98.2834, 98.5699, 98.3577, 98.4154, 98.4916
1795.06, 95.9837, 96.4884, 95.8258, 96.1713, 96.3577, 95.7524, 97.4412, 97.2274, 97.2457, 97.6773, 97.6773, 97.9295, 98.4773, 98.2026, 98.2301, 98.3052, 98.2674, 98.5525, 98.3655, 98.4422, 98.4895
1795, 95.9606, 96.4243, 95.8278, 96.1587, 96.3068, 95.7284, 97.4209, 97.2207, 97.2548, 97.6899, 97.6899, 97.9215, 98.4848, 98.185, 98.2092, 98.3182, 98.2611, 98.5295, 98.368, 98.464, 98.483
1794.94, 95.9387, 96.3602, 95.825, 96.1459, 96.2571, 95.7014, 97.3993, 97.2195, 97.2546, 97.6954, 97.6954, 97.9107, 98.4946, 98.1693, 98.1883, 98.3249, 98.2638, 98.5033, 98.3623, 98.479, 98.4732
1794.88, 95.9153, 96.2995, 95.814, 96.13, 96.2118, 95.6711, 97.3775, 97.2232, 97.2407, 97.6924, 97.6924, 97.8968, 98.5081, 98.1564, 98.1689, 98.3246, 98.2736, 98.4775, 98.3469, 98.4863, 98.4609
1794.82, 95.8877, 96.2452, 95.7933, 96.1096, 96.1733, 95.6378, 97.3562, 97.2304, 97.2111, 97.6833, 97.6833, 97.8801, 98.5258, 98.1462, 98.1517, 98.3178, 98.2879, 98.4555, 98.3224, 98.4863, 98.4473
1794.76, 95.8547, 96.1992, 95.764, 96.0842, 96.1423, 95.6027, 97.3349, 97.2393, 97.1672, 97.672, 97.672, 97.8615, 98.5471, 98.1387, 98.1372, 98.3063, 98.3048, 98.4405, 98.2917, 98.4805, 98.434
1794.7, 95.8159, 96.1624, 95.7283, 96.0545, 96.1178, 95.5669, 97.3125, 97.2479, 97.1128, 97.663, 97.663, 97.8425, 98.5702, 98.1338, 98.1255, 98.2931, 98.3231, 98.4346, 98.2592, 98.4706, 98.4229
1794.64, 95.7724, 96.1347, 95.6893, 96.0223, 96.0978, 95.5312, 97.2872, 97.2542, 97.0533, 97.6596, 97.6596, 97.8254, 98.5929, 98.1319, 98.1169, 98.2816, 98.3416, 98.4383, 98.2299, 98.4584, 98.416
1794.57, 95.7261, 96.1147, 95.6494, 95.9891, 96.0795, 95.4956, 97.2573, 97.2564, 96.9948, 97.6624, 97.6624, 97.8125, 98.6129, 98.1333, 98.1109, 98.2749, 98.3589, 98.4506, 98.2083, 98.4455, 98.4145
1794.51, 95.6793, 96.1003, 95.6098, 95.9563, 96.0601, 95.4599, 97.2224, 97.2529, 96.9421, 97.6696, 97.6696, 97.8064, 98.6286, 98.1384, 98.107, 98.2755, 98.3728, 98.4689, 98.1972, 98.4327, 98.418
1794.45, 95.634, 96.0883, 95.5705, 95.9239, 96.0375, 95.4235, 97.1836, 97.2428, 96.8983, 97.6774, 97.6774, 97.809, 98.6392, 98.1463, 98.1035, 98.284, 98.3805, 98.4901, 98.1973, 98.4204, 98.4244
1794.39, 95.5914, 96.0758, 95.5307, 95.8912, 96.0109, 95.3863, 97.1437, 97.225, 96.8645, 97.6816, 97.6816, 97.8215, 98.6452, 98.1555, 98.0982, 98.2995, 98.3793, 98.5103, 98.2075, 98.4085, 98.4302
1794.33, 95.5516, 96.0601, 95.4891, 95.8566, 95.9809, 95.349, 97.1061, 97.1996, 96.8404, 97.6788, 97.6788, 97.8432, 98.6472, 98.1636, 98.0885, 98.3197, 98.3674, 98.5263, 98.2248, 98.3969, 98.4321
1794.27, 95.514, 96.0398, 95.4455, 95.8188, 95.9492, 95.3127, 97.0743, 97.1669, 96.8245, 97.6675, 97.6675, 97.8716, 98.6455, 98.168, 98.0722, 98.3413, 98.3454, 98.5354, 98.2457, 98.3855, 98.4279
1794.21, 95.478, 96.0151, 95.4001, 95.7774, 95.9184, 95.2788, 97.0511, 97.1289, 96.8148, 97.6487, 97.6487, 97.9023, 98.6401, 98.1672, 98.0481, 98.3608, 98.3159, 98.5369, 98.2664, 98.3745, 98.4174
1794.15, 95.4433, 95.9876, 95.3544, 95.7328, 95.891, 95.2488, 97.0378, 97.0883, 96.8095, 97.6254, 97.6254, 97.9296, 98.6304, 98.1607, 98.0166, 98.3752, 98.2835, 98.5313, 98.2838, 98.3642, 98.4027
1794.09, 95.4106, 95.9603, 95.3102, 95.6865, 95.8692, 95.2235, 97.0342, 97.0491, 96.8067, 97.602, 97.602, 97.9476, 98.6152, 98.15, 97.9797, 98.3825, 98.2535, 98.5212, 98.2959, 98.3553, 98.387
1794.03, 95.3815, 95.936, 95.2694, 95.6404, 95.854, 95.2031, 97.0385, 97.0157, 96.8052, 97.5827, 97.5827, 97.9517, 98.5939, 98.1373, 97.9405, 98.382, 98.2303, 98.51, 98.302, 98.3484, 98.3737
1793.97, 95.3574, 95.917, 95.2333, 95.5957, 95.8448, 95.187, 97.0482, 96.9918, 96.8038, 97.5705, 97.5705, 97.9393, 98.5666, 98.1254, 97.9026, 98.374, 98.2163, 98.5015, 98.303, 98.344, 98.3648
1793.91, 95.3395, 95.904, 95.2029, 95.5529, 95.8397, 95.1743, 97.06, 96.9797, 96.8018, 97.566, 97.566, 97.9108, 98.5341, 98.1163, 97.869, 98.3604, 98.2115, 98.4989, 98.3008, 98.342, 98.3604
1793.85, 95.3269, 95.896, 95.1784, 95.5116, 95.8351, 95.164, 97.0707, 96.9791, 96.7987, 97.567, 97.567, 97.8697, 98.4987, 98.111, 97.8416, 98.3436, 98.214, 98.5039, 98.298, 98.3418, 98.3591
1793.79, 95.3172, 95.8904, 95.1592, 95.4713, 95.8267, 95.1546, 97.077, 96.9879, 96.7943, 97.5694, 97.5694, 97.8215, 98.4628, 98.1095, 97.8209, 98.3268, 98.2209, 98.5163, 98.2975, 98.3426, 98.3591
1793.73, 95.3063, 95.884, 95.1446, 95.432, 95.8105, 95.1447, 97.0766, 97.0017, 96.7891, 97.5682, 97.5682, 97.7724, 98.4297, 98.1107, 97.8063, 98.3126, 98.2297, 98.5341, 98.3015, 98.3431, 98.3592
1793.67, 95.2899, 95.8738, 95.1331, 95.3948, 95.7835, 95.1328, 97.068, 97.0159, 96.7831, 97.5592, 97.5592, 97.728, 98.4024, 98.1131, 97.7966, 98.3035, 98.239, 98.5541, 98.3109, 98.3425, 98.3596
1793.61, 95.2643, 95.858, 95.1224, 95.3618, 95.7446, 95.1173, 97.0511, 97.0263, 96.7765, 97.5407, 97.5407, 97.692, 98.3834, 98.1157, 97.7902, 98.3003, 98.2488, 98.5726, 98.3253, 98.3403, 98.3619
1793.55, 95.2279, 95.8361, 95.1101, 95.3354, 95.6955, 95.0968, 97.0272, 97.0303, 96.769, 97.5143, 97.5143, 97.6657, 98.3747, 98.1177, 97.786, 98.3026, 98.2602, 98.5867, 98.3425, 98.3369, 98.3681
1793.49, 95.1814, 95.8095, 95.0935, 95.3175, 95.6401, 95.0707, 96.9991, 97.0277, 96.7603, 97.4845, 97.4845, 97.6482, 98.3775, 98.119, 97.7833, 98.3083, 98.274, 98.5947, 98.3596, 98.3337, 98.3794
1793.43, 95.1282, 95.7805, 95.0707, 95.3081, 95.5842, 95.0392, 96.97, 97.0195, 96.7495, 97.4579, 97.4579, 97.637, 98.3912, 98.1194, 97.7817, 98.3145, 98.2904, 98.596, 98.3733, 98.3324, 98.3953
1793.37, 95.0728, 95.7518, 95.0408, 95.3052, 95.5338, 95.0038, 96.9434, 97.0079, 96.7363, 97.4407, 97.4407, 97.6294, 98.4142, 98.1185, 97.7809, 98.3183, 98.3084, 98.5913, 98.381, 98.3351, 98.4133
1793.31, 95.0201, 95.7259, 95.0051, 95.3051, 95.4942, 94.9663, 96.9222, 96.9946, 96.7205, 97.4367, 97.4367, 97.6234, 98.443, 98.1158, 97.7809, 98.3172, 98.3261, 98.5816, 98.3813, 98.3429, 98.4296
1793.25, 94.9743, 95.7043, 94.9665, 95.3033, 95.4685, 94.9293, 96.9078, 96.9801, 96.7027, 97.4462, 97.4462, 97.618, 98.4734, 98.1103, 97.7812, 98.3102, 98.341, 98.5685, 98.3743, 98.3562, 98.4406
1793.19, 94.9379, 95.6871, 94.9295, 95.2959, 95.4572, 94.8947, 96.9001, 96.9637, 96.6839, 97.4658, 97.4658, 97.6133, 98.5008, 98.1014, 97.7815, 98.298, 98.3516, 98.5529, 98.3615, 98.3739, 98.4437
1793.13, 94.9112, 95.6735, 94.8983, 95.2807, 95.4584, 94.8633, 96.8977, 96.9431, 96.6652, 97.4891, 97.4891, 97.6103, 98.5211, 98.0892, 97.7816, 98.2826, 98.3573, 98.536, 98.3454, 98.3936, 98.4385
1793.07, 94.8931, 95.6611, 94.8762, 95.2581, 95.4683, 94.8349, 96.8979, 96.9163, 96.6477, 97.509, 97.509, 97.6098, 98.5321, 98.0741, 97.7814, 98.267, 98.3593, 98.5187, 98.3285, 98.4125, 98.4267
1793.01, 94.8809, 95.647, 94.8643, 95.2304, 95.4824, 94.808, 96.8979, 96.8817, 96.6324, 97.5191, 97.5191, 97.612, 98.5332, 98.0575, 97.7814, 98.2544, 98.3595, 98.502, 98.3135, 98.4279, 98.4115
1792.95, 94.8713, 95.6281, 94.8607, 95.2013, 95.4965, 94.7806, 96.8951, 96.8395, 96.6198, 97.5158, 97.5158, 97.6162, 98.5259, 98.0409, 97.7822, 98.2473, 98.3601, 98.4869, 98.3023, 98.4379, 98.3961
1792.89, 94.8609, 95.6016, 94.8612, 95.1747, 95.5072, 94.7508, 96.8876, 96.7916, 96.6106, 97.4983, 97.4983, 97.6205, 98.5128, 98.0254, 97.7846, 98.2475, 98.3629, 98.4742, 98.296, 98.442, 98.3832
1792.83, 94.8471, 95.5658, 94.8601, 95.1536, 95.5122, 94.7175, 96.8745, 96.7415, 96.6051, 97.4685, 97.4685, 97.6227, 98.4966, 98.0118, 97.7897, 98.2551, 98.3683, 98.4642, 98.295, 98.4404, 98.3744
1792.77, 94.8283, 95.5207, 94.8517, 95.1394, 95.51, 94.6806, 96.8566, 96.6931, 96.6039, 97.4301, 97.4301, 97.6204, 98.4797, 98, 97.7979, 98.2693, 98.3755, 98.4562, 98.2992, 98.4345, 98.3701
1792.71, 94.8045, 95.4682, 94.8318, 95.1318, 95.4998, 94.6411, 96.8354, 96.6502, 96.6071, 97.3873, 97.3873, 97.612, 98.4636, 97.9895, 97.8094, 98.2881, 98.3826, 98.4489, 98.3078, 98.4255, 98.3701
1792.65, 94.7773, 95.412, 94.7985, 95.1288, 95.4813, 94.6009, 96.8135, 96.6151, 96.6146, 97.3442, 97.3442, 97.5971, 98.449, 97.9798, 97.8238, 98.3088, 98.3873, 98.4409, 98.3197, 98.4146, 98.3738
1792.59, 94.7493, 95.3572, 94.7532, 95.1276, 95.4548, 94.5623, 96.7935, 96.5882, 96.6253, 97.3044, 97.3044, 97.5768, 98.4363, 97.9705, 97.8402, 98.3286, 98.3876, 98.431, 98.3337, 98.4024, 98.3809
1792.53, 94.7233, 95.3089, 94.6995, 95.1251, 95.4212, 94.5279, 96.7778, 96.5688, 96.6377, 97.271, 97.271, 97.5536, 98.4256, 97.9622, 97.8572, 98.3453, 98.3822, 98.4188, 98.3483, 98.3889, 98.3913
1792.47, 94.7014, 95.2713, 94.6427, 95.1188, 95.3824, 94.4997, 96.7674, 96.555, 96.6498, 97.246, 97.246, 97.5311, 98.4177, 97.9556, 97.8733, 98.3574, 98.3708, 98.4054, 98.3624, 98.3744, 98.4045
1792.41, 94.6839, 95.2464, 94.5882, 95.1074, 95.341, 94.4791, 96.7621, 96.545, 96.6599, 97.2313, 97.2313, 97.5129, 98.4132, 97.9522, 97.8868, 98.3649, 98.3537, 98.3927, 98.3749, 98.3591, 98.4197
1792.34, 94.6696, 95.2339, 94.5406, 95.0911, 95.3006, 94.467, 96.7603, 96.5377, 96.6669, 97.2271, 97.2271, 97.5021, 98.4124, 97.9532, 97.8961, 98.3685, 98.3322, 98.3827, 98.3854, 98.3437, 98.4359
1792.28, 94.6555, 95.231, 94.503, 95.0714, 95.2645, 94.4634, 96.7591, 96.5329, 96.6708, 97.2328, 97.2328, 97.5004, 98.4152, 97.9595, 97.9003, 98.3699, 98.3079, 98.3772, 98.3938, 98.3293, 98.4516
1792.22, 94.638, 95.2335, 94.4765, 95.0505, 95.2355, 94.4676, 96.7558, 96.5314, 96.6726, 97.2462, 97.2462, 97.5078, 98.4202, 97.9714, 97.8992, 98.3705, 98.283, 98.3766, 98.4007, 98.3167, 98.4655
1792.16, 94.614, 95.237, 94.46, 95.0308, 95.2154, 94.4782, 96.748, 96.5342, 96.6736, 97.264, 97.264, 97.5221, 98.426, 97.9889, 97.8935, 98.3712, 98.26, 98.3799, 98.4069, 98.3068, 98.4764
1792.1, 94.5819, 95.2375, 94.4511, 95.0137, 95.2043, 94.4932, 96.7345, 96.5424, 96.6748, 97.2827, 97.2827, 97.5395, 98.4307, 98.0111, 97.8851, 98.3719, 98.2414, 98.3853, 98.4133, 98.2996, 98.4835
1792.04, 94.5419, 95.2331, 94.4467, 94.9992, 95.2004, 94.5101, 96.7157, 96.5563, 96.6762, 97.2996, 97.2996, 97.5553, 98.4337, 98.0372, 97.877, 98.3717, 98.2296, 98.3901, 98.421, 98.2948, 98.4862
1791.98, 94.4962, 95.2238, 94.4434, 94.9859, 95.2009, 94.5262, 96.6934, 96.5753, 96.6767, 97.3133, 97.3133, 97.565, 98.4353, 98.0654, 97.8724, 98.3695, 98.2263, 98.3925, 98.4304, 98.2917, 98.4841
1791.92, 94.4483, 95.2115, 94.4388, 94.9714, 95.2023, 94.5394, 96.6705, 96.5982, 96.6738, 97.3243, 97.3243, 97.5657, 98.4375, 98.0938, 97.8743, 98.3641, 98.2319, 98.3915, 98.4412, 98.29, 98.4769
1791.86, 94.4021, 95.1988, 94.4321, 94.9537, 95.201, 94.5479, 96.6501, 96.6231, 96.665, 97.3345, 97.3345, 97.5564, 98.4425, 98.1204, 97.8845, 98.3557, 98.245, 98.3879, 98.4523, 98.2893, 98.4647
1791.8, 94.3613, 95.188, 94.4239, 94.932, 95.1945, 94.5511, 96.6352, 96.648, 96.6485, 97.3458, 97.3458, 97.5393, 98.4527, 98.1427, 97.9028, 98.3454, 98.2632, 98.3834, 98.4617, 98.2896, 98.4482
1791.74, 94.3287, 95.1803, 94.4159, 94.9078, 95.1813, 94.5491, 96.6279, 96.6715, 96.624, 97.3599, 97.3599, 97.5181, 98.4692, 98.1587, 97.9267, 98.3355, 98.283, 98.3805, 98.4668, 98.291, 98.4292
1791.68, 94.3063, 95.1751, 94.4106, 94.8845, 95.1617, 94.543, 96.6292, 96.6924, 96.593, 97.3769, 97.3769, 97.4981, 98.4917, 98.1671, 97.9518, 98.3287, 98.3015, 98.3814, 98.4645, 98.2936, 98.4106
1791.62, 94.2954, 95.1708, 94.41, 94.8669, 95.1372, 94.5342, 96.6392, 96.71, 96.5589, 97.3955, 97.3955, 97.484, 98.518, 98.1677, 97.9729, 98.3271, 98.3162, 98.3872, 98.4528, 98.2971, 98.3955
1791.56, 94.2968, 95.1649, 94.4147, 94.8592, 95.1102, 94.5246, 96.657, 96.7242, 96.5254, 97.4138, 97.4138, 97.4794, 98.5453, 98.1611, 97.9848, 98.3316, 98.3267, 98.3975, 98.4308, 98.3017, 98.3871
1791.5, 94.3109, 95.1559, 94.4244, 94.8637, 95.0832, 94.5157, 96.681, 96.7346, 96.4962, 97.4295, 97.4295, 97.4856, 98.5703, 98.1491, 97.9846, 98.3419, 98.3338, 98.4106, 98.3994, 98.3074, 98.3874
1791.44, 94.3371, 95.1437, 94.437, 94.8797, 95.0585, 94.5087, 96.7091, 96.7411, 96.4736, 97.4413, 97.4413, 97.5016, 98.5904, 98.1338, 97.9716, 98.3564, 98.3394, 98.4243, 98.3617, 98.3148, 98.3965
1791.38, 94.3742, 95.1302, 94.4501, 94.9037, 95.0376, 94.5041, 96.7388, 96.7432, 96.458, 97.4492, 97.4492, 97.5246, 98.6041, 98.1171, 97.9481, 98.3726, 98.3456, 98.4363, 98.3223, 98.3248, 98.4125
1791.32, 94.4194, 95.1187, 94.4614, 94.9299, 95.0208, 94.5023, 96.7678, 96.7403, 96.4482, 97.4542, 97.4542, 97.5508, 98.611, 98.1005, 97.9185, 98.3883, 98.3537, 98.4452, 98.2866, 98.3388, 98.4317
1791.26, 94.4684, 95.1126, 94.4694, 94.9529, 95.0081, 94.5029, 96.7941, 96.7319, 96.4423, 97.4579, 97.4579, 97.5767, 98.6119, 98.0844, 97.8879, 98.4014, 98.3642, 98.451, 98.2598, 98.3575, 98.4496
1791.2, 94.5162, 95.1148, 94.4736, 94.9681, 94.9991, 94.5057, 96.8162, 96.7179, 96.4382, 97.4615, 97.4615, 97.599, 98.608, 98.069, 97.8611, 98.4108, 98.3766, 98.4552, 98.2457, 98.3809, 98.4622
1791.14, 94.5573, 95.1259, 94.4743, 94.9734, 94.9936, 94.5105, 96.8336, 96.6988, 96.4344, 97.4658, 97.4658, 97.6157, 98.6007, 98.0544, 97.8412, 98.4155, 98.3897, 98.4602, 98.246, 98.408, 98.4665
1791.08, 94.5868, 95.1441, 94.4725, 94.9694, 94.9919, 94.5171, 96.8464, 96.6761, 96.4304, 97.4708, 97.4708, 97.6259, 98.5913, 98.0411, 97.8291, 98.4151, 98.4024, 98.4688, 98.2601, 98.4363, 98.4612
1791.02, 94.6015, 95.1659, 94.4686, 94.958, 94.9945, 94.5253, 96.8553, 96.6516, 96.426, 97.4755, 97.4755, 97.6297, 98.5806, 98.03, 97.824, 98.4095, 98.4142, 98.4827, 98.2851, 98.4629, 98.4469
1790.96, 94.6008, 95.1864, 94.4631, 94.9421, 95.002, 94.5347, 96.861, 96.628, 96.4217, 97.479, 97.479, 97.6279, 98.5694, 98.0223, 97.8237, 98.3991, 98.4249, 98.5024, 98.3165, 98.4845, 98.4258
1790.9, 94.5866, 95.2017, 94.456, 94.9242, 95.0141, 94.5445, 96.8648, 96.6074, 96.4174, 97.4803, 97.4803, 97.6219, 98.5578, 98.0191, 97.8259, 98.3848, 98.4347, 98.5267, 98.3491, 98.4987, 98.4009
1790.84, 94.5636, 95.2091, 94.4478, 94.9063, 95.0299, 94.5536, 96.8673, 96.5916, 96.4128, 97.4788, 97.4788, 97.6136, 98.5457, 98.0205, 97.8289, 98.3678, 98.4432, 98.5528, 98.3784, 98.504, 98.3756
1790.78, 94.5376, 95.2085, 94.4392, 94.8901, 95.0474, 94.561, 96.8692, 96.5815, 96.4078, 97.4739, 97.4739, 97.6049, 98.5331, 98.0257, 97.8321, 98.3502, 98.4496, 98.577, 98.4012, 98.5002, 98.3532
1790.72, 94.5153, 95.2016, 94.432, 94.877, 95.0641, 94.5661, 96.8711, 96.5771, 96.4025, 97.4656, 97.4656, 97.5974, 98.5198, 98.0328, 97.8355, 98.3336, 98.4524, 98.596, 98.4161, 98.4886, 98.3364
1790.66, 94.5022, 95.1918, 94.4283, 94.8687, 95.0783, 94.5693, 96.8734, 96.5779, 96.3981, 97.454, 97.454, 97.5925, 98.5064, 98.04, 97.8399, 98.3195, 98.4499, 98.6077, 98.424, 98.471, 98.3273
1790.6, 94.5021, 95.1828, 94.4301, 94.8673, 95.089, 94.572, 96.8767, 96.5834, 96.397, 97.4395, 97.4395, 97.5909, 98.4936, 98.0459, 97.846, 98.3083, 98.4409, 98.6113, 98.4272, 98.4498, 98.327
1790.54, 94.5156, 95.1781, 94.4389, 94.8742, 95.0969, 94.5763, 96.8811, 96.5931, 96.4021, 97.423, 97.423, 97.5928, 98.4828, 98.0502, 97.8543, 98.2997, 98.4255, 98.6083, 98.4289, 98.4281, 98.3352
1790.48, 94.5412, 95.18, 94.4549, 94.8899, 95.1039, 94.5849, 96.8866, 96.6071, 96.4167, 97.406, 97.406, 97.5974, 98.4749, 98.0539, 97.8651, 98.293, 98.4051, 98.6009, 98.4324, 98.4085, 98.3508
1790.42, 94.5749, 95.1894, 94.4766, 94.9135, 95.1121, 94.5993, 96.8927, 96.6258, 96.4426, 97.3905, 97.3905, 97.6042, 98.4704, 98.0587, 97.878, 98.2875, 98.3822, 98.592, 98.44, 98.3939, 98.3712
1790.36, 94.6117, 95.2063, 94.5016, 94.9424, 95.1235, 94.6198, 96.8985, 96.6491, 96.4803, 97.3787, 97.3787, 97.6122, 98.4687, 98.0666, 97.8925, 98.2829, 98.3597, 98.5838, 98.4523, 98.3863, 98.393
1790.3, 94.6466, 95.229, 94.527, 94.9733, 95.1384, 94.6451, 96.903, 96.6761, 96.5277, 97.3729, 97.3729, 97.6211, 98.4681, 98.0781, 97.9078, 98.2796, 98.3403, 98.5775, 98.4685, 98.3866, 98.4125
1790.24, 94.6762, 95.2553, 94.5499, 95.003, 95.1558, 94.6728, 96.9049, 96.7047, 96.5811, 97.3745, 97.3745, 97.6306, 98.4663, 98.093, 97.9226, 98.2785, 98.3254, 98.573, 98.4857, 98.3944, 98.4261
1790.18, 94.6986, 95.2823, 94.5688, 95.0292, 95.1736, 94.6997, 96.9035, 96.7321, 96.6358, 97.3842, 97.3842, 97.6405, 98.4609, 98.1094, 97.9355, 98.2802, 98.3156, 98.5688, 98.5003, 98.4079, 98.4312
1790.11, 94.7141, 95.3072, 94.5834, 95.0512, 95.1891, 94.7236, 96.8984, 96.7546, 96.6871, 97.4018, 97.4018, 97.6509, 98.4508, 98.1253, 97.9452, 98.2852, 98.3099, 98.563, 98.5083, 98.4238, 98.4269
1790.05, 94.7243, 95.328, 94.5946, 95.0697, 95.2011, 94.7433, 96.8899, 96.7695, 96.7313, 97.4264, 97.4264, 97.6612, 98.4365, 98.139, 97.9506, 98.2928, 98.3071, 98.5539, 98.5065, 98.4386, 98.4137
1789.99, 94.731, 95.3437, 94.6038, 95.0859, 95.2095, 94.7592, 96.8787, 96.7755, 96.7666, 97.4563, 97.4563, 97.6709, 98.4206, 98.1498, 97.9513, 98.3017, 98.3053, 98.5407, 98.4933, 98.4493, 98.394
1789.93, 94.7357, 95.3552, 94.6131, 95.1016, 95.2165, 94.7723, 96.8662, 96.7738, 96.7929, 97.4896, 97.4896, 97.6791, 98.4074, 98.1581, 97.9478, 98.3104, 98.3032, 98.5236, 98.4689, 98.4542, 98.3711
1789.87, 94.7392, 95.3651, 94.6238, 95.1178, 95.225, 94.7838, 96.8539, 96.7678, 96.8117, 97.5239, 97.5239, 97.6853, 98.401, 98.1654, 97.9414, 98.3172, 98.2995, 98.5041, 98.4357, 98.4532, 98.3489
1789.81, 94.7414, 95.3766, 94.637, 95.1351, 95.2383, 94.7941, 96.8437, 96.7621, 96.8251, 97.5565, 97.5565, 97.6891, 98.4049, 98.1723, 97.9341, 98.3214, 98.2932, 98.4847, 98.3975, 98.4479, 98.3311
1789.75, 94.7421, 95.3933, 94.6529, 95.1535, 95.2591, 94.8028, 96.8374, 96.7614, 96.8351, 97.5844, 97.5844, 97.6909, 98.4202, 98.1792, 97.9279, 98.3226, 98.2841, 98.4678, 98.3595, 98.441, 98.3202
1789.69, 94.7415, 95.4177, 94.6718, 95.1734, 95.2882, 94.8092, 96.8367, 96.769, 96.8434, 97.6043, 97.6043, 97.6915, 98.4458, 98.1849, 97.9243, 98.3212, 98.2724, 98.4558, 98.3269, 98.4351, 98.3169
1789.63, 94.7409, 95.4506, 94.6934, 95.1951, 95.3251, 94.8127, 96.8424, 96.7856, 96.8509, 97.6135, 97.6135, 97.6922, 98.4783, 98.1875, 97.9242, 98.3177, 98.2593, 98.4503, 98.3045, 98.4322, 98.3204
1789.57, 94.7425, 95.4905, 94.7182, 95.2189, 95.3679, 94.8143, 96.8548, 96.8088, 96.8576, 97.6106, 97.6106, 97.6939, 98.5134, 98.1855, 97.9277, 98.3128, 98.2467, 98.4517, 98.2955, 98.4333, 98.3283
1789.51, 94.7493, 95.5348, 94.7462, 95.2452, 95.4146, 94.8164, 96.8729, 96.8341, 96.8631, 97.5958, 97.5958, 97.6978, 98.5468, 98.1787, 97.9343, 98.3071, 98.2377, 98.4592, 98.3012, 98.438, 98.3376
1789.45, 94.7637, 95.5802, 94.778, 95.2741, 95.4632, 94.8226, 96.8947, 96.8563, 96.8668, 97.5711, 97.5711, 97.7043, 98.5755, 98.1687, 97.9434, 98.301, 98.235, 98.4713, 98.3208, 98.4453, 98.3453
1789.39, 94.7872, 95.6234, 94.8139, 95.3046, 95.5121, 94.8364, 96.9183, 96.8706, 96.8681, 97.5405, 97.5405, 97.7133, 98.5978, 98.1588, 97.9542, 98.2953, 98.241, 98.4855, 98.3511, 98.4535, 98.3489
1789.33, 94.8198, 95.6625, 94.8537, 95.3355, 95.5604, 94.86, 96.9417, 96.8745, 96.8671, 97.5087, 97.5087, 97.7246, 98.6137, 98.1528, 97.9658, 98.2905, 98.2562, 98.4995, 98.3875, 98.4609, 98.3476
1789.27, 94.86, 95.6966, 94.8965, 95.3655, 95.607, 94.8935, 96.9644, 96.8684, 96.8641, 97.4805, 97.4805, 97.7378, 98.6241, 98.1538, 97.9771, 98.2873, 98.2792, 98.5109, 98.4244, 98.4661, 98.3416
