Wavenumber, 13001_2-22.SPA, 13002_2-22.SPA, 13003_2-22.SPA, 13011_2-22.SPA, 13012_2-22.SPA, 13013_2-22.SPA, 13021_2-22.SPA, 13022_2-22.SPA, 13023_2-22.SPA, 13031_2-22.SPA, 13032_2-22.SPA, 13033_2-22.SPA, 13051_2-22.SPA, 13052_2-22.SPA, 13053_2-22.SPA, 13071_2-22.SPA, 13072_2-22.SPA, 13073_2-22.SPA, 13091_2-22.SPA, 13092_2-22.SPA, 13093_2-22.SPA
1780.05, 97.0656, 97.3986, 97.1751, 97.2301, 97.3275, 96.7338, 97.9291, 97.8667, 97.7492, 98.1734, 98.1734, 98.4773, 98.6596, 98.4416, 98.2508, 98.2036, 98.3811, 98.5744, 98.4117, 98.4519, 98.5326
1779.99, 97.0327, 97.3703, 97.1603, 97.192, 97.3294, 96.7325, 97.9192, 97.8438, 97.7584, 98.1853, 98.1853, 98.4565, 98.6402, 98.4426, 98.2746, 98.1856, 98.3801, 98.5601, 98.4236, 98.4359, 98.5423
1779.93, 96.9992, 97.3508, 97.1451, 97.1607, 97.3355, 96.7377, 97.9127, 97.8217, 97.771, 98.1913, 98.1913, 98.425, 98.6213, 98.4456, 98.2906, 98.1739, 98.3926, 98.5494, 98.4312, 98.4169, 98.5503
1779.87, 96.9693, 97.3392, 97.1311, 97.1378, 97.343, 96.7487, 97.9099, 97.8038, 97.7847, 98.1906, 98.1906, 98.3841, 98.6028, 98.4495, 98.2963, 98.1705, 98.4162, 98.5441, 98.4341, 98.3975, 98.5557
1779.81, 96.9472, 97.3345, 97.1193, 97.1236, 97.3489, 96.7635, 97.9106, 97.7933, 97.7969, 98.1822, 98.1822, 98.3366, 98.5848, 98.4527, 98.2906, 98.177, 98.4464, 98.5441, 98.4322, 98.3804, 98.5579
1779.75, 96.9349, 97.3356, 97.1103, 97.1171, 97.3505, 96.7795, 97.9147, 97.7924, 97.8049, 98.1654, 98.1654, 98.2871, 98.568, 98.4535, 98.2744, 98.1936, 98.4773, 98.5479, 98.4266, 98.3672, 98.5559
1779.69, 96.9325, 97.3418, 97.1038, 97.1164, 97.3468, 96.7938, 97.9214, 97.8018, 97.8065, 98.1396, 98.1396, 98.2412, 98.5537, 98.4509, 98.2505, 98.2192, 98.5034, 98.5531, 98.4194, 98.359, 98.5494
1779.63, 96.9372, 97.3528, 97.0984, 97.12, 97.3382, 96.804, 97.9297, 97.8204, 97.8005, 98.1052, 98.1052, 98.2045, 98.5437, 98.4448, 98.2232, 98.2514, 98.5205, 98.5571, 98.4139, 98.3562, 98.5387
1779.57, 96.9447, 97.3682, 97.0917, 97.126, 97.3272, 96.8085, 97.9386, 97.8459, 97.7874, 98.0641, 98.0641, 98.1814, 98.5399, 98.4365, 98.1969, 98.2864, 98.5266, 98.5586, 98.4135, 98.3582, 98.5244
1779.51, 96.9506, 97.3871, 97.0813, 97.1326, 97.3166, 96.8072, 97.9473, 97.8746, 97.7693, 98.02, 98.02, 98.1743, 98.543, 98.4283, 98.1755, 98.3202, 98.5223, 98.5573, 98.4205, 98.3643, 98.5077
1779.45, 96.9513, 97.4078, 97.0651, 97.1383, 97.3087, 96.8013, 97.9556, 97.9023, 97.7491, 97.9773, 97.9773, 98.1826, 98.5528, 98.4224, 98.1611, 98.3493, 98.5102, 98.554, 98.4355, 98.3728, 98.4899
1779.39, 96.945, 97.4273, 97.042, 97.1415, 97.3042, 96.793, 97.9636, 97.9249, 97.7299, 97.9412, 97.9412, 98.2033, 98.5677, 98.4209, 98.154, 98.3717, 98.4941, 98.5498, 98.4562, 98.3817, 98.4723
1779.33, 96.9323, 97.4426, 97.0128, 97.1409, 97.3021, 96.785, 97.9719, 97.9387, 97.7144, 97.916, 97.916, 98.232, 98.5852, 98.4244, 98.1528, 98.3871, 98.478, 98.5457, 98.4784, 98.3883, 98.4562
1779.27, 96.9148, 97.4507, 96.9796, 97.1357, 97.2997, 96.7792, 97.9815, 97.9412, 97.7035, 97.904, 97.904, 98.2636, 98.6021, 98.4322, 98.1555, 98.3967, 98.4652, 98.5416, 98.4968, 98.3895, 98.4427
1779.21, 96.8952, 97.45, 96.9462, 97.126, 97.2941, 96.7769, 97.9931, 97.9318, 97.6967, 97.9047, 97.9047, 98.2934, 98.6157, 98.4424, 98.16, 98.4032, 98.4575, 98.5372, 98.5069, 98.3826, 98.4327
1779.15, 96.8761, 97.4409, 96.917, 97.1127, 97.2831, 96.7778, 98.0075, 97.9115, 97.6925, 97.9153, 97.9153, 98.318, 98.6239, 98.4522, 98.1647, 98.4099, 98.4552, 98.5317, 98.5064, 98.3659, 98.4268
1779.09, 96.8597, 97.4256, 96.8965, 97.0973, 97.2661, 96.7802, 98.0248, 97.8829, 97.6887, 97.931, 97.931, 98.3352, 98.6257, 98.4592, 98.1693, 98.4196, 98.4571, 98.525, 98.4961, 98.3399, 98.4259
1779.03, 96.8476, 97.4076, 96.8878, 97.0818, 97.2441, 96.782, 98.0445, 97.8502, 97.6835, 97.9464, 97.9464, 98.3439, 98.6215, 98.4613, 98.1736, 98.4346, 98.4608, 98.5182, 98.479, 98.3074, 98.4302
1778.97, 96.8408, 97.3906, 96.8922, 97.0679, 97.2196, 96.7806, 98.065, 97.8178, 97.6763, 97.9567, 97.9567, 98.3437, 98.6122, 98.4573, 98.1781, 98.4555, 98.4637, 98.5128, 98.4602, 98.2732, 98.4401
1778.91, 96.8397, 97.3769, 96.9089, 97.0567, 97.195, 96.7743, 98.0835, 97.7897, 97.6672, 97.9595, 97.9595, 98.3351, 98.5991, 98.4473, 98.1829, 98.4818, 98.4635, 98.5106, 98.4442, 98.2435, 98.4556
1778.84, 96.8438, 97.3674, 96.9344, 97.0486, 97.1723, 96.7625, 98.0965, 97.7689, 97.6574, 97.9547, 97.9547, 98.3194, 98.5838, 98.4318, 98.1878, 98.5116, 98.4586, 98.5127, 98.4346, 98.2237, 98.4764
1778.78, 96.8516, 97.3611, 96.9638, 97.043, 97.1523, 96.7455, 98.0998, 97.7566, 97.6479, 97.9448, 97.9448, 98.2991, 98.5674, 98.4118, 98.192, 98.5419, 98.449, 98.5183, 98.4331, 98.2177, 98.502
1778.72, 96.8607, 97.3558, 96.9913, 97.0389, 97.1349, 96.725, 98.0902, 97.7523, 97.6397, 97.9338, 97.9338, 98.2776, 98.5503, 98.3889, 98.1947, 98.5693, 98.4359, 98.5251, 98.439, 98.2266, 98.531
1778.66, 96.8677, 97.3493, 97.0113, 97.0353, 97.1192, 96.7029, 98.0661, 97.754, 97.6331, 97.9259, 97.9259, 98.2589, 98.5331, 98.3646, 98.1946, 98.5905, 98.4212, 98.5298, 98.4505, 98.2484, 98.5621
1778.6, 96.8697, 97.3401, 97.0198, 97.0312, 97.1045, 96.6814, 98.0284, 97.7586, 97.6281, 97.9244, 97.9244, 98.2463, 98.5156, 98.3408, 98.1908, 98.6026, 98.4074, 98.5291, 98.4647, 98.2784, 98.5931
1778.54, 96.8645, 97.3276, 97.015, 97.0265, 97.09, 96.6624, 97.9812, 97.7628, 97.6243, 97.9301, 97.9301, 98.2421, 98.498, 98.3196, 98.1826, 98.6038, 98.3961, 98.5211, 98.4784, 98.3112, 98.6219
1778.48, 96.8519, 97.3125, 96.9976, 97.0213, 97.0759, 96.6474, 97.9309, 97.7639, 97.6219, 97.9414, 97.9414, 98.2463, 98.4806, 98.3031, 98.1693, 98.594, 98.3882, 98.5057, 98.4883, 98.3415, 98.6463
1778.42, 96.8337, 97.2954, 96.9704, 97.0166, 97.0621, 96.6375, 97.8846, 97.7604, 97.6215, 97.9546, 97.9546, 98.2571, 98.4643, 98.2929, 98.1509, 98.5748, 98.3833, 98.4843, 98.4917, 98.3656, 98.6649
1778.36, 96.8132, 97.2772, 96.9375, 97.0129, 97.0491, 96.6329, 97.8488, 97.7523, 97.6238, 97.9649, 97.9649, 98.2709, 98.4506, 98.2899, 98.1278, 98.5492, 98.3799, 98.4595, 98.4861, 98.3818, 98.6767
1778.3, 96.794, 97.2579, 96.9031, 97.011, 97.0373, 96.6331, 97.827, 97.7411, 97.6296, 97.9678, 97.9678, 98.2842, 98.4409, 98.2936, 98.101, 98.5213, 98.3766, 98.4339, 98.4706, 98.3907, 98.6818
1778.24, 96.7789, 97.2375, 96.8706, 97.0106, 97.0274, 96.6366, 97.8194, 97.7295, 97.6387, 97.9608, 97.9608, 98.2945, 98.4369, 98.3022, 98.0723, 98.4951, 98.3719, 98.4089, 98.4457, 98.394, 98.6808
1778.18, 96.7688, 97.2156, 96.8414, 97.0109, 97.0204, 96.641, 97.8228, 97.7208, 97.6502, 97.944, 97.944, 98.3007, 98.4397, 98.3128, 98.0441, 98.4738, 98.3654, 98.3851, 98.4141, 98.3941, 98.6749
1778.12, 96.763, 97.1928, 96.8155, 97.0104, 97.0174, 96.6434, 97.8315, 97.7183, 97.6619, 97.9202, 97.9202, 98.3037, 98.45, 98.3223, 98.0188, 98.459, 98.3579, 98.3621, 98.3798, 98.3929, 98.6649
1778.06, 96.7593, 97.1697, 96.7914, 97.0071, 97.0193, 96.6411, 97.8395, 97.7245, 97.6711, 97.8943, 97.8943, 98.305, 98.4674, 98.3278, 97.9984, 98.4503, 98.3507, 98.3399, 98.3479, 98.3919, 98.6512
1778, 96.7552, 97.1477, 96.7671, 96.9991, 97.0261, 96.632, 97.8421, 97.7404, 97.6749, 97.8715, 97.8715, 98.306, 98.491, 98.3282, 97.9843, 98.4458, 98.3454, 98.3189, 98.323, 98.3916, 98.6341
1777.94, 96.7493, 97.1276, 96.7414, 96.9851, 97.0367, 96.6159, 97.8368, 97.7656, 97.6712, 97.8559, 97.8559, 98.3068, 98.5192, 98.324, 97.9765, 98.4424, 98.3427, 98.3007, 98.3082, 98.3924, 98.6133
1777.88, 96.7413, 97.1099, 96.714, 96.9648, 97.0485, 96.5939, 97.8241, 97.7978, 97.6593, 97.8492, 97.8492, 98.3061, 98.5499, 98.3174, 97.9741, 98.4371, 98.3424, 98.2873, 98.3038, 98.3942, 98.5892
1777.82, 96.7322, 97.0941, 96.6859, 96.9387, 97.0583, 96.5688, 97.8069, 97.8334, 97.6397, 97.8501, 97.8501, 98.3019, 98.5811, 98.3116, 97.9754, 98.428, 98.3429, 98.2807, 98.308, 98.3973, 98.5629
1777.76, 96.7238, 97.0791, 96.6594, 96.9085, 97.0627, 96.5438, 97.789, 97.8682, 97.6141, 97.8549, 97.8549, 98.2928, 98.6102, 98.3097, 97.9784, 98.4145, 98.3419, 98.2821, 98.3171, 98.4017, 98.5366
1777.7, 96.7174, 97.0637, 96.6365, 96.876, 97.0601, 96.5216, 97.7743, 97.8976, 97.5851, 97.8586, 97.8586, 98.2784, 98.6353, 98.3133, 97.981, 98.3979, 98.337, 98.2916, 98.327, 98.4073, 98.513
1777.64, 96.7136, 97.0472, 96.6187, 96.8437, 97.0507, 96.5037, 97.7654, 97.9181, 97.5555, 97.8565, 97.8565, 98.2609, 98.6546, 98.3223, 97.9817, 98.3804, 98.3269, 98.3081, 98.3344, 98.4138, 98.4952
1777.58, 96.7119, 97.0294, 96.606, 96.8132, 97.0371, 96.4899, 97.7637, 97.9273, 97.528, 97.8458, 97.8458, 98.2437, 98.667, 98.3341, 97.98, 98.3649, 98.3118, 98.3299, 98.3371, 98.4207, 98.4854
1777.52, 96.7107, 97.0108, 96.597, 96.7857, 97.0231, 96.4789, 97.7687, 97.9244, 97.5045, 97.8261, 97.8261, 98.231, 98.6723, 98.3453, 97.976, 98.3539, 98.2939, 98.3554, 98.3346, 98.4272, 98.4845
1777.46, 96.7081, 96.992, 96.5892, 96.7614, 97.0122, 96.4687, 97.779, 97.9102, 97.4863, 97.8, 97.8, 98.226, 98.6717, 98.3518, 97.9704, 98.3486, 98.2765, 98.3831, 98.327, 98.4329, 98.4917
1777.4, 96.7029, 96.9733, 96.5796, 96.7395, 97.0066, 96.4579, 97.7922, 97.8868, 97.4734, 97.7717, 97.7717, 98.2298, 98.6672, 98.3511, 97.9646, 98.3492, 98.2635, 98.4116, 98.315, 98.4376, 98.5044
1777.34, 96.6941, 96.9544, 96.5657, 96.7188, 97.0059, 96.4456, 97.8056, 97.857, 97.4655, 97.7463, 97.7463, 98.2407, 98.6621, 98.3426, 97.96, 98.3547, 98.2578, 98.4402, 98.2991, 98.4417, 98.5196
1777.28, 96.6816, 96.9348, 96.5465, 96.6977, 97.0071, 96.4315, 97.8162, 97.8238, 97.4612, 97.7281, 97.7281, 98.2549, 98.6596, 98.3279, 97.9579, 98.3632, 98.261, 98.4675, 98.2801, 98.4456, 98.5336
1777.22, 96.6654, 96.9138, 96.5223, 96.6749, 97.0063, 96.4158, 97.8214, 97.7899, 97.4592, 97.7198, 97.7198, 98.2674, 98.6624, 98.3104, 97.9586, 98.3724, 98.2723, 98.4923, 98.2589, 98.4492, 98.5439
1777.16, 96.6457, 96.8914, 96.495, 96.6499, 96.9994, 96.3979, 97.819, 97.7572, 97.4581, 97.7219, 97.7219, 98.2734, 98.6717, 98.2936, 97.9622, 98.3799, 98.2893, 98.5134, 98.2376, 98.452, 98.5486
1777.1, 96.6226, 96.8684, 96.4668, 96.6234, 96.9839, 96.3765, 97.8076, 97.7268, 97.4572, 97.733, 97.733, 98.2699, 98.6869, 98.2802, 97.9673, 98.3839, 98.3085, 98.5301, 98.2192, 98.4527, 98.5471
1777.04, 96.5956, 96.8461, 96.4404, 96.597, 96.9593, 96.35, 97.7867, 97.6988, 97.4557, 97.7499, 97.7499, 98.2563, 98.7053, 98.2709, 97.9727, 98.3831, 98.3264, 98.5422, 98.2073, 98.45, 98.5397
1776.98, 96.5643, 96.826, 96.4175, 96.5731, 96.9269, 96.3168, 97.7572, 97.6723, 97.4533, 97.769, 97.769, 98.2343, 98.7233, 98.264, 97.9769, 98.3766, 98.3402, 98.5501, 98.2052, 98.4431, 98.5273
1776.92, 96.5287, 96.8091, 96.3988, 96.5546, 96.8892, 96.2761, 97.7209, 97.646, 97.4493, 97.7862, 97.7862, 98.2074, 98.7368, 98.2563, 97.9795, 98.3646, 98.3485, 98.5545, 98.2149, 98.4323, 98.5114
1776.86, 96.4887, 96.7951, 96.3834, 96.5437, 96.8488, 96.2292, 97.6806, 97.6186, 97.4429, 97.7983, 97.7983, 98.1798, 98.7426, 98.2442, 97.9808, 98.3476, 98.3512, 98.5554, 98.2366, 98.4199, 98.494
1776.8, 96.4448, 96.7832, 96.3694, 96.5414, 96.8078, 96.1786, 97.6396, 97.5891, 97.4324, 97.8031, 97.8031, 98.1552, 98.7394, 98.2248, 97.9824, 98.3267, 98.3491, 98.5525, 98.2686, 98.4095, 98.4776
1776.74, 96.398, 96.7716, 96.3546, 96.5465, 96.7677, 96.1282, 97.601, 97.5575, 97.4163, 97.8002, 97.8002, 98.1363, 98.7282, 98.197, 97.9861, 98.3034, 98.3434, 98.5447, 98.3073, 98.4049, 98.465
1776.68, 96.3496, 96.759, 96.3364, 96.556, 96.7297, 96.0815, 97.5676, 97.5246, 97.3935, 97.7905, 97.7905, 98.1238, 98.7119, 98.1617, 97.9931, 98.2792, 98.335, 98.5311, 98.349, 98.4092, 98.4584
1776.62, 96.301, 96.7446, 96.3133, 96.5651, 96.6949, 96.0412, 97.5412, 97.4922, 97.364, 97.7767, 97.7767, 98.1165, 98.6944, 98.1218, 98.0031, 98.2554, 98.3247, 98.5116, 98.3898, 98.423, 98.4595
1776.55, 96.2541, 96.7286, 96.2845, 96.5684, 96.6648, 96.0084, 97.5231, 97.4624, 97.3294, 97.7621, 97.7621, 98.1117, 98.6798, 98.0809, 98.0143, 98.2334, 98.3134, 98.4879, 98.4266, 98.4443, 98.4682
1776.49, 96.2105, 96.7118, 96.2506, 96.561, 96.6407, 95.9824, 97.5133, 97.4372, 97.293, 97.75, 97.75, 98.1058, 98.6708, 98.043, 98.0229, 98.2145, 98.3021, 98.463, 98.4569, 98.4684, 98.4827
1776.43, 96.1716, 96.6952, 96.2132, 96.5396, 96.6232, 95.9614, 97.5115, 97.4173, 97.2588, 97.743, 97.743, 98.0951, 98.6687, 98.0115, 98.025, 98.1996, 98.2927, 98.4407, 98.4792, 98.4893, 98.4997
1776.37, 96.138, 96.6792, 96.1743, 96.5034, 96.6113, 95.9434, 97.5162, 97.4024, 97.2307, 97.7421, 97.7421, 98.0772, 98.673, 97.9891, 98.017, 98.19, 98.2876, 98.4246, 98.4921, 98.5016, 98.5153
1776.31, 96.1096, 96.6637, 96.1357, 96.454, 96.6024, 95.9267, 97.5258, 97.3905, 97.2116, 97.7467, 97.7467, 98.0515, 98.6816, 97.9779, 97.9975, 98.1861, 98.2893, 98.4163, 98.4953, 98.5019, 98.5261
1776.25, 96.0851, 96.6478, 96.0983, 96.3948, 96.5925, 95.9097, 97.5382, 97.3792, 97.202, 97.7546, 97.7546, 98.0198, 98.692, 97.9797, 97.9674, 98.188, 98.2997, 98.4156, 98.4891, 98.4899, 98.5301
1776.19, 96.0627, 96.6303, 96.0621, 96.3306, 96.5769, 95.8915, 97.5513, 97.3659, 97.2002, 97.7632, 97.7632, 97.9862, 98.7021, 97.9955, 97.9304, 98.1951, 98.319, 98.4201, 98.4755, 98.4682, 98.5276
1776.13, 96.0404, 96.6105, 96.0255, 96.2658, 96.5521, 95.8712, 97.5627, 97.3493, 97.2029, 97.7699, 97.7699, 97.9556, 98.7101, 98.0254, 97.8915, 98.2057, 98.3456, 98.4264, 98.4577, 98.4419, 98.521
1776.07, 96.0168, 96.5881, 95.9864, 96.2041, 96.5161, 95.8481, 97.5703, 97.3299, 97.2061, 97.7737, 97.7737, 97.9334, 98.7156, 98.0679, 97.8565, 98.2177, 98.3759, 98.4319, 98.4402, 98.4162, 98.5137
1776.01, 95.9912, 96.5635, 95.9429, 96.1476, 96.4697, 95.8214, 97.5723, 97.3095, 97.2061, 97.7743, 97.7743, 97.9232, 98.7188, 98.1196, 97.8301, 98.2286, 98.4051, 98.4354, 98.4275, 98.3957, 98.5098
1775.95, 95.9634, 96.5371, 95.8938, 96.097, 96.4158, 95.7912, 97.5672, 97.2911, 97.2005, 97.7729, 97.7729, 97.9262, 98.7199, 98.1752, 97.8156, 98.2363, 98.4285, 98.4377, 98.4233, 98.3832, 98.5119
1775.89, 95.9339, 96.5093, 95.8396, 96.0518, 96.3587, 95.7585, 97.5543, 97.2776, 97.1883, 97.7709, 97.7709, 97.9405, 98.7194, 98.2279, 97.8141, 98.2399, 98.4424, 98.4411, 98.4294, 98.3792, 98.5213
1775.83, 95.9028, 96.4797, 95.7821, 96.0114, 96.3032, 95.7255, 97.5336, 97.2705, 97.1698, 97.7689, 97.7689, 97.9612, 98.7165, 98.2709, 97.8244, 98.2393, 98.4455, 98.4481, 98.4453, 98.3827, 98.5367
1775.77, 95.8694, 96.4474, 95.7244, 95.9747, 96.2538, 95.6948, 97.506, 97.2691, 97.1456, 97.7663, 97.7663, 97.9818, 98.71, 98.2986, 97.8438, 98.2361, 98.4388, 98.4602, 98.4686, 98.392, 98.5553
1775.71, 95.8326, 96.4111, 95.6698, 95.9412, 96.2133, 95.6685, 97.4732, 97.2707, 97.1161, 97.7612, 97.7612, 97.9954, 98.6978, 98.3082, 97.8684, 98.2324, 98.4252, 98.4773, 98.4953, 98.405, 98.5727
1775.65, 95.7909, 96.3694, 95.6205, 95.911, 96.1832, 95.6475, 97.4376, 97.2714, 97.0816, 97.7512, 97.7512, 97.9962, 98.6779, 98.3003, 97.8937, 98.2305, 98.4083, 98.4976, 98.5212, 98.4199, 98.5844
1775.59, 95.7429, 96.321, 95.5775, 95.8842, 96.163, 95.6307, 97.402, 97.2673, 97.042, 97.7337, 97.7337, 97.9809, 98.6487, 98.2787, 97.9156, 98.2327, 98.3915, 98.5185, 98.5426, 98.4352, 98.5867
1775.53, 95.6885, 96.2655, 95.54, 95.861, 96.1505, 95.6155, 97.3686, 97.2559, 96.998, 97.7079, 97.7079, 97.9496, 98.6098, 98.2495, 97.9311, 98.2405, 98.3766, 98.5377, 98.5566, 98.4497, 98.577
1775.47, 95.6289, 96.2031, 95.5062, 95.8415, 96.1421, 95.5979, 97.339, 97.2367, 96.951, 97.6747, 97.6747, 97.9058, 98.5631, 98.2197, 97.9391, 98.2549, 98.3637, 98.5541, 98.5615, 98.4621, 98.5551
1775.41, 95.5663, 96.1347, 95.4739, 95.8251, 96.1331, 95.5744, 97.3133, 97.2118, 96.9038, 97.6368, 97.6368, 97.8557, 98.5121, 98.1954, 97.9403, 98.2757, 98.3512, 98.5676, 98.5562, 98.4712, 98.5224
1775.35, 95.5033, 96.0617, 95.4414, 95.8108, 96.1186, 95.5422, 97.2903, 97.1844, 96.8602, 97.5985, 97.5985, 97.807, 98.4623, 98.1807, 97.9377, 98.302, 98.3371, 98.5792, 98.541, 98.4766, 98.4827
1775.29, 95.4422, 95.9865, 95.4079, 95.7968, 96.0943, 95.5008, 97.2677, 97.158, 96.8244, 97.5639, 97.5639, 97.7672, 98.4202, 98.1769, 97.9352, 98.3317, 98.3197, 98.5898, 98.5167, 98.4782, 98.4407
1775.23, 95.3843, 95.9115, 95.3735, 95.7809, 96.0578, 95.4507, 97.2428, 97.1347, 96.7995, 97.5367, 97.5367, 97.7424, 98.3918, 98.1829, 97.9368, 98.3618, 98.2988, 98.5992, 98.4855, 98.4769, 98.4014
1775.17, 95.3297, 95.8395, 95.3386, 95.7608, 96.009, 95.3939, 97.2131, 97.1144, 96.7865, 97.5183, 97.5183, 97.7359, 98.3817, 98.1956, 97.9451, 98.3885, 98.2758, 98.6068, 98.4506, 98.4739, 98.369
1775.11, 95.2779, 95.7731, 95.3034, 95.7344, 95.9504, 95.3321, 97.1772, 97.095, 96.7843, 97.5084, 97.5084, 97.7473, 98.3916, 98.2108, 97.9602, 98.4078, 98.2537, 98.6111, 98.4159, 98.4705, 98.3463
1775.05, 95.2282, 95.7143, 95.2674, 95.7005, 95.8866, 95.2669, 97.1352, 97.0731, 96.789, 97.5048, 97.5048, 97.7726, 98.4201, 98.2241, 97.9799, 98.4162, 98.236, 98.611, 98.3857, 98.4673, 98.3343
1774.99, 95.1806, 95.6637, 95.2293, 95.6586, 95.8231, 95.1995, 97.0887, 97.0451, 96.7957, 97.5044, 97.5044, 97.8051, 98.4625, 98.2321, 97.9996, 98.4123, 98.2257, 98.6064, 98.3631, 98.4641, 98.3322
1774.93, 95.1357, 95.6208, 95.1877, 95.6099, 95.7644, 95.1307, 97.0406, 97.0086, 96.7989, 97.5037, 97.5037, 97.8369, 98.5116, 98.2331, 98.0142, 98.3967, 98.2245, 98.5984, 98.3496, 98.4596, 98.3382
1774.87, 95.0941, 95.5838, 95.1412, 95.5566, 95.7131, 95.0613, 96.9943, 96.9632, 96.7947, 97.5, 97.5, 97.8603, 98.5599, 98.2266, 98.0192, 98.3729, 98.2318, 98.5892, 98.3448, 98.4526, 98.3504
1774.81, 95.0562, 95.55, 95.0898, 95.5017, 95.669, 94.9927, 96.9529, 96.911, 96.7813, 97.492, 97.492, 97.8701, 98.6004, 98.2144, 98.0125, 98.346, 98.2453, 98.5811, 98.3466, 98.4423, 98.3671
1774.75, 95.0211, 95.5169, 95.0344, 95.4485, 95.6296, 94.926, 96.919, 96.856, 96.7597, 97.4795, 97.4795, 97.864, 98.6286, 98.1992, 97.9947, 98.3216, 98.2613, 98.5753, 98.3519, 98.4292, 98.3872
1774.69, 94.9862, 95.4824, 94.977, 95.3991, 95.591, 94.8624, 96.8932, 96.8032, 96.7333, 97.4635, 97.4635, 97.8431, 98.6429, 98.1841, 97.9694, 98.3044, 98.2761, 98.5716, 98.3577, 98.4154, 98.4098
1774.63, 94.9479, 95.4455, 94.9194, 95.3545, 95.5494, 94.8022, 96.8751, 96.7571, 96.7065, 97.4458, 97.4458, 97.8115, 98.6446, 98.1722, 97.9417, 98.2966, 98.2869, 98.5681, 98.3624, 98.4039, 98.4341
1774.57, 94.902, 95.4062, 94.8631, 95.3139, 95.502, 94.745, 96.8627, 96.7209, 96.6838, 97.4281, 97.4281, 97.7748, 98.6371, 98.1652, 97.917, 98.298, 98.2927, 98.562, 98.3656, 98.3982, 98.459
1774.51, 94.8451, 95.3657, 94.8084, 95.2744, 95.448, 94.6897, 96.8531, 96.6959, 96.668, 97.4116, 97.4116, 97.7386, 98.625, 98.1632, 97.9, 98.3061, 98.2944, 98.5508, 98.3682, 98.4008, 98.4827
1774.45, 94.7756, 95.325, 94.7542, 95.2325, 95.388, 94.635, 96.843, 96.6813, 96.6599, 97.397, 97.397, 97.7069, 98.6125, 98.1651, 97.8929, 98.3174, 98.2944, 98.5332, 98.372, 98.4127, 98.5035
1774.39, 94.6939, 95.2851, 94.6989, 95.1841, 95.3236, 94.5803, 96.8296, 96.6741, 96.658, 97.3842, 97.3842, 97.6821, 98.6032, 98.1685, 97.8961, 98.3285, 98.2959, 98.5096, 98.3788, 98.4327, 98.5197
1774.32, 94.6027, 95.2463, 94.6408, 95.1262, 95.2562, 94.5252, 96.8106, 96.6703, 96.6586, 97.3727, 97.3727, 97.6637, 98.599, 98.1711, 97.9078, 98.3375, 98.302, 98.4827, 98.3897, 98.4578, 98.5306
1774.26, 94.5058, 95.208, 94.5786, 95.0574, 95.1868, 94.4697, 96.7847, 96.6655, 96.6572, 97.3619, 97.3619, 97.6498, 98.6006, 98.171, 97.9249, 98.3436, 98.3147, 98.4561, 98.4052, 98.4839, 98.5361
1774.2, 94.4075, 95.1689, 94.5119, 94.9782, 95.1154, 94.4137, 96.7516, 96.6554, 96.6495, 97.3515, 97.3515, 97.6373, 98.6074, 98.1681, 97.9439, 98.3471, 98.3344, 98.4339, 98.4251, 98.5071, 98.5371
1774.14, 94.3117, 95.1272, 94.4408, 94.8906, 95.0421, 94.3564, 96.7115, 96.6372, 96.6323, 97.3416, 97.3416, 97.6235, 98.6179, 98.1635, 97.9615, 98.3484, 98.3602, 98.4195, 98.4483, 98.5243, 98.5339
1774.08, 94.2213, 95.081, 94.366, 94.7978, 94.967, 94.2964, 96.6655, 96.6095, 96.604, 97.333, 97.333, 97.6063, 98.63, 98.1595, 97.9754, 98.3474, 98.3897, 98.4148, 98.4733, 98.5341, 98.5271
1774.02, 94.1376, 95.0286, 94.2882, 94.7029, 94.8911, 94.2323, 96.6148, 96.5727, 96.5648, 97.3266, 97.3266, 97.585, 98.6409, 98.1587, 97.9844, 98.3432, 98.4199, 98.4202, 98.4977, 98.5369, 98.5165
1773.96, 94.0609, 94.9691, 94.208, 94.6083, 94.816, 94.1629, 96.5612, 96.5283, 96.5165, 97.3232, 97.3232, 97.5601, 98.6483, 98.1631, 97.9884, 98.3345, 98.4471, 98.4346, 98.5186, 98.5348, 98.5022
1773.9, 93.9901, 94.9022, 94.1262, 94.5157, 94.7435, 94.0886, 96.5068, 96.4791, 96.4614, 97.3233, 97.3233, 97.533, 98.6498, 98.1733, 97.9878, 98.3207, 98.4684, 98.4558, 98.5324, 98.5308, 98.4847
1773.84, 93.9231, 94.8287, 94.0441, 94.4258, 94.6748, 94.0113, 96.4538, 96.4285, 96.4025, 97.3265, 97.3265, 97.5056, 98.6443, 98.1881, 97.9838, 98.3023, 98.4815, 98.4812, 98.5357, 98.5278, 98.466
1773.78, 93.857, 94.7501, 93.9633, 94.3388, 94.6102, 93.9338, 96.4046, 96.3794, 96.3422, 97.332, 97.332, 97.4795, 98.6321, 98.205, 97.977, 98.2811, 98.485, 98.5078, 98.5262, 98.5281, 98.449
1773.72, 93.7884, 94.6684, 93.8862, 94.255, 94.5486, 93.8589, 96.3613, 96.3343, 96.2827, 97.3381, 97.3381, 97.4563, 98.6146, 98.2203, 97.9682, 98.26, 98.4792, 98.5331, 98.5035, 98.5325, 98.4373
