Wavenumber, 9701_3-1.SPA, 971051_3-1.SPA, 97151_3-1.SPA, 97301_3-1.SPA, 97451_3-1.SPA, 97601_3-1.SPA, 97751_3-1.SPA, 97901_3-1.SPA
1794.33, 95.3277, 98.0819, 95.9815, 96.8354, 97.2285, 97.5273, 97.7452, 97.8894
1794.27, 95.2923, 98.0636, 95.9614, 96.8132, 97.2089, 97.5142, 97.7371, 97.8929
1794.21, 95.2642, 98.0454, 95.9444, 96.7914, 97.1884, 97.5028, 97.7298, 97.8921
1794.15, 95.2423, 98.0283, 95.9291, 96.7722, 97.1675, 97.494, 97.723, 97.8866
1794.09, 95.2241, 98.0132, 95.9144, 96.7575, 97.1473, 97.4883, 97.7154, 97.8771
1794.03, 95.2072, 98.0006, 95.8991, 96.7481, 97.129, 97.4856, 97.7059, 97.8648
1793.97, 95.1891, 97.9902, 95.8829, 96.7436, 97.1132, 97.485, 97.6931, 97.8513
1793.91, 95.1683, 97.982, 95.8655, 96.7425, 97.0998, 97.4849, 97.6766, 97.8382
1793.85, 95.1438, 97.9752, 95.8469, 96.7423, 97.0881, 97.4835, 97.6567, 97.8261
1793.79, 95.1154, 97.9693, 95.8269, 96.7403, 97.0768, 97.479, 97.6349, 97.815
1793.73, 95.0837, 97.9637, 95.8054, 96.7342, 97.0646, 97.4705, 97.6133, 97.8043
1793.67, 95.0494, 97.9579, 95.782, 96.7225, 97.0505, 97.4579, 97.5945, 97.7929
1793.61, 95.0132, 97.9517, 95.7561, 96.7048, 97.0344, 97.4421, 97.5804, 97.7801
1793.55, 94.9763, 97.945, 95.7276, 96.6817, 97.0168, 97.4248, 97.5727, 97.7657
1793.49, 94.9398, 97.9384, 95.6966, 96.6547, 96.9987, 97.4078, 97.5716, 97.75
1793.43, 94.9047, 97.9323, 95.6642, 96.6255, 96.9816, 97.3926, 97.5765, 97.7342
1793.37, 94.8718, 97.9275, 95.6322, 96.5962, 96.9663, 97.38, 97.5861, 97.7193
1793.31, 94.8414, 97.9244, 95.6027, 96.5685, 96.9536, 97.37, 97.5985, 97.7064
1793.25, 94.8135, 97.923, 95.5778, 96.5438, 96.9433, 97.362, 97.6119, 97.6959
1793.19, 94.7875, 97.9228, 95.5586, 96.5227, 96.9349, 97.3552, 97.6245, 97.688
1793.13, 94.7629, 97.9231, 95.545, 96.5051, 96.9277, 97.3488, 97.6351, 97.6828
1793.07, 94.7391, 97.9233, 95.5352, 96.4901, 96.9212, 97.3421, 97.6428, 97.6801
1793.01, 94.716, 97.9229, 95.5265, 96.4765, 96.9149, 97.3349, 97.6472, 97.6799
1792.95, 94.6938, 97.9219, 95.5155, 96.4629, 96.9086, 97.3271, 97.6482, 97.6821
1792.89, 94.6727, 97.9211, 95.4996, 96.4479, 96.9025, 97.3188, 97.6458, 97.6864
1792.83, 94.653, 97.9209, 95.4773, 96.4308, 96.897, 97.3099, 97.6403, 97.6921
1792.77, 94.6342, 97.9221, 95.4492, 96.4117, 96.8922, 97.3004, 97.6319, 97.6983
1792.71, 94.6153, 97.9246, 95.4175, 96.3915, 96.8885, 97.2906, 97.6214, 97.7039
1792.65, 94.5951, 97.9278, 95.3856, 96.3715, 96.8862, 97.2812, 97.6094, 97.7081
1792.59, 94.5724, 97.931, 95.3569, 96.3529, 96.8852, 97.2728, 97.597, 97.7105
1792.53, 94.5468, 97.9334, 95.3341, 96.3368, 96.8854, 97.2666, 97.5857, 97.7116
1792.47, 94.5184, 97.9345, 95.3183, 96.3231, 96.8861, 97.2631, 97.5766, 97.7124
1792.41, 94.4885, 97.935, 95.3093, 96.3115, 96.8867, 97.2627, 97.5712, 97.714
1792.34, 94.459, 97.9356, 95.3058, 96.3008, 96.8863, 97.2648, 97.5699, 97.717
1792.28, 94.4314, 97.9377, 95.3058, 96.29, 96.884, 97.2682, 97.5727, 97.7215
1792.22, 94.4068, 97.9419, 95.3078, 96.2783, 96.8793, 97.2713, 97.5786, 97.7267
1792.16, 94.3855, 97.9482, 95.3102, 96.2652, 96.8724, 97.2726, 97.5858, 97.7313
1792.1, 94.3672, 97.9556, 95.3119, 96.2509, 96.8637, 97.2706, 97.5925, 97.734
1792.04, 94.3506, 97.9625, 95.312, 96.2359, 96.8547, 97.2649, 97.5966, 97.7337
1791.98, 94.3346, 97.9673, 95.3098, 96.2209, 96.8466, 97.2555, 97.5973, 97.7301
1791.92, 94.3183, 97.9686, 95.3047, 96.2067, 96.8406, 97.243, 97.5943, 97.7235
1791.86, 94.301, 97.9663, 95.2965, 96.1942, 96.8376, 97.2287, 97.5887, 97.7147
1791.8, 94.2828, 97.9611, 95.2854, 96.1842, 96.8375, 97.214, 97.582, 97.7043
1791.74, 94.2638, 97.9545, 95.2722, 96.1778, 96.8394, 97.2004, 97.5762, 97.693
1791.68, 94.2446, 97.948, 95.2583, 96.1757, 96.842, 97.1895, 97.5725, 97.6812
1791.62, 94.2261, 97.9429, 95.2453, 96.1786, 96.8444, 97.1827, 97.5717, 97.6692
1791.56, 94.2092, 97.9395, 95.2345, 96.1865, 96.8455, 97.1808, 97.5734, 97.6575
1791.5, 94.1951, 97.9376, 95.227, 96.1983, 96.8454, 97.184, 97.5763, 97.647
1791.44, 94.1851, 97.9362, 95.2232, 96.2122, 96.8446, 97.1917, 97.5788, 97.6386
1791.38, 94.1807, 97.9344, 95.223, 96.2256, 96.8442, 97.2023, 97.5793, 97.6337
1791.32, 94.1831, 97.9315, 95.2258, 96.2357, 96.8453, 97.2136, 97.5767, 97.6331
1791.26, 94.1929, 97.9273, 95.2313, 96.2404, 96.8486, 97.2235, 97.5706, 97.6372
1791.2, 94.21, 97.9219, 95.239, 96.2383, 96.8539, 97.2304, 97.5616, 97.6455
1791.14, 94.2335, 97.9157, 95.2484, 96.2298, 96.8604, 97.2336, 97.5508, 97.6566
1791.08, 94.2615, 97.9091, 95.2591, 96.2166, 96.8666, 97.2338, 97.5397, 97.6689
1791.02, 94.2916, 97.9025, 95.2705, 96.2014, 96.8711, 97.2324, 97.5299, 97.6807
1790.96, 94.3214, 97.8963, 95.2816, 96.1875, 96.8728, 97.231, 97.5226, 97.6906
1790.9, 94.3485, 97.891, 95.2912, 96.1777, 96.8715, 97.2308, 97.5181, 97.6979
1790.84, 94.3715, 97.8871, 95.2984, 96.1743, 96.8679, 97.232, 97.5162, 97.703
1790.78, 94.3891, 97.8852, 95.3027, 96.178, 96.8637, 97.2342, 97.5162, 97.7067
1790.72, 94.4013, 97.8861, 95.3042, 96.1885, 96.8607, 97.2361, 97.5173, 97.7101
1790.66, 94.4084, 97.89, 95.3039, 96.2046, 96.8603, 97.2369, 97.519, 97.7144
1790.6, 94.4115, 97.8968, 95.3032, 96.2241, 96.8633, 97.2366, 97.5209, 97.7203
1790.54, 94.4119, 97.9061, 95.3039, 96.2448, 96.8691, 97.2363, 97.5237, 97.728
1790.48, 94.4111, 97.9166, 95.3074, 96.2648, 96.8763, 97.2379, 97.5278, 97.737
1790.42, 94.4109, 97.927, 95.3146, 96.2825, 96.8826, 97.2432, 97.5337, 97.7462
1790.36, 94.4128, 97.9361, 95.3254, 96.2971, 96.8861, 97.2537, 97.5414, 97.7544
1790.3, 94.418, 97.9427, 95.3392, 96.3085, 96.8853, 97.2691, 97.5503, 97.7603
1790.24, 94.427, 97.9459, 95.3549, 96.3176, 96.8799, 97.288, 97.559, 97.7632
1790.18, 94.4399, 97.9453, 95.3713, 96.3254, 96.8708, 97.3076, 97.5662, 97.7628
1790.11, 94.4558, 97.9408, 95.3875, 96.3332, 96.8598, 97.3251, 97.5708, 97.7594
1790.05, 94.4733, 97.9326, 95.4031, 96.3418, 96.8495, 97.3383, 97.5725, 97.7541
1789.99, 94.4907, 97.9213, 95.4183, 96.3515, 96.8423, 97.3461, 97.5721, 97.7479
1789.93, 94.5066, 97.9079, 95.4337, 96.3619, 96.8403, 97.3491, 97.5708, 97.7421
1789.87, 94.5201, 97.894, 95.4499, 96.3719, 96.8445, 97.3485, 97.5707, 97.7376
1789.81, 94.5311, 97.8819, 95.4671, 96.3805, 96.8552, 97.3462, 97.5731, 97.7349
1789.75, 94.54, 97.8737, 95.485, 96.387, 96.8718, 97.3437, 97.5792, 97.7341
1789.69, 94.5482, 97.8716, 95.5026, 96.3911, 96.8929, 97.3419, 97.5891, 97.7348
1789.63, 94.5569, 97.8772, 95.5186, 96.394, 96.9164, 97.3409, 97.6024, 97.7366
1789.57, 94.5677, 97.8907, 95.5315, 96.3971, 96.9403, 97.3407, 97.6182, 97.7389
1789.51, 94.5814, 97.911, 95.5404, 96.4024, 96.9623, 97.3409, 97.6356, 97.7416
1789.45, 94.5985, 97.9355, 95.5453, 96.4115, 96.9808, 97.3417, 97.6534, 97.7449
1789.39, 94.6192, 97.9606, 95.5474, 96.4255, 96.9948, 97.3434, 97.6707, 97.7496
1789.33, 94.6434, 97.9823, 95.549, 96.4445, 97.0042, 97.3465, 97.6863, 97.7565
1789.27, 94.6707, 97.9971, 95.5526, 96.4677, 97.0099, 97.3514, 97.699, 97.7668
1789.21, 94.701, 98.0028, 95.5607, 96.4938, 97.0136, 97.3579, 97.7075, 97.7811
1789.15, 94.7337, 97.9991, 95.575, 96.5214, 97.0171, 97.3654, 97.711, 97.7998
1789.09, 94.7684, 97.9877, 95.596, 96.5491, 97.022, 97.3731, 97.7092, 97.8221
1789.03, 94.8041, 97.9719, 95.6227, 96.5761, 97.0291, 97.38, 97.7029, 97.8467
1788.97, 94.8396, 97.9556, 95.653, 96.6021, 97.0383, 97.3857, 97.6937, 97.8716
1788.91, 94.8741, 97.9425, 95.6844, 96.6274, 97.0485, 97.3901, 97.6838, 97.8944
1788.85, 94.9066, 97.9353, 95.7144, 96.6525, 97.058, 97.3936, 97.6755, 97.9131
1788.79, 94.937, 97.9348, 95.7412, 96.678, 97.0657, 97.3971, 97.6708, 97.9262
1788.73, 94.9661, 97.9402, 95.7643, 96.7043, 97.0709, 97.4012, 97.6706, 97.9333
1788.67, 94.9951, 97.949, 95.7844, 96.7315, 97.0744, 97.4064, 97.6754, 97.9344
1788.61, 95.0252, 97.9585, 95.803, 96.7593, 97.0779, 97.4128, 97.6848, 97.9308
1788.55, 95.0578, 97.9663, 95.8223, 96.787, 97.0836, 97.4201, 97.698, 97.9235
1788.49, 95.0932, 97.9706, 95.844, 96.8133, 97.0939, 97.4278, 97.7142, 97.914
1788.43, 95.1308, 97.9713, 95.8697, 96.837, 97.11, 97.4352, 97.7327, 97.9032
1788.37, 95.1697, 97.9694, 95.8994, 96.8569, 97.1322, 97.4421, 97.7525, 97.8919
1788.31, 95.2082, 97.9663, 95.9325, 96.8725, 97.1591, 97.4481, 97.7728, 97.8809
1788.25, 95.2454, 97.9642, 95.967, 96.8837, 97.1883, 97.4537, 97.7923, 97.8709
1788.19, 95.2806, 97.9643, 96.0005, 96.8912, 97.2169, 97.4595, 97.8098, 97.8631
1788.13, 95.3142, 97.9672, 96.0304, 96.8964, 97.2423, 97.4665, 97.8242, 97.8586
1788.07, 95.347, 97.9728, 96.0546, 96.9009, 97.2629, 97.4755, 97.8349, 97.8584
1788.01, 95.3799, 97.9801, 96.0722, 96.9061, 97.2778, 97.4873, 97.8419, 97.8632
1787.95, 95.4136, 97.9879, 96.0835, 96.9132, 97.2876, 97.502, 97.8461, 97.873
1787.89, 95.4478, 97.9947, 96.0899, 96.9226, 97.2936, 97.5192, 97.8486, 97.8869
1787.82, 95.4817, 97.9993, 96.0939, 96.9342, 97.2974, 97.5378, 97.8508, 97.9031
1787.76, 95.514, 98.0012, 96.0979, 96.9472, 97.3007, 97.5562, 97.8536, 97.9195
1787.7, 95.5432, 98.0003, 96.1042, 96.9609, 97.3044, 97.5732, 97.8578, 97.9337
1787.64, 95.5685, 97.9972, 96.1142, 96.9747, 97.3094, 97.5877, 97.8634, 97.9438
1787.58, 95.5898, 97.9935, 96.1282, 96.9885, 97.3156, 97.5994, 97.8702, 97.9484
1787.52, 95.6079, 97.9907, 96.1455, 97.0025, 97.3227, 97.6089, 97.8777, 97.9471
1787.46, 95.6244, 97.9908, 96.1653, 97.0171, 97.3303, 97.6175, 97.8857, 97.9403
1787.4, 95.6411, 97.9951, 96.1862, 97.0327, 97.3377, 97.6264, 97.8937, 97.9294
1787.34, 95.6602, 98.0044, 96.2075, 97.0499, 97.3446, 97.6369, 97.9016, 97.9165
1787.28, 95.6832, 98.0184, 96.2289, 97.0683, 97.3504, 97.6494, 97.9091, 97.9038
1787.22, 95.7109, 98.0356, 96.2507, 97.0874, 97.3549, 97.6639, 97.9159, 97.8938
1787.16, 95.7433, 98.0542, 96.2735, 97.1064, 97.3582, 97.6799, 97.922, 97.8883
1787.1, 95.7794, 98.0718, 96.2979, 97.1244, 97.3605, 97.6964, 97.9278, 97.8887
1787.04, 95.8173, 98.0867, 96.3242, 97.1406, 97.3624, 97.7129, 97.9339, 97.8953
1786.98, 95.8548, 98.0975, 96.3523, 97.155, 97.365, 97.729, 97.9412, 97.9077
1786.92, 95.8896, 98.1037, 96.3819, 97.1684, 97.3693, 97.7447, 97.9503, 97.9245
1786.86, 95.9201, 98.1056, 96.412, 97.1823, 97.3766, 97.76, 97.9616, 97.9442
1786.8, 95.9456, 98.1038, 96.4417, 97.1988, 97.3877, 97.7748, 97.9745, 97.965
1786.74, 95.9665, 98.0995, 96.4698, 97.2201, 97.403, 97.7888, 97.9876, 97.9853
1786.68, 95.9841, 98.0936, 96.4955, 97.2474, 97.422, 97.8013, 97.9991, 98.0037
1786.62, 96.0002, 98.0873, 96.5184, 97.2813, 97.4435, 97.8118, 98.0072, 98.0194
1786.56, 96.0165, 98.0819, 96.5384, 97.3205, 97.4659, 97.8202, 98.0109, 98.0318
1786.5, 96.0341, 98.0788, 96.556, 97.3626, 97.4873, 97.8267, 98.0101, 98.0408
1786.44, 96.0533, 98.0794, 96.572, 97.4045, 97.5065, 97.8325, 98.0057, 98.0466
1786.38, 96.0738, 98.0848, 96.5874, 97.4426, 97.5226, 97.8386, 97.9997, 98.0498
1786.32, 96.0952, 98.0956, 96.6033, 97.4743, 97.5357, 97.846, 97.9943, 98.0516
1786.26, 96.117, 98.1112, 96.62, 97.4981, 97.5468, 97.8556, 97.9917, 98.0528
1786.2, 96.1395, 98.1303, 96.6375, 97.514, 97.5569, 97.867, 97.9933, 98.0547
1786.14, 96.1633, 98.1503, 96.6551, 97.5234, 97.5673, 97.8796, 97.9997, 98.0578
1786.08, 96.189, 98.1688, 96.6716, 97.5286, 97.5787, 97.8922, 98.011, 98.062
1786.02, 96.2173, 98.1834, 96.686, 97.532, 97.5913, 97.9034, 98.0263, 98.0666
1785.96, 96.2483, 98.1925, 96.6975, 97.5359, 97.605, 97.9124, 98.0443, 98.0704
1785.9, 96.2812, 98.1959, 96.7064, 97.5422, 97.6188, 97.9185, 98.0637, 98.0724
1785.84, 96.3151, 98.1944, 96.7138, 97.5516, 97.6322, 97.9218, 98.0826, 98.0716
1785.78, 96.349, 98.1894, 96.7213, 97.5645, 97.6445, 97.9226, 98.0995, 98.068
1785.72, 96.3821, 98.1828, 96.731, 97.5807, 97.6555, 97.9214, 98.1134, 98.0624
1785.66, 96.4141, 98.1764, 96.7443, 97.5992, 97.6651, 97.9191, 98.1235, 98.0558
1785.59, 96.4449, 98.1712, 96.7618, 97.6188, 97.6737, 97.9164, 98.13, 98.0495
1785.53, 96.4747, 98.1678, 96.7828, 97.6379, 97.6815, 97.9139, 98.1342, 98.0445
1785.47, 96.5031, 98.1662, 96.8054, 97.6547, 97.6888, 97.9121, 98.1374, 98.041
1785.41, 96.5298, 98.1658, 96.8272, 97.6672, 97.6959, 97.9116, 98.1415, 98.039
1785.35, 96.554, 98.1659, 96.8461, 97.674, 97.703, 97.9122, 98.1477, 98.038
1785.29, 96.5753, 98.1659, 96.8605, 97.6745, 97.7101, 97.914, 98.1565, 98.038
1785.23, 96.5941, 98.1651, 96.8702, 97.6689, 97.7175, 97.9165, 98.1673, 98.0391
1785.17, 96.6115, 98.1631, 96.8763, 97.6588, 97.7256, 97.9191, 98.1788, 98.0416
1785.11, 96.6291, 98.16, 96.8805, 97.6463, 97.7346, 97.9213, 98.1891, 98.046
1785.05, 96.6488, 98.1561, 96.8853, 97.6341, 97.7447, 97.9229, 98.1965, 98.0525
1784.99, 96.6714, 98.1522, 96.8924, 97.6247, 97.7559, 97.9237, 98.2, 98.0606
1784.93, 96.6964, 98.1494, 96.9027, 97.62, 97.768, 97.9239, 98.1995, 98.069
1784.87, 96.7216, 98.1486, 96.9161, 97.6208, 97.7806, 97.9233, 98.1958, 98.0763
1784.81, 96.7438, 98.1509, 96.9316, 97.627, 97.7931, 97.9221, 98.1905, 98.0812
1784.75, 96.7595, 98.1567, 96.9481, 97.6374, 97.805, 97.92, 98.1853, 98.0829
1784.69, 96.766, 98.1663, 96.9643, 97.6504, 97.816, 97.9167, 98.1818, 98.0819
1784.63, 96.7628, 98.1795, 96.98, 97.6642, 97.8257, 97.9122, 98.1807, 98.0796
1784.57, 96.7512, 98.1958, 96.9956, 97.6772, 97.8344, 97.9071, 98.1823, 98.0779
1784.51, 96.7348, 98.2147, 97.0121, 97.6879, 97.842, 97.9024, 98.1862, 98.0788
1784.45, 96.7179, 98.2356, 97.0303, 97.6956, 97.8486, 97.8998, 98.1914, 98.0835
1784.39, 96.7051, 98.2577, 97.0511, 97.6999, 97.8543, 97.9011, 98.1969, 98.0921
1784.33, 96.6997, 98.2799, 97.0744, 97.7011, 97.8589, 97.9076, 98.2016, 98.1035
1784.27, 96.7035, 98.3005, 97.0994, 97.7, 97.8623, 97.9199, 98.2048, 98.1156
1784.21, 96.7162, 98.3178, 97.1246, 97.6979, 97.8644, 97.9376, 98.2061, 98.126
1784.15, 96.7362, 98.3298, 97.1485, 97.6961, 97.8651, 97.959, 98.2059, 98.1324
1784.09, 96.7611, 98.3347, 97.1696, 97.696, 97.8646, 97.982, 98.2047, 98.1333
1784.03, 96.7885, 98.3318, 97.1868, 97.699, 97.8635, 98.0043, 98.2034, 98.1283
1783.97, 96.8162, 98.3213, 97.1996, 97.7059, 97.8624, 98.0237, 98.2027, 98.1181
1783.91, 96.8429, 98.3048, 97.2078, 97.7171, 97.8621, 98.0389, 98.2029, 98.1041
1783.85, 96.8682, 98.2848, 97.2118, 97.7327, 97.8631, 98.049, 98.2041, 98.0887
1783.79, 96.8918, 98.2643, 97.212, 97.7519, 97.8659, 98.054, 98.2058, 98.074
1783.73, 96.9138, 98.2461, 97.2087, 97.7735, 97.8703, 98.0543, 98.2073, 98.0623
1783.67, 96.9342, 98.2322, 97.2026, 97.7958, 97.8759, 98.0506, 98.2077, 98.0552
1783.61, 96.9527, 98.2231, 97.1942, 97.8171, 97.8818, 98.0441, 98.2065, 98.0536
1783.55, 96.9686, 98.2183, 97.1845, 97.8352, 97.8873, 98.0359, 98.2038, 98.0576
1783.49, 96.9813, 98.2163, 97.1744, 97.8486, 97.8917, 98.0277, 98.2001, 98.0665
1783.43, 96.9903, 98.2152, 97.1652, 97.856, 97.8948, 98.0208, 98.196, 98.0792
1783.36, 96.9951, 98.2131, 97.158, 97.8572, 97.8968, 98.0164, 98.1927, 98.0942
1783.3, 96.9958, 98.2087, 97.1542, 97.8526, 97.8985, 98.0151, 98.191, 98.1098
1783.24, 96.9931, 98.2018, 97.1547, 97.8435, 97.9008, 98.0167, 98.1915, 98.1249
1783.18, 96.988, 98.1928, 97.1601, 97.8314, 97.9048, 98.0206, 98.1943, 98.1386
1783.12, 96.9815, 98.1826, 97.1705, 97.8182, 97.9108, 98.0254, 98.1991, 98.1506
1783.06, 96.9751, 98.1729, 97.1855, 97.8052, 97.9186, 98.03, 98.2054, 98.1612
1783, 96.9699, 98.1652, 97.2041, 97.7937, 97.9272, 98.0336, 98.2125, 98.1707
1782.94, 96.9667, 98.1609, 97.2249, 97.7845, 97.9351, 98.036, 98.2195, 98.1793
1782.88, 96.9661, 98.1608, 97.2462, 97.7781, 97.9405, 98.0373, 98.226, 98.1873
1782.82, 96.9683, 98.1652, 97.2666, 97.775, 97.9421, 98.0382, 98.2318, 98.1945
1782.76, 96.9733, 98.1735, 97.2848, 97.7755, 97.9394, 98.0389, 98.2365, 98.2003
1782.7, 96.9809, 98.1845, 97.2999, 97.7797, 97.933, 98.0394, 98.2401, 98.2043
1782.64, 96.9908, 98.1965, 97.3121, 97.7874, 97.9244, 98.0392, 98.2425, 98.2062
1782.58, 97.0022, 98.2077, 97.3215, 97.7976, 97.9156, 98.0376, 98.2433, 98.2056
1782.52, 97.0146, 98.2167, 97.3287, 97.8093, 97.9084, 98.0343, 98.2423, 98.2028
1782.46, 97.0269, 98.2229, 97.3342, 97.8207, 97.9042, 98.0295, 98.2388, 98.1983
1782.4, 97.0384, 98.2262, 97.3385, 97.8305, 97.903, 98.0242, 98.2328, 98.1929
1782.34, 97.0479, 98.2276, 97.3417, 97.8376, 97.9041, 98.0204, 98.2243, 98.1874
1782.28, 97.0549, 98.2282, 97.3439, 97.8418, 97.9061, 98.0201, 98.2141, 98.1829
1782.22, 97.0592, 98.2292, 97.3454, 97.8435, 97.9074, 98.0249, 98.2036, 98.1801
1782.16, 97.0608, 98.2312, 97.3466, 97.8438, 97.9069, 98.0354, 98.1942, 98.1798
1782.1, 97.0604, 98.2341, 97.348, 97.8437, 97.9044, 98.051, 98.1876, 98.1824
1782.04, 97.0591, 98.2371, 97.3502, 97.8442, 97.9003, 98.0694, 98.1849, 98.1878
1781.98, 97.0579, 98.2392, 97.3533, 97.8454, 97.8956, 98.0877, 98.1862, 98.1957
1781.92, 97.0579, 98.2396, 97.3568, 97.8466, 97.8916, 98.1028, 98.1907, 98.2048
1781.86, 97.0598, 98.238, 97.3601, 97.8467, 97.889, 98.1118, 98.1967, 98.2136
1781.8, 97.0638, 98.2347, 97.3621, 97.8443, 97.8877, 98.1134, 98.2025, 98.2203
1781.74, 97.0697, 98.2307, 97.3621, 97.8383, 97.8871, 98.1072, 98.206, 98.2235
1781.68, 97.0771, 98.2268, 97.3597, 97.8282, 97.8861, 98.0948, 98.206, 98.2224
1781.62, 97.0853, 98.2237, 97.3554, 97.8142, 97.8835, 98.0784, 98.2021, 98.2171
1781.56, 97.0938, 98.2211, 97.3502, 97.7974, 97.8785, 98.061, 98.1947, 98.2088
1781.5, 97.1022, 98.2184, 97.3449, 97.7793, 97.8708, 98.0452, 98.1848, 98.1995
1781.44, 97.1102, 98.2147, 97.3406, 97.7618, 97.861, 98.0333, 98.1735, 98.1915
1781.38, 97.1176, 98.2096, 97.3373, 97.7466, 97.8501, 98.0263, 98.1619, 98.1869
1781.32, 97.1244, 98.2031, 97.3347, 97.735, 97.8396, 98.0244, 98.1505, 98.1868
1781.26, 97.1302, 98.1965, 97.3318, 97.7277, 97.8309, 98.0267, 98.1401, 98.1913
1781.2, 97.1346, 98.1917, 97.3279, 97.7244, 97.8251, 98.0321, 98.1307, 98.1996
1781.14, 97.1371, 98.1905, 97.3227, 97.724, 97.8232, 98.039, 98.1228, 98.21
1781.07, 97.1374, 98.1942, 97.3167, 97.7252, 97.8249, 98.0464, 98.1169, 98.2208
1781.01, 97.1352, 98.2031, 97.3109, 97.7261, 97.8299, 98.0534, 98.1134, 98.2304
1780.95, 97.1312, 98.2158, 97.3068, 97.7253, 97.837, 98.0594, 98.1128, 98.2378
1780.89, 97.126, 98.2301, 97.3056, 97.7219, 97.8447, 98.0643, 98.1155, 98.2426
1780.83, 97.1207, 98.2434, 97.3079, 97.716, 97.8518, 98.0674, 98.1213, 98.2446
1780.77, 97.1162, 98.2533, 97.3137, 97.7083, 97.8573, 98.0682, 98.1298, 98.244
1780.71, 97.1132, 98.2583, 97.3219, 97.7004, 97.8607, 98.0657, 98.14, 98.2408
1780.65, 97.1112, 98.2585, 97.3311, 97.6939, 97.8624, 98.0595, 98.1508, 98.235
1780.59, 97.1095, 98.2549, 97.3394, 97.6902, 97.8628, 98.0495, 98.1608, 98.2267
1780.53, 97.1068, 98.249, 97.3452, 97.6898, 97.8624, 98.0363, 98.1689, 98.2164
1780.47, 97.1017, 98.2425, 97.3469, 97.6924, 97.8615, 98.0217, 98.174, 98.2048
1780.41, 97.0938, 98.2367, 97.3439, 97.6968, 97.8599, 98.0078, 98.1756, 98.1931
1780.35, 97.083, 98.232, 97.336, 97.7014, 97.8569, 97.9969, 98.1737, 98.1826
1780.29, 97.0705, 98.2283, 97.3241, 97.7044, 97.8519, 97.9908, 98.1691, 98.1742
1780.23, 97.0578, 98.225, 97.3096, 97.7051, 97.8447, 97.9902, 98.1631, 98.1685
1780.17, 97.0464, 98.2215, 97.2949, 97.7033, 97.8356, 97.9946, 98.1574, 98.1652
1780.11, 97.0373, 98.2175, 97.2822, 97.6999, 97.8258, 98.0022, 98.1538, 98.1634
1780.05, 97.0307, 98.213, 97.2734, 97.6962, 97.8165, 98.011, 98.1536, 98.1616
1779.99, 97.0258, 98.2081, 97.2696, 97.6937, 97.8089, 98.0189, 98.1574, 98.1586
1779.93, 97.0211, 98.2033, 97.2705, 97.6933, 97.8038, 98.0243, 98.1649, 98.1534
1779.87, 97.0151, 98.1988, 97.2745, 97.6949, 97.801, 98.0265, 98.1749, 98.146
1779.81, 97.0069, 98.1943, 97.2796, 97.6974, 97.7997, 98.0253, 98.186, 98.1373
1779.75, 96.9967, 98.1896, 97.2833, 97.699, 97.7989, 98.0211, 98.1962, 98.1286
1779.69, 96.9855, 98.1841, 97.2842, 97.6979, 97.7979, 98.0141, 98.2041, 98.1216
1779.63, 96.9751, 98.1773, 97.2819, 97.6926, 97.7966, 98.0043, 98.2085, 98.1175
1779.57, 96.9675, 98.1689, 97.2772, 97.6831, 97.7956, 97.9917, 98.2085, 98.1168
1779.51, 96.9642, 98.1591, 97.2717, 97.6704, 97.7959, 97.9765, 98.2038, 98.1187
1779.45, 96.9655, 98.1485, 97.267, 97.6568, 97.7984, 97.9593, 98.1941, 98.1215
1779.39, 96.9707, 98.1381, 97.2641, 97.6447, 97.8036, 97.9413, 98.1795, 98.1233
1779.33, 96.9777, 98.129, 97.2628, 97.6364, 97.8111, 97.9247, 98.1605, 98.122
1779.27, 96.9844, 98.1225, 97.2619, 97.6331, 97.8197, 97.9115, 98.1382, 98.1165
1779.21, 96.9884, 98.1191, 97.2596, 97.6345, 97.8281, 97.9037, 98.1145, 98.1068
1779.15, 96.9883, 98.1189, 97.2545, 97.639, 97.835, 97.9022, 98.0916, 98.0942
1779.09, 96.9835, 98.1214, 97.2454, 97.644, 97.8398, 97.9068, 98.072, 98.0809
1779.03, 96.9748, 98.1256, 97.2328, 97.6469, 97.8424, 97.916, 98.0577, 98.0691
1778.97, 96.9633, 98.1303, 97.2178, 97.6455, 97.843, 97.9276, 98.0497, 98.0609
1778.91, 96.9507, 98.1346, 97.2025, 97.6389, 97.8419, 97.9392, 98.0475, 98.057
1778.84, 96.9383, 98.1379, 97.1887, 97.6273, 97.8394, 97.9491, 98.0494, 98.0572
1778.78, 96.9265, 98.1406, 97.1781, 97.6122, 97.8353, 97.9564, 98.0528, 98.0602
1778.72, 96.9154, 98.1433, 97.1712, 97.5956, 97.8291, 97.9614, 98.055, 98.0644
1778.66, 96.9042, 98.1469, 97.1679, 97.5796, 97.8209, 97.965, 98.0543, 98.068
1778.6, 96.8918, 98.1521, 97.1672, 97.566, 97.811, 97.9685, 98.0501, 98.0699
1778.54, 96.8776, 98.1591, 97.1676, 97.5563, 97.8005, 97.9727, 98.0434, 98.0694
1778.48, 96.8611, 98.1675, 97.1678, 97.5509, 97.7906, 97.978, 98.036, 98.0666
1778.42, 96.8425, 98.176, 97.1664, 97.55, 97.7828, 97.9837, 98.0302, 98.0622
1778.36, 96.8224, 98.1835, 97.1627, 97.553, 97.778, 97.9888, 98.0276, 98.0567
