Wavenumber, 9701_3-1.SPA, 971051_3-1.SPA, 97151_3-1.SPA, 97301_3-1.SPA, 97451_3-1.SPA, 97601_3-1.SPA, 97751_3-1.SPA, 97901_3-1.SPA
1778.3, 96.8019, 98.1886, 97.1566, 97.559, 97.7763, 97.9919, 98.0289, 98.0509
1778.24, 96.782, 98.1906, 97.1483, 97.5666, 97.7774, 97.9918, 98.0335, 98.0453
1778.18, 96.7634, 98.1898, 97.1387, 97.5743, 97.7803, 97.9876, 98.0398, 98.0404
1778.12, 96.7466, 98.1865, 97.1285, 97.5806, 97.7836, 97.9791, 98.0457, 98.0368
1778.06, 96.7318, 98.182, 97.1182, 97.5841, 97.7863, 97.9664, 98.0494, 98.0347
1778, 96.7189, 98.1775, 97.1078, 97.5839, 97.7875, 97.95, 98.0496, 98.0344
1777.94, 96.7076, 98.1737, 97.0967, 97.5798, 97.7864, 97.9307, 98.0459, 98.0358
1777.88, 96.6976, 98.1714, 97.0839, 97.5723, 97.7824, 97.9091, 98.0387, 98.0385
1777.82, 96.6884, 98.1705, 97.0684, 97.5623, 97.7749, 97.8858, 98.0288, 98.0418
1777.76, 96.6794, 98.1707, 97.0495, 97.551, 97.7633, 97.8617, 98.0177, 98.0451
1777.7, 96.67, 98.1715, 97.0273, 97.5393, 97.7473, 97.8379, 98.0065, 98.048
1777.64, 96.6596, 98.1725, 97.0029, 97.5278, 97.727, 97.8157, 97.9964, 98.0502
1777.58, 96.6476, 98.1734, 96.9779, 97.5168, 97.7034, 97.7966, 97.9886, 98.0522
1777.52, 96.6334, 98.1739, 96.9546, 97.5062, 97.6782, 97.7822, 97.9836, 98.0544
1777.46, 96.6169, 98.1741, 96.9345, 97.4959, 97.6536, 97.7734, 97.9817, 98.0574
1777.4, 96.5978, 98.1741, 96.9189, 97.4861, 97.6319, 97.7704, 97.9826, 98.0614
1777.34, 96.5763, 98.1739, 96.9074, 97.4773, 97.6151, 97.7726, 97.9857, 98.0665
1777.28, 96.5525, 98.1732, 96.8988, 97.47, 97.6043, 97.7781, 97.9896, 98.0724
1777.22, 96.5267, 98.1712, 96.8912, 97.4649, 97.5995, 97.7846, 97.9931, 98.0782
1777.16, 96.4991, 98.1671, 96.882, 97.4621, 97.5997, 97.7896, 97.9953, 98.0833
1777.1, 96.4699, 98.1598, 96.8693, 97.4612, 97.6032, 97.7911, 97.9955, 98.0868
1777.04, 96.4397, 98.1482, 96.8514, 97.4606, 97.6076, 97.7881, 97.9943, 98.0879
1776.98, 96.4091, 98.1321, 96.8275, 97.4583, 97.6107, 97.7808, 97.9923, 98.086
1776.92, 96.3788, 98.1119, 96.7979, 97.4517, 97.6106, 97.7706, 97.9906, 98.0804
1776.86, 96.3493, 98.0894, 96.7637, 97.439, 97.6061, 97.7596, 97.99, 98.0707
1776.8, 96.3207, 98.0667, 96.7265, 97.419, 97.5969, 97.7499, 97.9908, 98.057
1776.74, 96.2926, 98.0469, 96.6883, 97.3918, 97.5835, 97.743, 97.9923, 98.0397
1776.68, 96.2643, 98.0327, 96.6513, 97.359, 97.5668, 97.7394, 97.9936, 98.02
1776.62, 96.2348, 98.0259, 96.6172, 97.3232, 97.5485, 97.7388, 97.9934, 97.9993
1776.55, 96.2032, 98.0272, 96.5873, 97.2871, 97.5301, 97.7398, 97.991, 97.9792
1776.49, 96.1691, 98.0357, 96.5622, 97.2535, 97.5128, 97.7411, 97.9859, 97.9611
1776.43, 96.1329, 98.0496, 96.5413, 97.224, 97.4976, 97.7413, 97.9784, 97.9461
1776.37, 96.0955, 98.066, 96.5238, 97.1991, 97.4849, 97.7398, 97.9693, 97.9349
1776.31, 96.0582, 98.0823, 96.5082, 97.1782, 97.4743, 97.7364, 97.959, 97.9277
1776.25, 96.0221, 98.096, 96.493, 97.1597, 97.4655, 97.7315, 97.948, 97.9247
1776.19, 95.9878, 98.1057, 96.4768, 97.1418, 97.4577, 97.7256, 97.936, 97.9259
1776.13, 95.955, 98.1106, 96.4584, 97.1228, 97.4504, 97.719, 97.9223, 97.9314
1776.07, 95.9229, 98.1106, 96.4373, 97.1016, 97.4429, 97.7116, 97.9065, 97.9408
1776.01, 95.8901, 98.1063, 96.4132, 97.078, 97.435, 97.7031, 97.8882, 97.9532
1775.95, 95.8556, 98.0982, 96.3859, 97.0522, 97.4263, 97.6928, 97.8677, 97.967
1775.89, 95.8185, 98.087, 96.3558, 97.0249, 97.4168, 97.6803, 97.8459, 97.9798
1775.83, 95.7787, 98.0735, 96.3232, 96.9968, 97.4062, 97.6652, 97.8238, 97.9891
1775.77, 95.7367, 98.0583, 96.2887, 96.9687, 97.3945, 97.6478, 97.8026, 97.9926
1775.71, 95.6931, 98.0424, 96.2527, 96.9406, 97.3815, 97.6284, 97.7832, 97.9893
1775.65, 95.6484, 98.0267, 96.2158, 96.9126, 97.3674, 97.6077, 97.766, 97.9794
1775.59, 95.6029, 98.012, 96.1782, 96.8845, 97.352, 97.5863, 97.7513, 97.9645
1775.53, 95.5565, 97.9991, 96.1399, 96.856, 97.3352, 97.565, 97.7389, 97.9472
1775.47, 95.5091, 97.9885, 96.1009, 96.8269, 97.317, 97.5444, 97.7291, 97.9303
1775.41, 95.4602, 97.9806, 96.061, 96.7974, 97.2972, 97.5252, 97.722, 97.9157
1775.35, 95.41, 97.9756, 96.0205, 96.7676, 97.2755, 97.5081, 97.718, 97.9044
1775.29, 95.3587, 97.9732, 95.9797, 96.738, 97.252, 97.4935, 97.7171, 97.8958
1775.23, 95.3065, 97.9734, 95.9393, 96.7093, 97.2269, 97.4817, 97.7194, 97.8886
1775.17, 95.2536, 97.9757, 95.8998, 96.6821, 97.2007, 97.4724, 97.7244, 97.8812
1775.11, 95.2002, 97.9798, 95.8616, 96.6571, 97.1739, 97.4652, 97.7313, 97.872
1775.05, 95.146, 97.9851, 95.8245, 96.6348, 97.1472, 97.4592, 97.739, 97.8605
1774.99, 95.0906, 97.9909, 95.7876, 96.6149, 97.1209, 97.4537, 97.7462, 97.8468
1774.93, 95.0339, 97.9963, 95.7498, 96.597, 97.0949, 97.4479, 97.7517, 97.8316
1774.87, 94.9757, 98.0005, 95.7103, 96.5798, 97.069, 97.4417, 97.7543, 97.8158
1774.81, 94.9165, 98.0025, 95.6686, 96.5617, 97.0425, 97.4348, 97.7531, 97.8001
1774.75, 94.8568, 98.0013, 95.6252, 96.5409, 97.015, 97.4276, 97.7476, 97.785
1774.69, 94.797, 97.9961, 95.5814, 96.5161, 96.9862, 97.4198, 97.7379, 97.7707
1774.63, 94.7373, 97.9861, 95.5387, 96.4865, 96.9565, 97.4107, 97.7248, 97.7568
1774.57, 94.678, 97.9708, 95.4984, 96.4521, 96.9268, 97.3996, 97.7096, 97.7433
1774.51, 94.6185, 97.9503, 95.4608, 96.4142, 96.8984, 97.3851, 97.6939, 97.7303
1774.45, 94.5587, 97.9254, 95.4253, 96.3741, 96.8724, 97.3662, 97.6789, 97.718
1774.39, 94.4982, 97.8976, 95.3904, 96.3338, 96.8496, 97.3425, 97.665, 97.7071
1774.32, 94.4369, 97.8694, 95.354, 96.2944, 96.8297, 97.3144, 97.6515, 97.6984
1774.26, 94.3746, 97.8433, 95.3145, 96.2568, 96.812, 97.2834, 97.6367, 97.6926
1774.2, 94.3111, 97.8223, 95.2704, 96.2205, 96.7949, 97.2513, 97.6183, 97.6897
1774.14, 94.2458, 97.8083, 95.2214, 96.1846, 96.7764, 97.2203, 97.5947, 97.6898
1774.08, 94.1779, 97.8021, 95.1674, 96.148, 96.755, 97.1919, 97.5654, 97.692
1774.02, 94.1063, 97.8032, 95.1089, 96.1096, 96.7296, 97.1671, 97.5316, 97.6953
1773.96, 94.0304, 97.8098, 95.046, 96.0691, 96.7, 97.1458, 97.4963, 97.6986
1773.9, 93.9498, 97.8194, 94.9788, 96.027, 96.6672, 97.1272, 97.4629, 97.7009
1773.84, 93.8647, 97.8293, 94.9076, 95.9846, 96.6325, 97.1102, 97.4349, 97.7016
1773.78, 93.7759, 97.8371, 94.8328, 95.9433, 96.5974, 97.0937, 97.4142, 97.7006
1773.72, 93.6845, 97.8415, 94.7554, 95.9044, 96.563, 97.0767, 97.4006, 97.6983
1773.66, 93.5914, 97.8419, 94.6769, 95.8681, 96.5296, 97.0588, 97.3923, 97.6951
1773.6, 93.4971, 97.8387, 94.5988, 95.8335, 96.497, 97.0399, 97.3862, 97.691
1773.54, 93.4015, 97.8325, 94.5225, 95.7987, 96.4642, 97.02, 97.3792, 97.6856
1773.48, 93.3043, 97.824, 94.4482, 95.761, 96.4301, 96.9996, 97.3694, 97.678
1773.42, 93.2052, 97.8138, 94.3757, 95.7179, 96.3942, 96.979, 97.356, 97.6666
1773.36, 93.1044, 97.8025, 94.3034, 95.6676, 96.3563, 96.9588, 97.3397, 97.6501
1773.3, 93.0027, 97.7905, 94.2299, 95.6099, 96.317, 96.939, 97.3217, 97.6276
1773.24, 92.9012, 97.7786, 94.154, 95.5457, 96.2776, 96.9196, 97.303, 97.5993
1773.18, 92.8011, 97.7673, 94.0751, 95.4773, 96.2391, 96.9002, 97.284, 97.5664
1773.12, 92.7033, 97.7572, 93.9939, 95.4076, 96.2024, 96.88, 97.2643, 97.5309
1773.06, 92.6075, 97.7485, 93.9116, 95.3389, 96.1675, 96.858, 97.2429, 97.4954
1773, 92.5129, 97.7409, 93.8297, 95.273, 96.1341, 96.8331, 97.2193, 97.462
1772.94, 92.4178, 97.7335, 93.7497, 95.2105, 96.1009, 96.8047, 97.1933, 97.4324
1772.88, 92.3203, 97.725, 93.6721, 95.1511, 96.067, 96.7728, 97.1656, 97.4071
1772.82, 92.2184, 97.7141, 93.5967, 95.0942, 96.0313, 96.7381, 97.1371, 97.3858
1772.76, 92.1113, 97.7, 93.5227, 95.0388, 95.9936, 96.7017, 97.1091, 97.3674
1772.7, 91.9985, 97.6828, 93.4487, 94.9848, 95.9537, 96.6653, 97.0821, 97.3506
1772.64, 91.8806, 97.6634, 93.3733, 94.9319, 95.912, 96.6297, 97.0564, 97.3344
1772.58, 91.7588, 97.6439, 93.2954, 94.88, 95.869, 96.5954, 97.0318, 97.3183
1772.52, 91.6345, 97.6264, 93.2146, 94.8289, 95.825, 96.5618, 97.0082, 97.3024
1772.46, 91.5092, 97.6129, 93.1305, 94.7775, 95.78, 96.5278, 96.9861, 97.2876
1772.4, 91.3845, 97.6046, 93.0435, 94.7245, 95.7339, 96.4922, 96.9659, 97.2747
1772.34, 91.2616, 97.6016, 92.9543, 94.668, 95.6866, 96.4543, 96.9486, 97.2645
1772.28, 91.1416, 97.6029, 92.8635, 94.6065, 95.638, 96.4141, 96.9345, 97.2577
1772.22, 91.0251, 97.6066, 92.7722, 94.5393, 95.5883, 96.3727, 96.9233, 97.2539
1772.16, 90.912, 97.6101, 92.6814, 94.4668, 95.5378, 96.3316, 96.914, 97.2524
1772.1, 90.8016, 97.6107, 92.5919, 94.3903, 95.4869, 96.2925, 96.9048, 97.2522
1772.03, 90.6928, 97.6065, 92.5043, 94.3119, 95.4362, 96.2567, 96.894, 97.2516
1771.97, 90.584, 97.596, 92.4189, 94.2341, 95.386, 96.2247, 96.8805, 97.2494
1771.91, 90.474, 97.5796, 92.3355, 94.1587, 95.3365, 96.1961, 96.8643, 97.2441
1771.85, 90.3625, 97.5585, 92.2535, 94.0867, 95.2881, 96.1697, 96.8461, 97.2351
1771.79, 90.2496, 97.535, 92.1724, 94.0182, 95.2408, 96.1441, 96.8271, 97.2219
1771.73, 90.1364, 97.5116, 92.0918, 93.9526, 95.1949, 96.1178, 96.8085, 97.2043
1771.67, 90.0245, 97.4907, 92.0114, 93.8889, 95.1506, 96.09, 96.7907, 97.1824
1771.61, 89.9154, 97.4736, 91.9311, 93.8261, 95.108, 96.0608, 96.7738, 97.1567
1771.55, 89.81, 97.4602, 91.851, 93.7638, 95.0672, 96.0305, 96.7569, 97.1277
1771.49, 89.7087, 97.4492, 91.7713, 93.7021, 95.0282, 96.0003, 96.7394, 97.0965
1771.43, 89.6112, 97.4385, 91.6922, 93.6419, 94.9906, 95.9715, 96.7208, 97.0644
1771.37, 89.5166, 97.4256, 91.614, 93.5842, 94.9541, 95.945, 96.701, 97.0331
1771.31, 89.4239, 97.4088, 91.5369, 93.5305, 94.9183, 95.9218, 96.6804, 97.0045
1771.25, 89.3318, 97.3871, 91.4614, 93.4818, 94.8825, 95.902, 96.6598, 96.9802
1771.19, 89.2395, 97.3608, 91.3877, 93.4387, 94.8465, 95.8854, 96.6393, 96.9615
1771.13, 89.1464, 97.3311, 91.3161, 93.4007, 94.8097, 95.871, 96.6191, 96.9489
1771.07, 89.0523, 97.2995, 91.2466, 93.3669, 94.7719, 95.8578, 96.5985, 96.9418
1771.01, 88.9571, 97.2676, 91.1791, 93.3352, 94.7327, 95.8443, 96.5772, 96.9393
1770.95, 88.8611, 97.2364, 91.1131, 93.3035, 94.6922, 95.8293, 96.5546, 96.9396
1770.89, 88.765, 97.2065, 91.0482, 93.2693, 94.6501, 95.8117, 96.5307, 96.9409
1770.83, 88.6695, 97.1784, 90.9838, 93.2311, 94.6064, 95.791, 96.5058, 96.9418
1770.77, 88.5755, 97.1525, 90.9197, 93.1878, 94.5614, 95.7672, 96.4808, 96.941
1770.71, 88.4839, 97.1296, 90.8561, 93.1397, 94.5155, 95.7411, 96.4565, 96.938
1770.65, 88.3953, 97.1106, 90.7932, 93.0879, 94.4696, 95.7137, 96.4336, 96.9325
1770.59, 88.3101, 97.0963, 90.7318, 93.0345, 94.425, 95.6865, 96.4126, 96.9249
1770.53, 88.2281, 97.0874, 90.6725, 92.9813, 94.383, 95.6608, 96.3936, 96.9159
1770.47, 88.1487, 97.0835, 90.6161, 92.9301, 94.3451, 95.6378, 96.3762, 96.9065
1770.41, 88.0712, 97.0838, 90.563, 92.8819, 94.3126, 95.618, 96.3602, 96.8976
1770.35, 87.9951, 97.0866, 90.514, 92.8373, 94.2857, 95.6016, 96.3451, 96.8898
1770.29, 87.92, 97.09, 90.4693, 92.796, 94.2644, 95.5877, 96.3307, 96.8834
1770.23, 87.846, 97.0929, 90.429, 92.7577, 94.2475, 95.5754, 96.3168, 96.878
1770.17, 87.7736, 97.0944, 90.3931, 92.7223, 94.2335, 95.5632, 96.304, 96.8724
1770.11, 87.7036, 97.0947, 90.3607, 92.6897, 94.2206, 95.55, 96.2928, 96.8651
1770.05, 87.6374, 97.0948, 90.331, 92.6605, 94.2074, 95.5348, 96.2842, 96.8547
1769.99, 87.5761, 97.0958, 90.3025, 92.6349, 94.1929, 95.5175, 96.2788, 96.8403
1769.93, 87.5211, 97.0986, 90.274, 92.6131, 94.177, 95.4984, 96.2771, 96.8218
1769.87, 87.4732, 97.1035, 90.2449, 92.5951, 94.16, 95.4784, 96.279, 96.8004
1769.8, 87.433, 97.1102, 90.2154, 92.5804, 94.1427, 95.4586, 96.2839, 96.7781
1769.74, 87.4007, 97.1178, 90.1868, 92.5684, 94.1261, 95.4403, 96.2907, 96.7574
1769.68, 87.3759, 97.1251, 90.1611, 92.5586, 94.1114, 95.4246, 96.2984, 96.7406
1769.62, 87.3581, 97.1313, 90.1403, 92.5508, 94.0997, 95.4121, 96.3061, 96.7292
1769.56, 87.3462, 97.1359, 90.126, 92.5455, 94.0924, 95.4032, 96.3135, 96.7235
1769.5, 87.3389, 97.1391, 90.1189, 92.5431, 94.0909, 95.3981, 96.3206, 96.7228
1769.44, 87.335, 97.1413, 90.118, 92.5447, 94.0964, 95.3966, 96.3278, 96.7257
1769.38, 87.333, 97.1436, 90.1218, 92.5507, 94.1096, 95.3987, 96.335, 96.7304
1769.32, 87.3317, 97.1465, 90.1281, 92.5613, 94.1306, 95.4043, 96.3418, 96.7356
1769.26, 87.3302, 97.1507, 90.1353, 92.5759, 94.158, 95.4131, 96.3475, 96.7405
1769.2, 87.3281, 97.156, 90.1426, 92.5932, 94.1898, 95.4251, 96.3513, 96.7449
1769.14, 87.3257, 97.1622, 90.1507, 92.6113, 94.2234, 95.4403, 96.3529, 96.749
1769.08, 87.3243, 97.1685, 90.1605, 92.6286, 94.2562, 95.4585, 96.3528, 96.7532
1769.02, 87.3257, 97.1741, 90.1735, 92.6437, 94.2864, 95.4793, 96.3525, 96.7575
1768.96, 87.3319, 97.1783, 90.1903, 92.6558, 94.313, 95.5022, 96.3538, 96.7618
1768.9, 87.3445, 97.1806, 90.2106, 92.6652, 94.3363, 95.526, 96.3583, 96.7654
1768.84, 87.3643, 97.1806, 90.2329, 92.6726, 94.3568, 95.5495, 96.3669, 96.768
1768.78, 87.3909, 97.1784, 90.2555, 92.6796, 94.3754, 95.571, 96.3795, 96.7693
1768.72, 87.423, 97.1744, 90.2768, 92.6879, 94.3924, 95.5891, 96.3949, 96.7699
1768.66, 87.4585, 97.1694, 90.2965, 92.6991, 94.408, 95.6027, 96.4112, 96.7708
1768.6, 87.4954, 97.1644, 90.3156, 92.7145, 94.4218, 95.6116, 96.4271, 96.7737
1768.54, 87.5324, 97.1607, 90.3362, 92.7349, 94.434, 95.617, 96.4417, 96.7805
1768.48, 87.5693, 97.16, 90.3606, 92.7604, 94.4448, 95.6208, 96.4552, 96.793
1768.42, 87.6071, 97.1637, 90.391, 92.791, 94.4557, 95.6255, 96.4681, 96.8119
1768.36, 87.6477, 97.1731, 90.428, 92.8264, 94.4684, 95.6337, 96.4813, 96.837
1768.3, 87.6928, 97.1888, 90.4712, 92.8663, 94.4851, 95.6472, 96.4947, 96.8672
1768.24, 87.7439, 97.2106, 90.5187, 92.9104, 94.5072, 95.6665, 96.5079, 96.9003
1768.18, 87.8015, 97.2376, 90.5684, 92.9583, 94.5354, 95.6904, 96.5199, 96.9337
1768.12, 87.8648, 97.2679, 90.6183, 93.0096, 94.5693, 95.7171, 96.5298, 96.9649
1768.06, 87.9322, 97.2993, 90.6677, 93.0636, 94.6074, 95.744, 96.5377, 96.9925
1768, 88.0017, 97.3296, 90.7169, 93.119, 94.6476, 95.7693, 96.5449, 97.0155
1767.94, 88.0716, 97.357, 90.7672, 93.1744, 94.6881, 95.7923, 96.5536, 97.0344
1767.88, 88.1406, 97.3809, 90.8204, 93.2282, 94.7272, 95.8136, 96.5663, 97.0498
1767.82, 88.2079, 97.4012, 90.8775, 93.279, 94.7641, 95.835, 96.5848, 97.0628
1767.76, 88.2736, 97.4188, 90.9391, 93.3261, 94.7987, 95.8584, 96.6103, 97.0743
1767.7, 88.3383, 97.4348, 91.005, 93.3691, 94.8317, 95.8855, 96.6419, 97.0847
1767.64, 88.4026, 97.4502, 91.0739, 93.409, 94.8639, 95.917, 96.6781, 97.0942
1767.58, 88.4674, 97.4655, 91.1443, 93.447, 94.8966, 95.9522, 96.7167, 97.1029
1767.51, 88.5332, 97.4806, 91.2148, 93.4851, 94.9311, 95.9894, 96.7555, 97.1109
1767.45, 88.6006, 97.4947, 91.2843, 93.5252, 94.9681, 96.0263, 96.7932, 97.1185
1767.39, 88.6697, 97.507, 91.3519, 93.5687, 95.008, 96.0608, 96.8291, 97.1263
1767.33, 88.7406, 97.5168, 91.4173, 93.617, 95.0505, 96.0913, 96.863, 97.1349
1767.27, 88.8134, 97.5235, 91.4805, 93.6702, 95.0946, 96.1175, 96.8952, 97.1449
1767.21, 88.8881, 97.5276, 91.5421, 93.7284, 95.1388, 96.1399, 96.9256, 97.1563
1767.15, 88.965, 97.53, 91.6027, 93.7906, 95.1816, 96.1594, 96.9539, 97.169
1767.09, 89.0447, 97.5319, 91.6631, 93.8558, 95.222, 96.1773, 96.9799, 97.1826
1767.03, 89.1282, 97.5346, 91.7242, 93.9227, 95.2594, 96.1948, 97.0033, 97.1966
1766.97, 89.2161, 97.539, 91.7869, 93.99, 95.2943, 96.2122, 97.0241, 97.2104
1766.91, 89.3091, 97.5457, 91.8517, 94.0567, 95.3276, 96.2298, 97.0429, 97.2239
1766.85, 89.4072, 97.5547, 91.9186, 94.122, 95.3605, 96.2475, 97.0604, 97.2367
1766.79, 89.5098, 97.5657, 91.9875, 94.1854, 95.3941, 96.2654, 97.0776, 97.2491
1766.73, 89.6157, 97.5779, 92.0577, 94.2469, 95.4292, 96.2838, 97.0954, 97.2609
1766.67, 89.7236, 97.5909, 92.1289, 94.3068, 95.466, 96.3034, 97.1145, 97.2724
1766.61, 89.8323, 97.604, 92.2005, 94.3654, 95.5047, 96.3252, 97.1357, 97.2837
1766.55, 89.9406, 97.6173, 92.2728, 94.423, 95.5453, 96.3501, 97.1593, 97.2951
1766.49, 90.0483, 97.6307, 92.3461, 94.4796, 95.5879, 96.3787, 97.1854, 97.307
1766.43, 90.1553, 97.6448, 92.4213, 94.535, 95.6326, 96.411, 97.214, 97.3198
1766.37, 90.2616, 97.66, 92.499, 94.5889, 95.6793, 96.4464, 97.2441, 97.3341
1766.31, 90.3672, 97.6768, 92.5798, 94.6409, 95.7275, 96.4836, 97.2745, 97.3502
1766.25, 90.472, 97.6954, 92.6632, 94.691, 95.7761, 96.521, 97.3033, 97.3683
1766.19, 90.5754, 97.7155, 92.7486, 94.7392, 95.8234, 96.5569, 97.3288, 97.3884
1766.13, 90.6771, 97.7365, 92.8344, 94.7862, 95.8675, 96.5899, 97.3493, 97.4098
1766.07, 90.7769, 97.7572, 92.9189, 94.8324, 95.9073, 96.6195, 97.364, 97.432
1766.01, 90.875, 97.7766, 93.0006, 94.8788, 95.9424, 96.6455, 97.3731, 97.4542
1765.95, 90.9725, 97.7936, 93.0786, 94.9255, 95.9733, 96.6685, 97.3779, 97.4753
1765.89, 91.0702, 97.8078, 93.1528, 94.9731, 96.0017, 96.6897, 97.3805, 97.4947
1765.83, 91.1691, 97.8191, 93.2246, 95.0213, 96.0296, 96.7101, 97.383, 97.5115
1765.77, 91.2699, 97.828, 93.2955, 95.0701, 96.0587, 96.7312, 97.3874, 97.5256
1765.71, 91.3722, 97.8351, 93.3678, 95.1195, 96.0904, 96.7541, 97.3949, 97.5371
1765.65, 91.4752, 97.8412, 93.4428, 95.1693, 96.125, 96.7798, 97.406, 97.5465
1765.59, 91.5775, 97.847, 93.521, 95.2198, 96.1619, 96.8088, 97.4202, 97.5549
1765.53, 91.6776, 97.8528, 93.6017, 95.2708, 96.2003, 96.8415, 97.4367, 97.5637
1765.47, 91.7743, 97.8588, 93.6829, 95.3219, 96.2393, 96.8776, 97.4541, 97.5739
1765.41, 91.8668, 97.8656, 93.7622, 95.3726, 96.2779, 96.9164, 97.4714, 97.5865
1765.35, 91.9554, 97.8737, 93.8376, 95.4221, 96.3159, 96.9567, 97.4876, 97.6018
1765.28, 92.0409, 97.8839, 93.908, 95.4692, 96.3529, 96.9969, 97.5024, 97.6195
1765.22, 92.1246, 97.8971, 93.9734, 95.5133, 96.389, 97.0354, 97.5159, 97.639
1765.16, 92.2082, 97.9136, 94.0349, 95.5544, 96.4239, 97.0705, 97.5288, 97.6594
1765.1, 92.2929, 97.9329, 94.0942, 95.5928, 96.4573, 97.1015, 97.5421, 97.68
1765.04, 92.3795, 97.9536, 94.1528, 95.6299, 96.489, 97.1281, 97.5567, 97.7004
1764.98, 92.4683, 97.9735, 94.2113, 95.6672, 96.5186, 97.1509, 97.5736, 97.7201
1764.92, 92.5588, 97.9898, 94.2695, 95.7063, 96.5458, 97.1709, 97.5934, 97.7389
1764.86, 92.6498, 98, 94.3263, 95.7483, 96.5709, 97.1894, 97.616, 97.7565
1764.8, 92.7403, 98.0028, 94.3809, 95.7937, 96.594, 97.2072, 97.6413, 97.7722
1764.74, 92.8292, 97.9984, 94.4325, 95.8421, 96.616, 97.2251, 97.6684, 97.7851
1764.68, 92.916, 97.9886, 94.4817, 95.8925, 96.6379, 97.2432, 97.6964, 97.7946
1764.62, 93.0009, 97.9768, 94.5295, 95.9436, 96.6607, 97.2613, 97.7244, 97.8005
1764.56, 93.0843, 97.9667, 94.5775, 95.9941, 96.6856, 97.2792, 97.7516, 97.803
1764.5, 93.1669, 97.9618, 94.6267, 96.0432, 96.7134, 97.2968, 97.777, 97.8036
1764.44, 93.2487, 97.9645, 94.678, 96.0906, 96.7443, 97.314, 97.8001, 97.8041
1764.38, 93.3292, 97.975, 94.7309, 96.1367, 96.7781, 97.331, 97.8203, 97.8065
1764.32, 93.407, 97.992, 94.7846, 96.1821, 96.8135, 97.3477, 97.8373, 97.8128
1764.26, 93.4807, 98.0129, 94.8383, 96.2275, 96.8491, 97.3639, 97.8514, 97.8238
1764.2, 93.5489, 98.0343, 94.8913, 96.2733, 96.8833, 97.379, 97.8632, 97.8395
1764.14, 93.6111, 98.0533, 94.9437, 96.3198, 96.9151, 97.3928, 97.8738, 97.8584
1764.08, 93.6682, 98.0681, 94.9962, 96.3666, 96.944, 97.4051, 97.8844, 97.8783
1764.02, 93.7223, 98.0783, 95.0495, 96.4138, 96.9707, 97.4163, 97.8962, 97.8966
1763.96, 93.7764, 98.0848, 95.1041, 96.4612, 96.9962, 97.4276, 97.9099, 97.9108
1763.9, 93.8334, 98.0896, 95.1599, 96.5091, 97.0218, 97.4403, 97.9258, 97.9196
1763.84, 93.8954, 98.0946, 95.2158, 96.5581, 97.0482, 97.4564, 97.9436, 97.9227
1763.78, 93.9634, 98.1015, 95.2709, 96.6087, 97.0754, 97.4773, 97.9627, 97.9213
1763.72, 94.0366, 98.1109, 95.3238, 96.6613, 97.1022, 97.5037, 97.9828, 97.9179
1763.66, 94.113, 98.1226, 95.3741, 96.7153, 97.1268, 97.5358, 98.0036, 97.9153
1763.6, 94.1905, 98.1355, 95.4219, 96.7696, 97.1472, 97.5728, 98.0254, 97.916
1763.54, 94.2667, 98.1484, 95.4679, 96.8223, 97.162, 97.6134, 98.0485, 97.9217
1763.48, 94.3404, 98.1602, 95.5133, 96.8717, 97.171, 97.656, 98.0734, 97.9324
1763.42, 94.411, 98.1702, 95.559, 96.9165, 97.1749, 97.6987, 98.0998, 97.9472
1763.36, 94.4788, 98.1783, 95.6058, 96.9561, 97.1761, 97.7398, 98.1272, 97.9636
1763.3, 94.5444, 98.1849, 95.6541, 96.9914, 97.1771, 97.7775, 98.1544, 97.9792
1763.24, 94.608, 98.1905, 95.7038, 97.0237, 97.1808, 97.8101, 98.1801, 97.9917
1763.18, 94.6699, 98.1954, 95.7549, 97.055, 97.1894, 97.8361, 98.2032, 98.0002
1763.12, 94.7296, 98.1995, 95.8071, 97.0869, 97.2041, 97.8544, 98.2231, 98.0045
1763.05, 94.7869, 98.2025, 95.86, 97.1201, 97.225, 97.8647, 98.2399, 98.0059
1762.99, 94.8418, 98.2038, 95.913, 97.1545, 97.2514, 97.8678, 98.2544, 98.006
1762.93, 94.8952, 98.2032, 95.9648, 97.1893, 97.2819, 97.8652, 98.2679, 98.0066
1762.87, 94.9485, 98.2008, 96.014, 97.2234, 97.3151, 97.8595, 98.2819, 98.0091
1762.81, 95.0037, 98.1973, 96.0587, 97.2562, 97.3494, 97.8534, 98.2977, 98.0141
1762.75, 95.0626, 98.1938, 96.0973, 97.2873, 97.384, 97.8495, 98.3161, 98.0219
1762.69, 95.1265, 98.1915, 96.1289, 97.3173, 97.4182, 97.8495, 98.3376, 98.0323
1762.63, 95.1954, 98.1915, 96.1534, 97.3469, 97.4517, 97.854, 98.3618, 98.0448
1762.57, 95.2683, 98.1944, 96.1716, 97.3769, 97.4842, 97.8629, 98.3881, 98.059
1762.51, 95.343, 98.1998, 96.1854, 97.4074, 97.5154, 97.8748, 98.4152, 98.0743
1762.45, 95.4165, 98.2067, 96.197, 97.4383, 97.5444, 97.8886, 98.4416, 98.09
1762.39, 95.4859, 98.2137, 96.2089, 97.4687, 97.5701, 97.9029, 98.4657, 98.1053
1762.33, 95.5489, 98.219, 96.2231, 97.4979, 97.5914, 97.9168, 98.4862, 98.1195
