Wavenumber, 9701_3-1.SPA, 9702_3-1.SPA, 9703_3-1.SPA, 971051_3-1.SPA, 971052_3-1.SPA, 971053_3-1.SPA, 97151_3-1.SPA, 97152_3-1.SPA, 97153_3-1.SPA, 97301_3-1.SPA, 97302_3-1.SPA, 97303_3-1.SPA, 97451_3-1.SPA, 97452_3-1.SPA, 97453_3-1.SPA, 97601_3-1.SPA, 97602_3-1.SPA, 97603_3-1.SPA, 97751_3-1.SPA, 97752_3-1.SPA, 97753_3-1.SPA, 97901_3-1.SPA, 97902_3-1.SPA, 97903_3-1.SPA
1849.36, 98.7758, 98.3195, 98.1921, 98.5595, 98.5186, 98.2704, 98.1264, 98.5308, 97.911, 98.2245, 98.6975, 98.279, 98.4357, 98.6741, 98.341, 98.2757, 98.2243, 98.7418, 97.9415, 98.5287, 98.4613, 98.2806, 98.4061, 98.1395
1849.3, 98.7807, 98.3121, 98.1927, 98.5501, 98.5149, 98.2554, 98.1389, 98.5336, 97.9041, 98.2643, 98.7134, 98.2954, 98.423, 98.6891, 98.3682, 98.2469, 98.203, 98.7517, 97.9425, 98.522, 98.4549, 98.2819, 98.4008, 98.1582
1849.24, 98.7801, 98.3033, 98.1891, 98.5449, 98.5112, 98.2416, 98.1481, 98.5327, 97.8985, 98.301, 98.733, 98.3108, 98.3995, 98.6965, 98.3892, 98.2188, 98.1748, 98.7605, 97.9431, 98.5113, 98.4506, 98.2894, 98.3942, 98.1853
1849.18, 98.7771, 98.2937, 98.1818, 98.5456, 98.5091, 98.2313, 98.1541, 98.53, 97.8931, 98.33, 98.7547, 98.3229, 98.3685, 98.697, 98.4002, 98.1927, 98.1429, 98.7639, 97.9436, 98.4982, 98.4497, 98.3019, 98.3856, 98.2145
1849.12, 98.7754, 98.2845, 98.1709, 98.5523, 98.5101, 98.2253, 98.1581, 98.5282, 97.8878, 98.3484, 98.777, 98.3297, 98.3341, 98.692, 98.3985, 98.1696, 98.1119, 98.7582, 97.9449, 98.4843, 98.4524, 98.3168, 98.3749, 98.24
1849.06, 98.7773, 98.2769, 98.1567, 98.564, 98.5155, 98.2227, 98.1612, 98.5305, 97.8836, 98.356, 98.798, 98.3294, 98.3005, 98.6829, 98.3827, 98.15, 98.0865, 98.7415, 97.9489, 98.4708, 98.4577, 98.3304, 98.3632, 98.2578
1849, 98.7837, 98.2715, 98.1403, 98.5788, 98.5266, 98.2218, 98.1643, 98.5393, 97.8823, 98.3548, 98.8161, 98.3224, 98.2706, 98.6704, 98.3534, 98.1351, 98.0709, 98.7138, 97.9574, 98.4592, 98.4635, 98.339, 98.3526, 98.2666
1848.94, 98.7937, 98.2684, 98.1234, 98.5952, 98.5438, 98.2203, 98.1669, 98.5556, 97.8857, 98.3485, 98.8295, 98.3111, 98.2466, 98.654, 98.313, 98.1259, 98.0675, 98.6773, 97.9712, 98.4505, 98.4669, 98.3401, 98.3462, 98.2673
1848.88, 98.8051, 98.2665, 98.1084, 98.6118, 98.5668, 98.2163, 98.1679, 98.5786, 97.8939, 98.3411, 98.8374, 98.3, 98.2295, 98.6328, 98.2664, 98.123, 98.0765, 98.636, 97.9893, 98.4457, 98.4655, 98.3338, 98.347, 98.2625
1848.82, 98.8158, 98.2649, 98.0975, 98.6283, 98.5943, 98.2087, 98.1657, 98.6057, 97.9055, 98.336, 98.8397, 98.2937, 98.2197, 98.6066, 98.2198, 98.1258, 98.0961, 98.5945, 98.0092, 98.4455, 98.4578, 98.3223, 98.3564, 98.2552
1848.75, 98.8242, 98.2624, 98.0923, 98.6444, 98.624, 98.1975, 98.159, 98.6331, 97.9173, 98.3347, 98.8373, 98.2959, 98.217, 98.5764, 98.1804, 98.1325, 98.1226, 98.5571, 98.027, 98.45, 98.4442, 98.3096, 98.3741, 98.2481
1848.69, 98.83, 98.2586, 98.0929, 98.6605, 98.6526, 98.1834, 98.1472, 98.657, 97.9256, 98.3374, 98.8319, 98.3073, 98.2211, 98.5454, 98.1547, 98.1401, 98.1514, 98.5271, 98.0389, 98.4584, 98.4272, 98.3001, 98.3971, 98.2426
1848.63, 98.8338, 98.2538, 98.0981, 98.6765, 98.6765, 98.1682, 98.1317, 98.6743, 97.9277, 98.3426, 98.8253, 98.3252, 98.2311, 98.518, 98.1472, 98.1459, 98.1782, 98.5062, 98.042, 98.4686, 98.4107, 98.297, 98.4208, 98.2392
1848.57, 98.8367, 98.2489, 98.1059, 98.6918, 98.6918, 98.1537, 98.1145, 98.6837, 97.9226, 98.3487, 98.8189, 98.3438, 98.2456, 98.4986, 98.1595, 98.1479, 98.1992, 98.4948, 98.0358, 98.4781, 98.3994, 98.3017, 98.4399, 98.2376
1848.51, 98.8396, 98.2449, 98.114, 98.7053, 98.6962, 98.1422, 98.0987, 98.6854, 97.9118, 98.3549, 98.813, 98.3561, 98.2624, 98.4907, 98.1896, 98.1458, 98.2117, 98.4923, 98.0219, 98.4842, 98.397, 98.3131, 98.4496, 98.2374
1848.45, 98.8429, 98.2425, 98.1211, 98.7153, 98.6884, 98.1356, 98.0869, 98.6808, 97.8981, 98.3612, 98.8072, 98.3558, 98.2789, 98.4946, 98.2329, 98.141, 98.2146, 98.4976, 98.0045, 98.4853, 98.4051, 98.3282, 98.4473, 98.2383
1848.39, 98.8465, 98.242, 98.1266, 98.7196, 98.6695, 98.1352, 98.0813, 98.6713, 97.8854, 98.3686, 98.8, 98.3395, 98.2926, 98.5081, 98.2827, 98.136, 98.2083, 98.5096, 97.9885, 98.4813, 98.4225, 98.3436, 98.4329, 98.2397
1848.33, 98.8497, 98.2431, 98.1311, 98.7166, 98.642, 98.141, 98.0825, 98.6581, 97.877, 98.3788, 98.7899, 98.3073, 98.3013, 98.5265, 98.332, 98.1336, 98.1948, 98.5277, 97.9786, 98.4739, 98.4454, 98.3563, 98.4091, 98.2414
1848.27, 98.8522, 98.2453, 98.136, 98.7056, 98.6097, 98.1519, 98.0901, 98.6412, 97.8751, 98.3924, 98.7757, 98.263, 98.3044, 98.5443, 98.3747, 98.136, 98.1774, 98.5514, 97.9778, 98.4662, 98.4683, 98.3643, 98.3805, 98.2432
1848.21, 98.8535, 98.2484, 98.1426, 98.6874, 98.5768, 98.1653, 98.1026, 98.6198, 97.8806, 98.409, 98.7568, 98.2128, 98.3022, 98.5567, 98.4067, 98.1444, 98.1606, 98.5799, 97.9863, 98.4621, 98.486, 98.3673, 98.3523, 98.2448
1848.15, 98.853, 98.2523, 98.1519, 98.6645, 98.5471, 98.1778, 98.1179, 98.5938, 97.8935, 98.4265, 98.7335, 98.1635, 98.2966, 98.561, 98.4257, 98.1587, 98.1487, 98.6126, 98.0023, 98.4643, 98.495, 98.3664, 98.3296, 98.2463
1848.09, 98.8502, 98.2579, 98.1645, 98.6403, 98.5231, 98.1855, 98.1337, 98.5636, 97.9126, 98.4414, 98.7071, 98.121, 98.2898, 98.5569, 98.4315, 98.1782, 98.1456, 98.6481, 98.0218, 98.4745, 98.4945, 98.3633, 98.3158, 98.2482
1848.03, 98.8439, 98.2658, 98.1808, 98.6185, 98.5063, 98.1861, 98.1479, 98.5315, 97.9366, 98.4504, 98.6791, 98.0896, 98.2839, 98.5466, 98.4255, 98.2013, 98.153, 98.6851, 98.0408, 98.4922, 98.4864, 98.36, 98.3126, 98.251
1847.97, 98.8323, 98.2768, 98.2005, 98.602, 98.4973, 98.1788, 98.1588, 98.5015, 97.9633, 98.4507, 98.6519, 98.0714, 98.2801, 98.5337, 98.41, 98.2259, 98.1702, 98.7221, 98.0559, 98.5154, 98.4745, 98.3583, 98.3189, 98.2549
1847.91, 98.8141, 98.2912, 98.224, 98.592, 98.4955, 98.1655, 98.1651, 98.4783, 97.9899, 98.4417, 98.6277, 98.0666, 98.2781, 98.522, 98.3881, 98.2498, 98.1939, 98.7575, 98.0658, 98.5411, 98.4631, 98.3597, 98.3319, 98.2599
1847.85, 98.7883, 98.3085, 98.251, 98.5878, 98.5002, 98.1501, 98.1659, 98.4666, 98.0136, 98.425, 98.6089, 98.0738, 98.2772, 98.5146, 98.3632, 98.2701, 98.2189, 98.7898, 98.071, 98.5661, 98.4553, 98.3654, 98.3476, 98.2648
1847.79, 98.7554, 98.3276, 98.2813, 98.5872, 98.5105, 98.1381, 98.1612, 98.4688, 98.0313, 98.4041, 98.5979, 98.0908, 98.2757, 98.5137, 98.3384, 98.2844, 98.2393, 98.8176, 98.0738, 98.5877, 98.4525, 98.3759, 98.3615, 98.2678
1847.73, 98.7174, 98.3473, 98.3138, 98.5878, 98.5249, 98.1345, 98.1517, 98.485, 98.0409, 98.3832, 98.5961, 98.1145, 98.2722, 98.5197, 98.3165, 98.2907, 98.2507, 98.8395, 98.0765, 98.6038, 98.4539, 98.3913, 98.3699, 98.2669
1847.67, 98.6777, 98.3666, 98.3468, 98.5876, 98.542, 98.1425, 98.1394, 98.5124, 98.042, 98.3664, 98.6046, 98.1416, 98.266, 98.5318, 98.2996, 98.2888, 98.251, 98.8539, 98.0807, 98.6128, 98.4575, 98.4105, 98.3707, 98.2604
1847.61, 98.6405, 98.3849, 98.3776, 98.5861, 98.5599, 98.1626, 98.1267, 98.546, 98.0356, 98.3558, 98.6227, 98.1681, 98.2573, 98.5482, 98.2884, 98.28, 98.2409, 98.8596, 98.0865, 98.6137, 98.4612, 98.4318, 98.3639, 98.248
1847.55, 98.6098, 98.402, 98.4035, 98.584, 98.577, 98.1922, 98.1169, 98.5803, 98.0246, 98.3514, 98.6491, 98.1906, 98.2467, 98.5665, 98.2825, 98.2678, 98.2236, 98.8558, 98.0922, 98.6056, 98.4637, 98.4526, 98.351, 98.231
1847.49, 98.5885, 98.418, 98.4221, 98.5826, 98.5916, 98.2263, 98.1126, 98.6107, 98.0125, 98.3511, 98.6812, 98.2063, 98.2354, 98.5846, 98.2805, 98.2569, 98.2036, 98.8425, 98.0954, 98.588, 98.4652, 98.4697, 98.335, 98.2125
1847.43, 98.5781, 98.4326, 98.4318, 98.5827, 98.6032, 98.2587, 98.1155, 98.6343, 98.0029, 98.3512, 98.7157, 98.2135, 98.2244, 98.6004, 98.2808, 98.2518, 98.1847, 98.821, 98.0939, 98.5611, 98.4671, 98.48, 98.3193, 98.1965
1847.37, 98.5784, 98.4445, 98.4327, 98.584, 98.6116, 98.2838, 98.126, 98.6505, 97.9979, 98.3482, 98.7494, 98.2124, 98.2148, 98.6133, 98.2821, 98.2558, 98.1694, 98.7937, 98.0871, 98.5261, 98.4711, 98.4815, 98.3068, 98.1868
1847.31, 98.588, 98.4516, 98.4262, 98.5846, 98.6175, 98.2978, 98.1426, 98.6607, 97.9981, 98.3395, 98.7794, 98.2048, 98.2076, 98.6234, 98.284, 98.2697, 98.1583, 98.764, 98.0761, 98.4857, 98.4789, 98.4732, 98.2989, 98.1862
1847.25, 98.6043, 98.4517, 98.4147, 98.5822, 98.622, 98.2995, 98.1629, 98.6672, 98.0029, 98.3246, 98.8032, 98.1936, 98.2039, 98.6322, 98.2873, 98.2921, 98.1505, 98.7362, 98.064, 98.4441, 98.491, 98.456, 98.2957, 98.1954
1847.19, 98.6244, 98.4423, 98.4012, 98.5743, 98.6261, 98.2902, 98.1836, 98.672, 98.0104, 98.3053, 98.8195, 98.1826, 98.2047, 98.6413, 98.293, 98.3197, 98.1446, 98.7143, 98.0543, 98.406, 98.5065, 98.4322, 98.2957, 98.2134
1847.13, 98.645, 98.4224, 98.3884, 98.5601, 98.6301, 98.2734, 98.2017, 98.6762, 98.0187, 98.2848, 98.8271, 98.1755, 98.2111, 98.652, 98.3024, 98.3482, 98.1399, 98.7017, 98.0501, 98.3766, 98.5238, 98.4052, 98.2968, 98.2371
1847.07, 98.6631, 98.3929, 98.3781, 98.5408, 98.6339, 98.2535, 98.2154, 98.6794, 98.0266, 98.2666, 98.826, 98.1751, 98.2237, 98.6642, 98.3159, 98.3741, 98.1368, 98.7005, 98.0523, 98.3599, 98.541, 98.3789, 98.2968, 98.263
1847.01, 98.6763, 98.3565, 98.3711, 98.5191, 98.6364, 98.2354, 98.2242, 98.6807, 98.0332, 98.2535, 98.8167, 98.1826, 98.2424, 98.6762, 98.3326, 98.3947, 98.1365, 98.7107, 98.0596, 98.3584, 98.5563, 98.3572, 98.2943, 98.2875
1846.95, 98.6833, 98.3176, 98.3672, 98.4989, 98.6365, 98.2229, 98.2289, 98.6783, 98.0386, 98.2461, 98.8006, 98.1978, 98.2656, 98.6849, 98.3507, 98.4086, 98.1405, 98.7305, 98.0687, 98.3723, 98.5687, 98.3429, 98.289, 98.3082
1846.89, 98.6844, 98.2809, 98.3651, 98.4836, 98.633, 98.2189, 98.2315, 98.6716, 98.0435, 98.2429, 98.7801, 98.2187, 98.2907, 98.6864, 98.3672, 98.416, 98.1495, 98.7566, 98.0753, 98.3996, 98.5778, 98.3377, 98.282, 98.3234
1846.83, 98.6812, 98.2505, 98.363, 98.4757, 98.6255, 98.2244, 98.2336, 98.6606, 98.0483, 98.2406, 98.7582, 98.2425, 98.3142, 98.6776, 98.3791, 98.4175, 98.1627, 98.7844, 98.0757, 98.436, 98.5838, 98.3414, 98.2751, 98.3331
1846.77, 98.6765, 98.229, 98.359, 98.476, 98.6143, 98.2387, 98.2366, 98.6468, 98.0533, 98.2356, 98.7381, 98.2661, 98.3326, 98.6571, 98.384, 98.4144, 98.1774, 98.8094, 98.0682, 98.476, 98.5871, 98.3523, 98.2703, 98.3378
1846.71, 98.6734, 98.217, 98.3512, 98.4841, 98.6003, 98.2594, 98.2409, 98.6323, 98.0584, 98.2256, 98.7229, 98.2867, 98.3432, 98.6262, 98.3807, 98.4083, 98.1897, 98.8282, 98.0534, 98.5137, 98.5882, 98.3678, 98.2689, 98.3383
1846.65, 98.6745, 98.2133, 98.3383, 98.4988, 98.585, 98.2829, 98.2456, 98.6192, 98.0627, 98.2101, 98.7145, 98.3028, 98.3443, 98.5884, 98.3694, 98.4013, 98.1956, 98.8393, 98.0342, 98.5441, 98.5869, 98.3844, 98.271, 98.3356
1846.59, 98.6807, 98.2157, 98.3195, 98.5188, 98.5702, 98.3048, 98.2494, 98.6088, 98.0651, 98.1914, 98.7136, 98.3145, 98.3358, 98.549, 98.3515, 98.3958, 98.192, 98.8436, 98.0147, 98.5639, 98.5831, 98.3992, 98.2755, 98.3302
1846.53, 98.6914, 98.2219, 98.2945, 98.5427, 98.5575, 98.3211, 98.2506, 98.6008, 98.0641, 98.1738, 98.7195, 98.3229, 98.3193, 98.5136, 98.3297, 98.3942, 98.1777, 98.8438, 97.9989, 98.5723, 98.5764, 98.41, 98.2808, 98.3228
1846.46, 98.7043, 98.2307, 98.2642, 98.5693, 98.5485, 98.3288, 98.2482, 98.5935, 98.0586, 98.1621, 98.7303, 98.3301, 98.297, 98.4869, 98.3072, 98.3982, 98.1536, 98.8438, 97.9894, 98.5709, 98.566, 98.4161, 98.2851, 98.3144
1846.4, 98.7169, 98.2418, 98.2299, 98.5965, 98.5443, 98.3266, 98.2418, 98.5842, 98.0482, 98.1602, 98.7439, 98.3379, 98.2717, 98.4715, 98.2874, 98.4085, 98.123, 98.8471, 97.9869, 98.5634, 98.5519, 98.4183, 98.2877, 98.306
1846.34, 98.7266, 98.2559, 98.1939, 98.6219, 98.5459, 98.3153, 98.2319, 98.5706, 98.0337, 98.1697, 98.7586, 98.3476, 98.2459, 98.468, 98.2736, 98.4236, 98.0901, 98.8557, 97.99, 98.5544, 98.534, 98.4179, 98.2893, 98.2992
1846.28, 98.7324, 98.274, 98.1589, 98.6426, 98.5536, 98.2976, 98.2196, 98.5513, 98.017, 98.1898, 98.7729, 98.3593, 98.2218, 98.4753, 98.2684, 98.4406, 98.0597, 98.8692, 97.9961, 98.5481, 98.5136, 98.4167, 98.2921, 98.2959
1846.22, 98.7341, 98.2966, 98.1282, 98.6554, 98.5668, 98.2772, 98.2067, 98.5271, 98.001, 98.2176, 98.7861, 98.3716, 98.2009, 98.4909, 98.273, 98.4555, 98.0358, 98.8847, 98.0023, 98.5472, 98.4924, 98.416, 98.2991, 98.2977
1846.16, 98.7326, 98.3229, 98.105, 98.6586, 98.5843, 98.258, 98.195, 98.5007, 97.9889, 98.2487, 98.7976, 98.3827, 98.1843, 98.5122, 98.2872, 98.4642, 98.0213, 98.8975, 98.0061, 98.5526, 98.4735, 98.416, 98.3127, 98.3053
1846.1, 98.7286, 98.3507, 98.0922, 98.6514, 98.6036, 98.243, 98.1861, 98.4764, 97.9832, 98.2792, 98.8069, 98.3903, 98.1726, 98.5366, 98.3093, 98.4643, 98.0175, 98.9025, 98.0064, 98.563, 98.46, 98.4164, 98.334, 98.3185
1846.04, 98.723, 98.3767, 98.0915, 98.6352, 98.6221, 98.2339, 98.1813, 98.459, 97.985, 98.306, 98.8129, 98.3924, 98.1661, 98.562, 98.3358, 98.4551, 98.0242, 98.8959, 98.0034, 98.5757, 98.4546, 98.4163, 98.3618, 98.3356
1845.98, 98.7159, 98.3969, 98.1033, 98.6123, 98.6368, 98.2311, 98.1813, 98.4519, 97.9939, 98.3276, 98.8146, 98.3877, 98.1646, 98.5866, 98.363, 98.4383, 98.0395, 98.8765, 97.9982, 98.5879, 98.4588, 98.4155, 98.3929, 98.3537
1845.92, 98.7069, 98.408, 98.1262, 98.5857, 98.646, 98.2334, 98.1864, 98.4562, 98.008, 98.3435, 98.8116, 98.3755, 98.1678, 98.6093, 98.3866, 98.4169, 98.0612, 98.8463, 97.9926, 98.5972, 98.4723, 98.4144, 98.4229, 98.369
1845.86, 98.6962, 98.408, 98.1568, 98.5581, 98.649, 98.2393, 98.1962, 98.4703, 98.0249, 98.3544, 98.804, 98.3554, 98.175, 98.6293, 98.4039, 98.3948, 98.0864, 98.8098, 97.9884, 98.6023, 98.4923, 98.4147, 98.448, 98.3774
1845.8, 98.6842, 98.3972, 98.1903, 98.5318, 98.6471, 98.2472, 98.2093, 98.4903, 98.0423, 98.361, 98.7932, 98.3276, 98.1852, 98.6462, 98.4135, 98.3753, 98.1123, 98.7733, 97.9867, 98.6031, 98.5144, 98.4183, 98.4657, 98.3753
1845.74, 98.6721, 98.378, 98.2209, 98.5082, 98.6436, 98.2556, 98.2236, 98.5112, 98.0588, 98.364, 98.7816, 98.2929, 98.1976, 98.6603, 98.4161, 98.3606, 98.137, 98.7428, 97.9877, 98.6003, 98.5339, 98.4273, 98.4761, 98.3602
1845.68, 98.661, 98.3546, 98.2437, 98.4887, 98.6423, 98.2634, 98.2364, 98.5284, 98.0738, 98.3643, 98.7719, 98.2526, 98.2111, 98.6721, 98.4138, 98.3514, 98.1592, 98.7227, 97.9908, 98.5945, 98.5466, 98.4422, 98.4812, 98.332
1845.62, 98.6515, 98.3323, 98.255, 98.4746, 98.6474, 98.27, 98.2449, 98.5392, 98.0868, 98.3627, 98.7666, 98.2091, 98.2246, 98.6823, 98.4098, 98.3473, 98.1782, 98.7146, 97.9952, 98.5864, 98.5507, 98.4625, 98.4842, 98.2923
1845.56, 98.6435, 98.3161, 98.2538, 98.4678, 98.6614, 98.2745, 98.247, 98.5435, 98.0973, 98.3606, 98.7669, 98.1655, 98.2373, 98.6915, 98.4073, 98.3467, 98.1939, 98.7174, 97.9996, 98.5761, 98.5469, 98.4855, 98.4876, 98.2452
1845.5, 98.6359, 98.3095, 98.2422, 98.4697, 98.6848, 98.2766, 98.242, 98.5437, 98.1041, 98.3591, 98.773, 98.1253, 98.2483, 98.6998, 98.4084, 98.348, 98.2064, 98.7276, 98.0032, 98.5635, 98.5381, 98.508, 98.4926, 98.1964
1845.44, 98.6277, 98.3137, 98.2247, 98.4811, 98.7156, 98.276, 98.2309, 98.5433, 98.1056, 98.3592, 98.7837, 98.0917, 98.2568, 98.7067, 98.4138, 98.3491, 98.2154, 98.7404, 98.0059, 98.5488, 98.5287, 98.5265, 98.4983, 98.1521
1845.38, 98.6187, 98.3276, 98.2072, 98.5013, 98.7494, 98.273, 98.2166, 98.5459, 98.1003, 98.3607, 98.7974, 98.0667, 98.2628, 98.7114, 98.4222, 98.3486, 98.2208, 98.7513, 98.0079, 98.5322, 98.5229, 98.5386, 98.5023, 98.1184
1845.32, 98.61, 98.3478, 98.195, 98.5279, 98.7805, 98.2689, 98.2031, 98.5538, 98.0878, 98.3626, 98.8122, 98.051, 98.2667, 98.7128, 98.4314, 98.3452, 98.2227, 98.7568, 98.0101, 98.515, 98.5234, 98.5432, 98.5022, 98.0997
1845.26, 98.6046, 98.3699, 98.1919, 98.5574, 98.8029, 98.2653, 98.1946, 98.5671, 98.0692, 98.363, 98.8271, 98.0434, 98.2696, 98.71, 98.4384, 98.3388, 98.2215, 98.7552, 98.0129, 98.4986, 98.5309, 98.541, 98.497, 98.0979
1845.2, 98.6059, 98.3898, 98.1982, 98.5857, 98.8122, 98.2647, 98.1942, 98.5843, 98.0472, 98.3604, 98.8418, 98.042, 98.2737, 98.7024, 98.4406, 98.3299, 98.2182, 98.7468, 98.0167, 98.4846, 98.5437, 98.5337, 98.4873, 98.1121
1845.14, 98.617, 98.4045, 98.2118, 98.6093, 98.8058, 98.269, 98.2033, 98.6027, 98.0253, 98.3535, 98.8567, 98.0451, 98.2813, 98.6905, 98.4363, 98.3198, 98.2148, 98.733, 98.0207, 98.4745, 98.5582, 98.5232, 98.476, 98.1387
1845.08, 98.6391, 98.4133, 98.2277, 98.6262, 98.7841, 98.2796, 98.2204, 98.6198, 98.0067, 98.3431, 98.8724, 98.0517, 98.2945, 98.675, 98.4254, 98.3104, 98.2132, 98.7163, 98.0236, 98.4692, 98.5706, 98.5109, 98.4666, 98.1723
1845.02, 98.6709, 98.4174, 98.241, 98.636, 98.7498, 98.2965, 98.2423, 98.634, 97.993, 98.3311, 98.8895, 98.062, 98.3145, 98.6574, 98.4096, 98.3033, 98.2151, 98.6993, 98.0237, 98.4689, 98.5771, 98.4979, 98.4627, 98.2068
1844.96, 98.7083, 98.4193, 98.2477, 98.6397, 98.7077, 98.318, 98.2642, 98.6454, 97.9844, 98.3204, 98.9081, 98.077, 98.3409, 98.6389, 98.3917, 98.2997, 98.2211, 98.6841, 98.0196, 98.4731, 98.5756, 98.4841, 98.4659, 98.2373
1844.9, 98.7463, 98.4217, 98.2466, 98.6383, 98.6636, 98.3413, 98.2814, 98.655, 97.9795, 98.3141, 98.9274, 98.0978, 98.3716, 98.6212, 98.3751, 98.2996, 98.2309, 98.6726, 98.0107, 98.4808, 98.5655, 98.4698, 98.4757, 98.2605
1844.84, 98.7798, 98.4263, 98.2394, 98.6326, 98.6232, 98.3633, 98.29, 98.6645, 97.9765, 98.3138, 98.9464, 98.1243, 98.4032, 98.6052, 98.3635, 98.3017, 98.2425, 98.6661, 97.998, 98.4901, 98.548, 98.4552, 98.4899, 98.2757
1844.78, 98.8053, 98.4332, 98.2303, 98.6226, 98.5918, 98.381, 98.2884, 98.6747, 97.9743, 98.3194, 98.9633, 98.1548, 98.4314, 98.5921, 98.3593, 98.3044, 98.2534, 98.6652, 97.9836, 98.4992, 98.5258, 98.4416, 98.5049, 98.2839
1844.72, 98.8219, 98.4404, 98.2242, 98.6073, 98.5729, 98.3926, 98.277, 98.6859, 97.9726, 98.3291, 98.9763, 98.1859, 98.4527, 98.5824, 98.3636, 98.3058, 98.2612, 98.6699, 97.9708, 98.5064, 98.5022, 98.4308, 98.5173, 98.2877
1844.66, 98.8306, 98.445, 98.2252, 98.586, 98.5685, 98.398, 98.2583, 98.6964, 97.9726, 98.3401, 98.9835, 98.2133, 98.4647, 98.5763, 98.3762, 98.3051, 98.2639, 98.679, 97.9628, 98.5104, 98.4808, 98.4247, 98.5248, 98.2896
1844.6, 98.834, 98.4442, 98.2354, 98.5587, 98.5785, 98.3983, 98.2361, 98.7043, 97.9756, 98.3496, 98.9834, 98.2329, 98.467, 98.574, 98.3948, 98.3025, 98.2603, 98.6906, 97.9623, 98.5109, 98.4643, 98.425, 98.5266, 98.2913
