Wavenumber, 9701_3-1.SPA, 9702_3-1.SPA, 9703_3-1.SPA, 971051_3-1.SPA, 971052_3-1.SPA, 971053_3-1.SPA, 97151_3-1.SPA, 97152_3-1.SPA, 97153_3-1.SPA, 97301_3-1.SPA, 97302_3-1.SPA, 97303_3-1.SPA, 97451_3-1.SPA, 97452_3-1.SPA, 97453_3-1.SPA, 97601_3-1.SPA, 97602_3-1.SPA, 97603_3-1.SPA, 97751_3-1.SPA, 97752_3-1.SPA, 97753_3-1.SPA, 97901_3-1.SPA, 97902_3-1.SPA, 97903_3-1.SPA
1810, 98.6534, 98.2362, 98.4002, 98.5505, 98.6309, 98.314, 98.2235, 98.7356, 98.0535, 98.2856, 98.7638, 98.4, 98.3802, 98.6349, 98.3886, 98.3119, 98.3446, 98.8298, 98.0278, 98.6632, 98.6823, 98.3182, 98.6143, 98.4005
1809.94, 98.6442, 98.2223, 98.4022, 98.5515, 98.638, 98.2952, 98.2139, 98.7189, 98.0694, 98.2857, 98.7502, 98.3867, 98.3744, 98.6342, 98.4007, 98.3118, 98.3208, 98.822, 98.0347, 98.6631, 98.6913, 98.3286, 98.6128, 98.3941
1809.88, 98.6331, 98.2185, 98.4077, 98.5518, 98.6427, 98.2833, 98.2096, 98.6953, 98.087, 98.2883, 98.7482, 98.3722, 98.3751, 98.6341, 98.4134, 98.3159, 98.2927, 98.8129, 98.0425, 98.6666, 98.7015, 98.3421, 98.6143, 98.3983
1809.82, 98.6203, 98.2248, 98.416, 98.5505, 98.6424, 98.2801, 98.2105, 98.6671, 98.1058, 98.2942, 98.7573, 98.3563, 98.3821, 98.6354, 98.4251, 98.3237, 98.2632, 98.8043, 98.0503, 98.6731, 98.7101, 98.3571, 98.619, 98.413
1809.76, 98.6068, 98.2392, 98.425, 98.5471, 98.6355, 98.2854, 98.2152, 98.6372, 98.1244, 98.3034, 98.7742, 98.3382, 98.393, 98.6382, 98.4347, 98.3336, 98.2355, 98.7977, 98.0573, 98.6809, 98.7147, 98.3732, 98.6259, 98.4354
1809.7, 98.5939, 98.2577, 98.4316, 98.542, 98.6213, 98.2972, 98.222, 98.6089, 98.1412, 98.3154, 98.7944, 98.3177, 98.4039, 98.642, 98.4415, 98.3434, 98.2129, 98.7937, 98.0635, 98.688, 98.7144, 98.391, 98.633, 98.462
1809.64, 98.5831, 98.2754, 98.4329, 98.5358, 98.6015, 98.3119, 98.2292, 98.5855, 98.1545, 98.3295, 98.8139, 98.2951, 98.4106, 98.6458, 98.4451, 98.3514, 98.1967, 98.7917, 98.069, 98.6921, 98.7093, 98.4114, 98.6382, 98.4878
1809.58, 98.5764, 98.288, 98.4269, 98.5296, 98.5794, 98.326, 98.2356, 98.5696, 98.1637, 98.3447, 98.8304, 98.2722, 98.4104, 98.6479, 98.4455, 98.3567, 98.1872, 98.79, 98.0743, 98.6922, 98.7006, 98.4351, 98.6392, 98.5085
1809.52, 98.5755, 98.2926, 98.413, 98.5242, 98.559, 98.3361, 98.2405, 98.5624, 98.1688, 98.3599, 98.8436, 98.2512, 98.4027, 98.6469, 98.4428, 98.3595, 98.1828, 98.7868, 98.0799, 98.6883, 98.6898, 98.4619, 98.6349, 98.5206
1809.46, 98.5818, 98.2884, 98.3926, 98.5201, 98.5446, 98.3407, 98.244, 98.5639, 98.1709, 98.3739, 98.855, 98.2343, 98.3891, 98.6419, 98.4375, 98.361, 98.1817, 98.781, 98.086, 98.6818, 98.679, 98.4907, 98.6254, 98.5222
1809.4, 98.5957, 98.277, 98.3678, 98.5175, 98.5393, 98.3395, 98.2461, 98.5726, 98.171, 98.3845, 98.8664, 98.2234, 98.3725, 98.633, 98.4301, 98.3625, 98.1821, 98.7727, 98.0925, 98.6748, 98.6703, 98.5195, 98.6123, 98.5134
1809.34, 98.6166, 98.2616, 98.3413, 98.5164, 98.5447, 98.334, 98.2463, 98.5858, 98.1696, 98.3896, 98.8785, 98.2193, 98.3564, 98.6212, 98.4214, 98.3651, 98.183, 98.7632, 98.0989, 98.6698, 98.6655, 98.5459, 98.598, 98.4962
1809.28, 98.6427, 98.2461, 98.3153, 98.5167, 98.5604, 98.3262, 98.244, 98.6007, 98.1662, 98.3868, 98.8906, 98.2221, 98.3437, 98.6083, 98.4127, 98.369, 98.1844, 98.7548, 98.1048, 98.6681, 98.6656, 98.5678, 98.5851, 98.4738
1809.22, 98.6715, 98.234, 98.2913, 98.5187, 98.5845, 98.3184, 98.238, 98.6143, 98.1593, 98.375, 98.9003, 98.2311, 98.3357, 98.5965, 98.4052, 98.3734, 98.1867, 98.7496, 98.1096, 98.6699, 98.6708, 98.5837, 98.5757, 98.4501
1809.16, 98.7001, 98.2274, 98.2699, 98.5227, 98.6141, 98.3124, 98.2276, 98.6247, 98.147, 98.3547, 98.9044, 98.2451, 98.3328, 98.588, 98.4006, 98.3771, 98.1907, 98.7489, 98.1135, 98.6741, 98.6801, 98.593, 98.5708, 98.4285
1809.1, 98.7262, 98.2267, 98.2512, 98.5292, 98.6461, 98.3093, 98.2131, 98.6309, 98.1284, 98.3286, 98.9006, 98.2626, 98.3341, 98.5846, 98.4002, 98.3789, 98.1962, 98.7528, 98.1171, 98.6783, 98.6917, 98.5962, 98.5704, 98.4117
1809.04, 98.748, 98.2306, 98.2352, 98.5384, 98.6775, 98.3094, 98.1958, 98.6334, 98.1037, 98.3012, 98.8876, 98.2817, 98.3385, 98.5871, 98.4047, 98.3783, 98.2028, 98.7599, 98.1216, 98.6802, 98.7029, 98.5942, 98.5734, 98.4008
1808.98, 98.7649, 98.2367, 98.222, 98.5499, 98.7058, 98.3128, 98.1782, 98.6333, 98.0751, 98.2777, 98.8664, 98.3003, 98.3451, 98.5958, 98.4143, 98.3754, 98.2095, 98.7685, 98.1284, 98.6777, 98.7113, 98.5887, 98.5783, 98.3956
1808.92, 98.777, 98.2424, 98.2117, 98.5626, 98.729, 98.319, 98.1631, 98.6324, 98.046, 98.2623, 98.8393, 98.3159, 98.3536, 98.6102, 98.4277, 98.3711, 98.2152, 98.7766, 98.1383, 98.6701, 98.715, 98.5812, 98.5834, 98.3942
1808.86, 98.7848, 98.2452, 98.2043, 98.5745, 98.7458, 98.3279, 98.153, 98.6325, 98.0202, 98.2572, 98.8095, 98.3268, 98.3636, 98.629, 98.4427, 98.3667, 98.2196, 98.7831, 98.1514, 98.6582, 98.7132, 98.5731, 98.5878, 98.3942
1808.8, 98.7886, 98.2439, 98.1992, 98.5834, 98.7556, 98.3391, 98.1489, 98.6347, 98.0005, 98.2612, 98.7805, 98.3315, 98.3747, 98.6503, 98.4567, 98.3632, 98.223, 98.7882, 98.1668, 98.6438, 98.7062, 98.5652, 98.5907, 98.3931
1808.74, 98.7886, 98.2385, 98.1952, 98.5871, 98.7583, 98.3525, 98.1503, 98.6394, 97.9881, 98.2706, 98.7552, 98.3299, 98.3859, 98.672, 98.4665, 98.3611, 98.2266, 98.7927, 98.1826, 98.6296, 98.6952, 98.5581, 98.5919, 98.3888
1808.68, 98.7845, 98.23, 98.1912, 98.5843, 98.7548, 98.3673, 98.1551, 98.6459, 97.9822, 98.2804, 98.7357, 98.3232, 98.3961, 98.6918, 98.4698, 98.3602, 98.2317, 98.798, 98.196, 98.6177, 98.6817, 98.5515, 98.5916, 98.3807
1808.62, 98.7763, 98.2201, 98.1859, 98.5749, 98.7462, 98.3823, 98.161, 98.6528, 97.9809, 98.2856, 98.7236, 98.3134, 98.4035, 98.7079, 98.4651, 98.3597, 98.2398, 98.805, 98.2045, 98.6097, 98.6672, 98.5448, 98.5905, 98.3694
1808.56, 98.764, 98.2108, 98.1792, 98.5601, 98.7341, 98.3958, 98.1661, 98.6582, 97.9813, 98.2834, 98.7196, 98.3024, 98.4066, 98.7192, 98.4526, 98.3584, 98.2512, 98.8139, 98.2063, 98.6057, 98.6526, 98.5368, 98.5891, 98.3568
1808.5, 98.7484, 98.2038, 98.1717, 98.5419, 98.7196, 98.4058, 98.1697, 98.6607, 97.9815, 98.2737, 98.7237, 98.2918, 98.4044, 98.7255, 98.4335, 98.3554, 98.2657, 98.824, 98.2011, 98.6049, 98.6382, 98.5263, 98.5882, 98.3453
1808.44, 98.7307, 98.2008, 98.165, 98.523, 98.7036, 98.4109, 98.1724, 98.6596, 97.9804, 98.2592, 98.7351, 98.282, 98.3967, 98.7279, 98.4102, 98.3503, 98.2822, 98.8334, 98.1902, 98.6055, 98.6238, 98.5124, 98.5885, 98.3373
1808.38, 98.7124, 98.2024, 98.1611, 98.5058, 98.686, 98.4101, 98.1758, 98.6552, 97.9781, 98.2439, 98.7518, 98.2728, 98.384, 98.7281, 98.3854, 98.3433, 98.2991, 98.8406, 98.1761, 98.6057, 98.6092, 98.4945, 98.5903, 98.3344
1808.32, 98.6948, 98.209, 98.1617, 98.4916, 98.6665, 98.4036, 98.1812, 98.6488, 97.9753, 98.232, 98.7711, 98.2637, 98.3679, 98.7282, 98.3617, 98.3354, 98.3146, 98.8441, 98.1624, 98.6039, 98.5946, 98.4733, 98.5938, 98.337
1808.26, 98.6791, 98.2202, 98.1675, 98.4813, 98.6447, 98.3927, 98.189, 98.6424, 97.973, 98.2261, 98.7899, 98.2546, 98.3501, 98.7298, 98.341, 98.3279, 98.3271, 98.8433, 98.1523, 98.5994, 98.5805, 98.4502, 98.5987, 98.3441
1808.2, 98.666, 98.2352, 98.1782, 98.4744, 98.6208, 98.3795, 98.1984, 98.6378, 97.9713, 98.2267, 98.8051, 98.2461, 98.3328, 98.7331, 98.3247, 98.3226, 98.3355, 98.8383, 98.1476, 98.5922, 98.5676, 98.4274, 98.6045, 98.3538
1808.13, 98.6558, 98.2528, 98.192, 98.4706, 98.596, 98.3659, 98.2072, 98.6363, 97.9703, 98.2323, 98.8147, 98.2397, 98.3178, 98.7372, 98.3135, 98.3207, 98.3387, 98.8301, 98.1488, 98.5833, 98.5572, 98.4076, 98.6105, 98.3638
1808.07, 98.6489, 98.2714, 98.2067, 98.4692, 98.5724, 98.3537, 98.2134, 98.6378, 97.9691, 98.2403, 98.818, 98.237, 98.3065, 98.7399, 98.3076, 98.3232, 98.3358, 98.8197, 98.1541, 98.5739, 98.5502, 98.3932, 98.616, 98.3724
1808.01, 98.6457, 98.2892, 98.2197, 98.47, 98.5529, 98.3439, 98.2156, 98.6413, 97.9671, 98.2477, 98.8158, 98.2384, 98.2995, 98.7388, 98.307, 98.3299, 98.3263, 98.8077, 98.1607, 98.5653, 98.5473, 98.386, 98.6203, 98.3786
1807.95, 98.6463, 98.3046, 98.229, 98.4729, 98.5402, 98.3368, 98.2138, 98.6449, 97.9637, 98.2527, 98.8096, 98.2434, 98.2968, 98.7319, 98.3109, 98.3399, 98.3097, 98.7945, 98.1656, 98.5583, 98.5487, 98.3863, 98.6225, 98.3825
1807.89, 98.6507, 98.316, 98.2334, 98.4782, 98.5361, 98.3324, 98.2098, 98.6465, 97.959, 98.2545, 98.8013, 98.2499, 98.2977, 98.7184, 98.3185, 98.3515, 98.2864, 98.7798, 98.1663, 98.5532, 98.5539, 98.3935, 98.6218, 98.3847
1807.83, 98.6582, 98.3227, 98.2331, 98.4861, 98.5408, 98.3306, 98.2063, 98.6449, 97.9533, 98.2538, 98.7926, 98.2553, 98.3013, 98.6992, 98.3284, 98.3627, 98.2574, 98.7632, 98.1623, 98.5502, 98.5622, 98.4056, 98.6173, 98.3863
1807.77, 98.667, 98.3248, 98.2293, 98.4965, 98.553, 98.3317, 98.2064, 98.6395, 97.9472, 98.252, 98.7841, 98.2575, 98.3067, 98.6771, 98.3389, 98.3716, 98.2252, 98.745, 98.1546, 98.5493, 98.5725, 98.4202, 98.6083, 98.3882
1807.71, 98.6749, 98.3229, 98.224, 98.509, 98.5697, 98.3361, 98.2118, 98.6312, 97.9413, 98.2507, 98.7761, 98.2559, 98.3134, 98.6551, 98.3483, 98.3768, 98.1929, 98.726, 98.1461, 98.5504, 98.5834, 98.4348, 98.5945, 98.3906
1807.65, 98.6797, 98.3182, 98.2192, 98.5237, 98.5876, 98.3443, 98.2227, 98.6216, 97.9363, 98.251, 98.7681, 98.2521, 98.3214, 98.6364, 98.355, 98.378, 98.165, 98.7084, 98.1399, 98.5542, 98.5939, 98.4474, 98.5765, 98.3934
1807.59, 98.6795, 98.3121, 98.2169, 98.5403, 98.6034, 98.3557, 98.2373, 98.6128, 97.9327, 98.2535, 98.76, 98.2487, 98.3309, 98.6233, 98.3583, 98.3756, 98.1456, 98.695, 98.1387, 98.5612, 98.603, 98.4565, 98.5562, 98.3964
1807.53, 98.6741, 98.3056, 98.2178, 98.5586, 98.6146, 98.3691, 98.2524, 98.6066, 97.9314, 98.2584, 98.7518, 98.2492, 98.3421, 98.6167, 98.3584, 98.3707, 98.1382, 98.6885, 98.144, 98.5718, 98.61, 98.4615, 98.5361, 98.3991
1807.47, 98.6643, 98.2993, 98.2216, 98.5784, 98.62, 98.3819, 98.2643, 98.6041, 97.9337, 98.2656, 98.7438, 98.2562, 98.3544, 98.616, 98.3563, 98.3648, 98.1449, 98.6907, 98.1552, 98.5858, 98.6145, 98.4623, 98.5194, 98.4015
1807.41, 98.6525, 98.2928, 98.2269, 98.5989, 98.6193, 98.3913, 98.2696, 98.6053, 97.941, 98.2748, 98.7369, 98.2705, 98.3664, 98.6201, 98.3535, 98.3592, 98.1654, 98.702, 98.1705, 98.6022, 98.6162, 98.4593, 98.509, 98.4037
1807.35, 98.6411, 98.2855, 98.2318, 98.6186, 98.6132, 98.3946, 98.2664, 98.6093, 97.9545, 98.2858, 98.7316, 98.2912, 98.3758, 98.6271, 98.3514, 98.3546, 98.1971, 98.7204, 98.187, 98.6189, 98.6148, 98.4529, 98.5069, 98.4056
1807.29, 98.632, 98.2769, 98.2342, 98.6352, 98.6027, 98.3908, 98.2544, 98.6145, 97.9749, 98.2981, 98.7287, 98.3161, 98.38, 98.6355, 98.3509, 98.351, 98.2355, 98.7428, 98.202, 98.6335, 98.6098, 98.4437, 98.5133, 98.4072
1807.23, 98.626, 98.2669, 98.2329, 98.6465, 98.5891, 98.3804, 98.2349, 98.6194, 98.0019, 98.3109, 98.7285, 98.3427, 98.3771, 98.644, 98.3521, 98.348, 98.2752, 98.7651, 98.2134, 98.6438, 98.6011, 98.4322, 98.5273, 98.4078
1807.17, 98.6225, 98.2563, 98.2278, 98.6504, 98.5739, 98.3661, 98.2107, 98.6223, 98.0337, 98.3227, 98.7315, 98.3689, 98.3664, 98.6512, 98.3544, 98.3447, 98.3107, 98.7836, 98.2196, 98.6482, 98.589, 98.4192, 98.5465, 98.4066
1807.11, 98.6198, 98.2466, 98.2196, 98.6463, 98.5592, 98.3519, 98.1851, 98.6223, 98.0675, 98.3322, 98.7378, 98.3936, 98.3489, 98.6563, 98.357, 98.3404, 98.3377, 98.7963, 98.2201, 98.6469, 98.574, 98.4061, 98.5679, 98.4032
1807.05, 98.6159, 98.24, 98.2099, 98.6348, 98.547, 98.3417, 98.1613, 98.6192, 98.0997, 98.3377, 98.7471, 98.416, 98.3271, 98.6585, 98.3588, 98.3345, 98.3538, 98.8028, 98.2151, 98.6413, 98.5575, 98.3943, 98.5887, 98.3974
1806.99, 98.6094, 98.2384, 98.2001, 98.6182, 98.5397, 98.3385, 98.1422, 98.6132, 98.1268, 98.3381, 98.7591, 98.4353, 98.3047, 98.6574, 98.3591, 98.3271, 98.3587, 98.8048, 98.2051, 98.6337, 98.5414, 98.3856, 98.6066, 98.3904
1806.93, 98.6001, 98.2428, 98.1916, 98.5996, 98.5391, 98.3436, 98.129, 98.6053, 98.1461, 98.3331, 98.7729, 98.4503, 98.2851, 98.6535, 98.3578, 98.3193, 98.3536, 98.8045, 98.1907, 98.6269, 98.5276, 98.3817, 98.62, 98.384
1806.87, 98.5889, 98.2524, 98.1846, 98.5821, 98.5462, 98.356, 98.1218, 98.5966, 98.1561, 98.3233, 98.7871, 98.459, 98.2714, 98.6484, 98.3548, 98.3124, 98.3405, 98.8042, 98.1734, 98.6226, 98.5179, 98.3834, 98.6278, 98.3803
1806.81, 98.5773, 98.2651, 98.1793, 98.5678, 98.5608, 98.3733, 98.1196, 98.5881, 98.157, 98.3099, 98.8001, 98.4598, 98.265, 98.6443, 98.3502, 98.3083, 98.3217, 98.8052, 98.1544, 98.6215, 98.5131, 98.3909, 98.6296, 98.3812
1806.75, 98.5674, 98.2775, 98.1751, 98.5577, 98.5812, 98.3925, 98.1202, 98.5809, 98.1501, 98.2947, 98.8104, 98.4519, 98.2662, 98.6439, 98.3436, 98.3088, 98.2988, 98.807, 98.1357, 98.6228, 98.513, 98.4034, 98.6255, 98.3875
1806.69, 98.5605, 98.2858, 98.1719, 98.5515, 98.6049, 98.411, 98.1217, 98.5756, 98.1375, 98.2797, 98.8171, 98.436, 98.2742, 98.6491, 98.335, 98.3149, 98.2728, 98.8085, 98.119, 98.6248, 98.5162, 98.419, 98.6158, 98.3984
1806.63, 98.5573, 98.2872, 98.1697, 98.548, 98.629, 98.4271, 98.1221, 98.5721, 98.1217, 98.2666, 98.8198, 98.4149, 98.2876, 98.6606, 98.3241, 98.3264, 98.2445, 98.8078, 98.1059, 98.6255, 98.5211, 98.4355, 98.6016, 98.4118
1806.57, 98.5581, 98.2804, 98.1687, 98.5463, 98.6508, 98.4404, 98.1208, 98.5701, 98.1044, 98.2563, 98.8187, 98.3923, 98.3045, 98.677, 98.3116, 98.3419, 98.2146, 98.8036, 98.0969, 98.6236, 98.5258, 98.4501, 98.5847, 98.4244
1806.51, 98.5623, 98.2661, 98.1685, 98.5452, 98.6681, 98.4514, 98.1177, 98.569, 98.0867, 98.2495, 98.8147, 98.3722, 98.3231, 98.6956, 98.2991, 98.3591, 98.1848, 98.7954, 98.092, 98.6187, 98.5293, 98.4609, 98.5674, 98.4333
1806.45, 98.5695, 98.2468, 98.1685, 98.5444, 98.6796, 98.4608, 98.1134, 98.568, 98.0689, 98.2461, 98.8086, 98.3568, 98.3414, 98.7122, 98.2891, 98.3752, 98.1574, 98.7841, 98.0906, 98.6114, 98.5313, 98.4666, 98.5523, 98.4359
1806.39, 98.579, 98.2261, 98.1671, 98.5436, 98.6845, 98.4687, 98.1091, 98.5664, 98.0509, 98.2454, 98.8009, 98.3465, 98.3572, 98.723, 98.2846, 98.3876, 98.1352, 98.7713, 98.0915, 98.6032, 98.5325, 98.4666, 98.5412, 98.4315
1806.33, 98.5902, 98.2073, 98.1626, 98.5424, 98.6824, 98.4747, 98.1056, 98.5637, 98.0326, 98.2465, 98.7923, 98.3396, 98.3681, 98.7249, 98.2882, 98.3948, 98.1211, 98.7586, 98.0941, 98.5955, 98.5339, 98.4618, 98.5351, 98.4207
1806.27, 98.6025, 98.1932, 98.1534, 98.54, 98.6733, 98.4773, 98.1034, 98.5598, 98.0144, 98.2484, 98.783, 98.333, 98.3724, 98.7166, 98.3009, 98.3965, 98.1176, 98.7478, 98.0976, 98.5891, 98.5366, 98.4536, 98.5333, 98.4056
1806.21, 98.6146, 98.1845, 98.139, 98.5353, 98.6574, 98.4751, 98.1028, 98.555, 97.9973, 98.25, 98.7736, 98.3237, 98.3689, 98.6983, 98.3219, 98.3934, 98.1255, 98.7397, 98.1018, 98.5843, 98.5408, 98.4441, 98.534, 98.3885
1806.15, 98.6254, 98.1807, 98.1208, 98.5272, 98.6356, 98.4664, 98.1037, 98.5498, 97.9827, 98.2506, 98.7649, 98.3098, 98.3579, 98.6718, 98.3482, 98.3871, 98.1444, 98.7351, 98.1067, 98.5803, 98.5463, 98.4352, 98.5343, 98.3721
1806.09, 98.6335, 98.1802, 98.1011, 98.5153, 98.6097, 98.4508, 98.1058, 98.5447, 97.9717, 98.2498, 98.7577, 98.2911, 98.3408, 98.6393, 98.3752, 98.3786, 98.1726, 98.7341, 98.1119, 98.5761, 98.5521, 98.4287, 98.5315, 98.358
1806.03, 98.638, 98.1807, 98.0832, 98.5, 98.582, 98.429, 98.109, 98.5405, 97.9649, 98.2475, 98.753, 98.2691, 98.3201, 98.6033, 98.3981, 98.3685, 98.2072, 98.7368, 98.1166, 98.5707, 98.557, 98.4252, 98.5236, 98.3474
1805.97, 98.6388, 98.1807, 98.0703, 98.4832, 98.5552, 98.4027, 98.113, 98.5371, 97.9619, 98.2441, 98.7515, 98.2461, 98.2983, 98.5661, 98.4133, 98.3569, 98.2452, 98.7432, 98.1201, 98.5636, 98.5604, 98.4248, 98.5099, 98.3403
1805.91, 98.6364, 98.1794, 98.0642, 98.4669, 98.5314, 98.3746, 98.1173, 98.5346, 97.9614, 98.2402, 98.7533, 98.2244, 98.2776, 98.53, 98.4192, 98.3433, 98.2835, 98.7529, 98.1216, 98.5549, 98.5622, 98.4264, 98.4913, 98.3364
1805.84, 98.6319, 98.177, 98.0654, 98.4537, 98.5117, 98.3471, 98.1213, 98.5321, 97.9618, 98.2363, 98.7583, 98.2055, 98.2592, 98.4973, 98.4167, 98.3277, 98.3197, 98.7646, 98.121, 98.5451, 98.5632, 98.4283, 98.47, 98.335
1805.78, 98.6266, 98.1745, 98.0725, 98.4451, 98.4959, 98.3225, 98.1243, 98.5288, 97.9615, 98.2325, 98.766, 98.1901, 98.2428, 98.4704, 98.4089, 98.3109, 98.3514, 98.7767, 98.1186, 98.5353, 98.5645, 98.4286, 98.449, 98.3353
1805.72, 98.6216, 98.173, 98.0832, 98.4418, 98.4826, 98.3021, 98.1257, 98.5235, 97.9599, 98.2285, 98.7757, 98.1782, 98.2275, 98.451, 98.3996, 98.2945, 98.3767, 98.7865, 98.1155, 98.5267, 98.5674, 98.4258, 98.4312, 98.3365
1805.66, 98.6174, 98.1734, 98.0949, 98.4434, 98.4702, 98.2859, 98.1254, 98.5154, 97.9572, 98.2236, 98.7869, 98.1693, 98.2116, 98.4402, 98.3923, 98.2805, 98.3941, 98.7916, 98.1129, 98.52, 98.5723, 98.4193, 98.4192, 98.3377
1805.6, 98.6141, 98.1758, 98.1055, 98.4488, 98.4575, 98.2735, 98.1238, 98.5041, 97.9548, 98.2168, 98.7991, 98.1631, 98.194, 98.4376, 98.3891, 98.2706, 98.4023, 98.7902, 98.1114, 98.5158, 98.5791, 98.4092, 98.4141, 98.3383
1805.54, 98.6114, 98.1797, 98.1133, 98.4566, 98.4448, 98.264, 98.1216, 98.4901, 97.9538, 98.2074, 98.8112, 98.1597, 98.1743, 98.4415, 98.3901, 98.2653, 98.4003, 98.7816, 98.1107, 98.5143, 98.5871, 98.3969, 98.416, 98.3377
1805.48, 98.6089, 98.1844, 98.1174, 98.4659, 98.4339, 98.2572, 98.1193, 98.4743, 97.9554, 98.1952, 98.8219, 98.159, 98.1532, 98.4491, 98.3937, 98.2636, 98.3882, 98.7665, 98.11, 98.5155, 98.5953, 98.3845, 98.4237, 98.3356
1805.42, 98.6063, 98.1886, 98.1176, 98.4757, 98.4272, 98.2532, 98.1173, 98.4582, 97.9593, 98.1809, 98.8292, 98.161, 98.1324, 98.4575, 98.3971, 98.2635, 98.3669, 98.747, 98.1077, 98.5191, 98.6027, 98.374, 98.4353, 98.3322
1805.36, 98.6036, 98.1916, 98.1138, 98.486, 98.4266, 98.253, 98.1149, 98.4434, 97.9644, 98.166, 98.831, 98.1652, 98.1144, 98.4643, 98.3977, 98.2624, 98.3384, 98.7261, 98.1026, 98.5254, 98.6087, 98.3673, 98.4484, 98.3279
1805.3, 98.6007, 98.1928, 98.1059, 98.4966, 98.4332, 98.2579, 98.1106, 98.4312, 97.9687, 98.1526, 98.8255, 98.1709, 98.1017, 98.4686, 98.3938, 98.2587, 98.3057, 98.7067, 98.0942, 98.5347, 98.6133, 98.3655, 98.4613, 98.3235
1805.24, 98.5973, 98.192, 98.0943, 98.507, 98.4461, 98.269, 98.1028, 98.4225, 97.9701, 98.1424, 98.8117, 98.1769, 98.0965, 98.4711, 98.385, 98.252, 98.2727, 98.6918, 98.0828, 98.5477, 98.6168, 98.3683, 98.4724, 98.3199
1805.18, 98.5928, 98.1893, 98.0796, 98.5164, 98.4628, 98.2863, 98.0901, 98.4179, 97.9671, 98.1367, 98.7902, 98.1824, 98.1001, 98.4734, 98.3721, 98.2438, 98.2431, 98.6831, 98.0693, 98.565, 98.6191, 98.3747, 98.4815, 98.3179
1805.12, 98.5866, 98.185, 98.063, 98.524, 98.4803, 98.3087, 98.0723, 98.4173, 97.9595, 98.1356, 98.7627, 98.1865, 98.1122, 98.4775, 98.3567, 98.2364, 98.22, 98.682, 98.055, 98.5867, 98.6201, 98.3831, 98.4888, 98.318
1805.06, 98.5779, 98.1793, 98.0462, 98.5284, 98.4958, 98.3341, 98.05, 98.4204, 97.9481, 98.1382, 98.7318, 98.1886, 98.1313, 98.4846, 98.3406, 98.2323, 98.2057, 98.6883, 98.041, 98.6119, 98.6188, 98.3913, 98.4956, 98.3209
1805, 98.5669, 98.1725, 98.0311, 98.5287, 98.5078, 98.3598, 98.0251, 98.4266, 97.9348, 98.1432, 98.7006, 98.1884, 98.1542, 98.4946, 98.3249, 98.2328, 98.2007, 98.7013, 98.0279, 98.6388, 98.6142, 98.3975, 98.5029, 98.3267
1804.94, 98.5538, 98.1652, 98.0196, 98.5241, 98.5163, 98.3832, 97.9995, 98.435, 97.9214, 98.149, 98.6716, 98.1857, 98.1771, 98.5061, 98.3105, 98.2379, 98.2035, 98.7187, 98.0163, 98.6642, 98.6052, 98.4, 98.512, 98.3359
1804.88, 98.5399, 98.1577, 98.0132, 98.5145, 98.5223, 98.4025, 97.9748, 98.4444, 97.9097, 98.1547, 98.6467, 98.1803, 98.1959, 98.5174, 98.2976, 98.2456, 98.2117, 98.7376, 98.0066, 98.6844, 98.5913, 98.398, 98.5237, 98.3484
1804.82, 98.5268, 98.1509, 98.0128, 98.5004, 98.5267, 98.4171, 97.9519, 98.4532, 97.901, 98.1609, 98.627, 98.1727, 98.2074, 98.5264, 98.2865, 98.2537, 98.2216, 98.7545, 97.9998, 98.6958, 98.5732, 98.3912, 98.5384, 98.364
1804.76, 98.5158, 98.145, 98.0188, 98.4829, 98.5296, 98.4275, 97.9309, 98.4593, 97.8958, 98.1685, 98.6132, 98.1635, 98.2099, 98.5321, 98.2773, 98.26, 98.2297, 98.7658, 97.9974, 98.6961, 98.5523, 98.3802, 98.5557, 98.382
1804.7, 98.5079, 98.1404, 98.0306, 98.4639, 98.5302, 98.4345, 97.9118, 98.4611, 97.8941, 98.1795, 98.6061, 98.1541, 98.2038, 98.5343, 98.2706, 98.2635, 98.2332, 98.7691, 98.0012, 98.6849, 98.5309, 98.3659, 98.5748, 98.4009
1804.64, 98.5031, 98.1368, 98.0468, 98.4457, 98.5268, 98.4392, 97.895, 98.4575, 97.8953, 98.1953, 98.6065, 98.1461, 98.191, 98.5339, 98.2673, 98.2647, 98.231, 98.7634, 98.0124, 98.664, 98.5115, 98.3498, 98.5941, 98.4189
1804.58, 98.5009, 98.1331, 98.0653, 98.4309, 98.5181, 98.4419, 97.8817, 98.4484, 97.8989, 98.216, 98.6149, 98.1411, 98.1744, 98.5319, 98.2677, 98.2649, 98.2234, 98.75, 98.0314, 98.637, 98.4964, 98.3335, 98.612, 98.4336
1804.52, 98.5002, 98.128, 98.0832, 98.4222, 98.5036, 98.443, 97.8735, 98.4353, 97.9036, 98.2407, 98.6315, 98.1399, 98.1571, 98.5296, 98.2717, 98.2657, 98.2122, 98.7317, 98.057, 98.6085, 98.487, 98.3187, 98.626, 98.4432
1804.46, 98.5002, 98.1201, 98.0974, 98.4216, 98.4844, 98.4425, 97.8722, 98.4212, 97.9082, 98.2668, 98.6554, 98.1428, 98.1416, 98.5276, 98.278, 98.2679, 98.1999, 98.7128, 98.0871, 98.5827, 98.4841, 98.3068, 98.634, 98.4463
